Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Accuracy,Condition
43,2,2,5,0.462,1.938,0.55,1,MM
43,2,2,3,0.897,4.215,0.53,1,MM
43,1,2,4.55,0.662,3.144,0.55,0,MM
43,1,2,3.45,1.948,7.857,0.57,0,MM
43,1,1,4,1.047,2.292,0.59,1,MM
43,1,1,4.55,0.713,2.344,0.57,1,MM
43,1,2,4.05,0.796,0.953,0.59,0,MM
43,1,1,6,0.611,1.324,0.61,1,MM
43,1,1,4.95,0.93,3.83,0.59,1,MM
43,2,2,6,0.412,0.887,0.57,1,MM
43,2,2,6,0.262,1.455,0.55,1,MM
43,2,1,3.5,1.497,0.989,0.57,0,MM
43,1,2,3.5,1.648,0.804,0.59,0,MM
43,2,2,5.05,0.663,3.378,0.61,1,MM
43,2,2,4.5,0.496,1.654,0.59,1,MM
43,1,1,5,0.579,1.407,0.57,1,MM
43,2,2,5.5,0.38,2.491,0.55,1,MM
43,1,1,4.95,0.545,3.478,0.53,1,MM
43,2,2,6,0.279,0.871,0.51,1,MM
43,1,1,5,0.713,2.31,0.49,1,MM
43,1,2,4.95,0.645,1.824,0.51,0,MM
43,1,1,5.05,0.612,1.524,0.53,1,MM
43,1,1,4.45,0.713,0.99,0.51,1,MM
43,2,2,3,1.381,1.725,0.49,1,MM
43,1,1,4,0.729,1.523,0.47,1,MM
43,1,1,5,0.561,2.56,0.45,1,MM
43,2,2,4.55,0.412,1.925,0.43,1,MM
43,2,2,4.5,0.596,2.007,0.41,1,MM
43,2,2,4.2,0.697,1.005,0.39,1,MM
43,2,2,4.5,1.181,1.573,0.37,1,MM
43,1,2,4.5,0.479,1.324,0.39,0,MM
43,2,2,4.45,0.781,2.606,0.41,1,MM
43,1,1,5,0.662,3.348,0.39,1,MM
43,2,2,4,0.73,0.923,0.37,1,MM
43,1,2,3.5,1.231,0.321,0.39,0,MM
43,1,2,4.5,0.646,1.689,0.41,0,MM
43,2,2,5,0.58,2.326,0.43,1,MM
43,2,2,4,1.113,1.875,0.41,1,MM
43,2,1,3.5,1.598,0.622,0.43,0,MM
43,1,2,3,1.264,1.122,0.45,0,MM
43,2,2,4.95,0.613,1.773,0.47,1,MM
43,2,2,3.5,0.68,0.305,0.45,1,MM
43,1,1,3.5,1.749,0.539,0.43,1,MM
43,1,1,2.45,1.263,1.825,0.41,1,MM
43,2,2,4.5,1.081,5.952,0.39,1,MM
43,2,2,4.95,0.762,1.791,0.37,1,MM
43,1,1,3.55,1.615,2.11,0.35,1,MM
43,2,2,4.55,0.798,1.709,0.33,1,MM
43,2,2,2.05,2,3.246,0.31,1,MM
43,1,2,5,0.679,1.405,0.33,0,MM
43,1,2,6,0.662,0.987,0.35,0,MM
43,1,1,3.5,1.281,1.014,0.59,1,MM
43,2,1,3.5,1.749,0.708,0.61,0,MM
43,2,2,6,0.679,2.59,0.63,1,MM
43,2,2,6,0.545,3.615,0.61,1,MM
43,2,2,6,0.512,1.456,0.59,1,MM
43,2,2,6,0.647,1.239,0.57,1,MM
43,2,2,6,0.48,1.506,0.55,1,MM
43,2,2,5.95,0.646,1.321,0.53,1,MM
43,1,1,2,1.298,2.044,0.51,1,MM
43,2,2,5,1.148,2.792,0.49,1,MM
43,2,2,5.95,0.997,1.377,0.47,1,MM
43,1,2,3.4,1.681,2.459,0.49,0,MM
43,1,2,3.5,0.88,0.708,0.51,0,MM
43,1,1,4.55,0.796,1.056,0.53,1,MM
43,1,1,4.5,0.996,1.391,0.51,1,MM
43,2,2,5.95,0.579,1.726,0.49,1,MM
43,1,1,5,0.661,2.543,0.47,1,MM
43,2,2,3.5,1.732,3.547,0.45,1,MM
43,2,2,3.5,2,1.808,0.43,1,MM
43,2,2,4.5,0.78,3.278,0.41,1,MM
43,1,2,3.5,1.414,0.338,0.43,0,MM
43,2,2,4.5,0.712,1.054,0.45,1,MM
43,2,2,4.5,1.047,1.172,0.43,1,MM
43,2,2,3.5,0.863,1.194,0.41,1,MM
43,1,2,2,1.447,4.197,0.43,0,MM
43,1,2,3.65,1.113,1.055,0.45,0,MM
43,2,2,3.5,2,1.425,0.47,1,MM
43,1,1,3,0.829,1.572,0.45,1,MM
43,2,1,2,1.581,2.311,0.47,0,MM
43,1,1,4.05,1.147,1.523,0.49,1,MM
43,1,2,4.5,0.93,1.821,0.51,0,MM
43,1,2,3.5,0.946,0.773,0.53,0,MM
43,2,2,4.5,0.646,1.574,0.55,1,MM
43,2,2,4.45,0.513,1.926,0.53,1,MM
43,1,1,3.5,1.263,0.706,0.51,1,MM
43,2,2,5,0.613,1.721,0.49,1,MM
43,1,2,5,1.046,1.574,0.51,0,MM
43,2,2,4.95,0.881,1.674,0.53,1,MM
43,1,1,3.5,0.947,0.341,0.51,1,MM
43,1,1,5.05,1.064,1.879,0.49,1,MM
43,1,1,5,0.746,1.96,0.47,1,MM
43,2,2,2.45,1.832,1.375,0.45,1,MM
43,2,2,5.05,0.512,2.456,0.43,1,MM
43,2,1,3.5,1.248,0.322,0.45,0,MM
43,2,2,5.05,0.679,2.745,0.47,1,MM
43,1,2,3.05,1.982,2.175,0.49,0,MM
43,1,1,4.95,1.247,2.059,0.51,1,MM
43,2,2,3.5,1.013,0.422,0.49,1,MM
43,2,1,3.5,1.048,0.287,0.51,0,MM
43,2,2,3.5,0.931,0.238,0.53,1,MM
43,1,1,4.5,0.896,3.36,0.51,1,MM
43,2,1,3.5,1.499,0.425,0.53,0,MM
43,1,2,3.5,1.53,0.523,0.55,0,MM
43,1,2,4.45,1.095,3.446,0.57,0,MM
43,2,2,4.45,0.963,3.048,0.59,1,MM
43,2,2,4.5,0.93,2.559,0.57,1,MM
43,1,1,6,0.78,2.144,0.55,1,MM
43,1,1,6,0.729,1.307,0.53,1,MM
43,1,1,6,0.797,1.439,0.51,1,MM
43,1,1,6,1.23,1.541,0.49,1,MM
43,1,1,4.05,1.364,1.877,0.47,1,MM
43,2,2,3.5,1.314,0.657,0.45,1,MM
43,1,1,3.6,1.249,1.81,0.43,1,MM
43,2,2,3.5,1.448,0.257,0.41,1,MM
43,2,1,4.2,0.965,0.824,0.43,0,MM
43,1,1,5,0.73,1.572,0.45,1,MM
43,1,1,5.15,0.746,1.443,0.43,1,MM
43,2,2,3.5,1.498,0.373,0.41,1,MM
43,2,2,3.5,1.347,0.239,0.39,1,MM
43,1,2,3.5,1.398,0.171,0.41,0,MM
43,1,1,3.5,0.912,0.116,0.43,1,MM
43,2,2,2,1.447,1.725,0.41,1,MM
43,2,1,2.5,1.632,10.049,0.43,0,MM
43,2,2,4.5,1.014,1.777,0.45,1,MM
43,1,1,4.55,0.963,1.554,0.43,1,MM
43,1,1,4.5,0.829,1.926,0.41,1,MM
43,1,2,4.4,0.729,1.427,0.43,0,MM
43,1,2,4.5,0.644,1.339,0.45,0,MM
43,1,2,3.5,1.43,0.289,0.47,0,MM
43,2,2,4.6,1.314,0.856,0.49,1,MM
43,2,2,5,0.545,1.64,0.47,1,MM
43,1,1,4.95,0.762,2.49,0.45,1,MM
43,1,1,5,0.746,3.877,0.43,1,MM
43,2,2,4.5,0.931,2.093,0.41,1,MM
43,1,1,4.55,0.795,2.628,0.39,1,MM
43,2,1,3.5,1.681,0.455,0.41,0,MM
43,2,2,4.5,0.747,2.211,0.43,1,MM
43,2,2,4.4,1.281,3.331,0.41,1,MM
43,2,2,4.55,0.931,1.124,0.39,1,MM
43,2,2,4.5,1.146,1.321,0.37,1,MM
43,2,2,6,0.697,1.423,0.35,1,MM
43,2,2,6,0.879,1.639,0.33,1,MM
43,2,2,4.9,0.779,1.455,0.31,1,MM
43,1,2,5.1,0.98,1.237,0.33,0,MM
43,1,1,3.5,1.565,0.405,0.35,1,MM
43,2,2,6,0.663,1.241,0.33,1,MM
43,1,2,5,0.712,0.972,0.35,0,MM
43,2,2,3.5,0.796,0.571,0.37,1,MM
43,1,1,4.95,1.18,1.659,0.35,1,MM
43,2,2,4.5,0.813,3.009,0.33,1,MM
43,2,2,2.65,1.398,4.248,0.31,1,MM
43,2,2,5,0.73,1.809,0.29,1,MM
43,2,2,4.55,0.93,1.892,0.27,1,MM
43,2,2,3.5,0.83,1.42,0.25,1,MM
43,1,2,3.5,1.315,0.222,0.27,0,MM
43,2,2,4.5,0.797,1.12,0.29,1,MM
43,1,1,3.5,1.882,0.671,0.27,1,MM
43,2,2,4.7,0.881,6.483,0.25,1,MM
43,2,2,4.5,0.996,1.89,0.23,1,MM
43,2,2,2.5,2,1.406,0.21,1,MM
43,2,2,4.5,0.779,4.045,0.19,1,MM
43,1,1,3.5,1.047,0.32,0.17,1,MM
43,1,1,2.7,1.698,1.276,0.15,1,MM
43,1,2,4.5,0.696,3.526,0.17,0,MM
43,2,2,4.5,0.981,1.606,0.19,1,MM
43,1,2,4.45,0.679,1.742,0.21,0,MM
43,1,2,4.45,0.746,1.69,0.23,0,MM
43,2,2,4.5,0.713,0.936,0.25,1,MM
43,1,1,3.5,1.465,0.305,0.23,1,MM
43,2,2,5,0.847,2.477,0.21,1,MM
43,2,2,5,0.997,1.757,0.19,1,MM
43,1,2,4.5,0.88,2.979,0.21,0,MM
43,2,1,5,0.863,2.258,0.23,0,MM
43,2,2,4.45,0.93,0.879,0.25,1,MM
43,2,2,4.95,1.331,2.061,0.23,1,MM
43,2,2,5.05,1.064,2.26,0.21,1,MM
43,1,2,5,0.98,1.441,0.23,0,MM
43,1,2,4.55,0.996,1.307,0.25,0,MM
43,1,1,5,0.913,1.475,0.27,1,MM
43,2,2,4.5,0.896,1.826,0.25,1,MM
43,1,1,5,0.979,2.539,0.23,1,MM
43,1,1,4.45,0.929,1.091,0.21,1,MM
43,1,2,2.65,1.732,1.192,0.23,0,MM
43,1,1,4.7,1.114,1.239,0.25,1,MM
43,1,2,4,0.997,1.04,0.27,0,MM
43,1,2,3.05,1.547,2.814,0.29,0,MM
43,1,2,3,1.181,1.509,0.31,0,MM
43,1,2,3.5,1.431,0.287,0.33,0,MM
43,1,1,4,1.297,1.275,0.35,1,MM
43,2,2,4,0.713,1.909,0.33,1,MM
43,1,2,3.5,1.465,0.371,0.35,0,MM
43,2,2,4,1.08,0.84,0.37,1,MM
43,1,2,3.5,1.364,0.605,0.39,0,MM
43,1,2,3.5,0.846,0.372,0.41,0,MM
43,1,1,4,0.813,1.792,0.43,1,MM
43,2,2,4,1.13,1.338,0.41,1,MM
43,1,2,3,1.214,1.808,0.43,0,MM
43,1,2,4.5,0.98,2.659,0.45,0,MM
43,1,1,3.5,1.23,0.758,0.47,1,MM
43,1,1,4.5,0.946,2.244,0.45,1,MM
43,2,1,2.05,1.247,1.727,0.47,0,MM
43,2,2,4.55,0.496,1.67,0.49,1,MM
43,1,1,4.6,0.678,1.409,0.47,1,MM
43,2,2,5,0.815,2.157,0.45,1,MM
43,1,2,5,1.047,1.673,0.47,0,MM
43,1,1,4.5,0.946,2.427,0.49,1,MM
43,2,2,4.55,1.03,1.039,0.47,1,MM
43,2,2,5,0.513,2.728,0.45,1,MM
43,1,2,4.6,1.079,1.392,0.47,0,MM
43,2,2,4.55,0.445,1.104,0.49,1,MM
43,1,2,4.5,0.595,1.925,0.51,0,MM
43,1,1,4.5,0.962,1.125,0.53,1,MM
43,2,2,4.5,0.478,0.888,0.51,1,MM
43,1,1,5,0.73,1.708,0.49,1,MM
43,1,1,5,0.897,1.875,0.47,1,MM
43,1,1,5.05,0.712,1.941,0.45,1,MM
43,1,1,4.5,1.08,3.545,0.43,1,MM
43,1,1,4.5,1.031,1.339,0.41,1,MM
43,2,2,5,0.378,2.644,0.39,1,MM
43,2,2,5,0.495,1.641,0.37,1,MM
43,2,2,3.5,1.632,0.437,0.35,1,MM
43,1,1,4.5,0.762,1.808,0.33,1,MM
43,1,1,4.55,0.696,1.704,0.31,1,MM
43,2,2,4.45,0.43,2.426,0.29,1,MM
43,2,2,2.5,1.565,2.814,0.27,1,MM
43,1,2,3.5,1.147,2.294,0.29,0,MM
43,2,2,3.5,0.763,1.09,0.31,1,MM
43,2,2,4.5,0.746,1.321,0.29,1,MM
43,2,1,3.5,1.531,0.523,0.31,0,MM
43,2,1,3.5,1.649,0.875,0.33,0,MM
43,2,2,3.15,1.381,1.342,0.35,1,MM
43,1,2,4,0.545,1.275,0.37,0,MM
43,2,2,4.5,0.814,1.658,0.39,1,MM
43,2,2,3.5,1.499,3.094,0.37,1,MM
43,1,1,4.45,0.78,2.677,0.35,1,MM
43,2,1,3.5,1.297,0.338,0.37,0,MM
43,1,1,3.5,1.516,4.031,0.39,1,MM
43,1,1,4.5,0.762,2.022,0.37,1,MM
43,2,2,4.5,0.496,1.438,0.35,1,MM
43,2,2,5,0.579,2.042,0.33,1,MM
43,1,2,5,0.713,2.392,0.35,0,MM
43,1,1,4.5,0.896,1.741,0.37,1,MM
43,1,2,4.5,1.08,1.942,0.39,0,MM
43,2,2,5.05,0.863,3.946,0.41,1,MM
43,2,2,4.45,1.349,7.738,0.39,1,MM
43,1,1,4.55,0.796,3.562,0.37,1,MM
43,2,1,5,0.813,2.274,0.39,0,MM
43,2,1,3.4,1.115,0.341,0.41,0,MM
43,1,1,3.55,1.631,0.636,0.43,1,MM
43,2,2,4.55,0.68,1.255,0.41,1,MM
43,1,2,4,0.863,3.21,0.43,0,MM
43,1,1,3.5,1.214,0.221,0.45,1,MM
43,2,2,5.05,0.596,1.238,0.43,1,MM
43,1,1,4.55,0.845,2.02,0.41,1,MM
43,1,1,5,0.797,2.608,0.39,1,MM
43,1,1,5,0.747,1.153,0.37,1,MM
43,1,1,5,0.896,1.072,0.35,1,MM
43,1,2,4.45,0.997,1.606,0.37,0,MM
43,1,1,3.5,1.381,0.237,0.39,1,MM
43,1,1,6,0.696,1.334,0.37,1,MM
43,1,1,5,0.763,1.489,0.35,1,MM
43,2,1,3.5,1.599,0.289,0.37,0,MM
43,2,2,4.5,0.562,1.521,0.39,1,MM
43,2,2,4.5,1.298,6.485,0.37,1,MM
43,1,1,4.4,0.947,0.855,0.35,1,MM
43,1,2,4.05,1.08,2.344,0.37,0,MM
43,1,2,4.3,0.611,2.26,0.39,0,MM
43,2,2,4.6,1.214,1.258,0.41,1,MM
43,1,2,2.3,0.779,1.324,0.43,0,MM
43,1,2,2,1.765,2.424,0.45,0,MM
43,1,1,3.5,1.063,1.372,0.47,1,MM
43,2,1,3.5,1.733,0.842,0.49,0,MM
43,2,2,2.1,0.747,2.258,0.51,1,MM
43,1,2,3.95,0.763,1.84,0.53,0,MM
43,2,2,4,0.948,0.874,0.55,1,MM
43,2,2,4,0.646,1.923,0.53,1,MM
43,1,1,4.5,0.88,1.709,0.51,1,MM
43,2,2,5,0.462,4.28,0.49,1,MM
43,2,2,4.45,0.411,3.712,0.47,1,MM
43,2,2,4.5,1.297,3.713,0.45,1,MM
43,1,1,4.55,0.712,1.073,0.43,1,MM
43,2,2,4.6,0.847,0.921,0.41,1,MM
43,1,2,4.55,0.779,1.29,0.43,0,MM
43,1,2,4.6,0.679,2.544,0.45,0,MM
43,1,1,4.75,1.047,0.972,0.47,1,MM
43,1,2,4.65,0.862,1.273,0.49,0,MM
43,2,2,4.7,0.863,1.304,0.51,1,MM
43,2,2,5.25,0.53,1.255,0.49,1,MM
43,2,2,6,0.68,2.075,0.47,1,MM
43,1,1,4.9,0.761,0.921,0.45,1,MM
43,1,1,5,0.829,2.289,0.43,1,MM
43,2,1,2.55,1.616,10.593,0.45,0,MM
43,1,2,4.6,1.079,1.353,0.47,0,MM
43,1,1,5.35,0.678,0.954,0.49,1,MM
43,2,2,4.95,0.396,1.522,0.47,1,MM
43,2,2,5,0.428,1.972,0.45,1,MM
43,1,1,4.1,0.863,1.121,0.43,1,MM
43,2,2,4.5,0.462,1.152,0.41,1,MM
43,1,1,4.45,1.13,1.591,0.39,1,MM
43,2,2,4.5,0.63,2.308,0.37,1,MM
43,1,2,3.5,0.813,0.286,0.39,0,MM
43,1,2,4.5,0.613,1.561,0.41,0,MM
43,2,2,4.35,0.378,1.12,0.43,1,MM
43,1,1,3.05,1.231,2.507,0.41,1,MM
43,1,2,3.5,0.712,0.238,0.43,0,MM
43,1,1,4.55,0.778,1.474,0.45,1,MM
43,2,2,4.05,1.448,1.175,0.43,1,MM
43,2,2,3,1.098,0.623,0.41,1,MM
43,1,2,3,1.046,0.958,0.43,0,MM
43,1,1,3.5,0.779,0.302,0.45,1,MM
43,1,2,4.4,1.164,2.808,0.47,0,MM
43,2,2,4,0.679,1.073,0.49,1,MM
43,2,1,4.05,0.83,2.308,0.51,0,MM
43,1,2,4.2,0.696,1.037,0.53,0,MM
43,2,2,4.45,0.412,1.74,0.55,1,MM
43,1,1,5.05,0.729,1.623,0.53,1,MM
43,2,2,4.6,0.512,0.868,0.51,1,MM
43,1,2,4.45,0.663,2.797,0.53,0,MM
43,2,1,3.5,1.197,1.123,0.55,0,MM
43,2,2,4.05,0.479,1.289,0.57,1,MM
43,1,2,3.5,1.046,0.24,0.59,0,MM
43,2,2,4.5,0.662,1.705,0.61,1,MM
43,2,2,4.5,0.797,2.572,0.59,1,MM
43,2,2,5,0.446,2.409,0.57,1,MM
43,2,2,4.55,0.696,1.022,0.55,1,MM
43,2,2,4.5,0.562,1.405,0.53,1,MM
43,2,2,4.45,0.663,2.726,0.51,1,MM
43,1,1,4.05,0.713,1.206,0.49,1,MM
43,1,2,4.55,0.796,2.726,0.51,0,MM
43,2,2,5,0.529,2.341,0.53,1,MM
43,2,1,3.5,1.515,1.223,0.55,0,MM
43,1,2,3.5,1.18,0.289,0.57,0,MM
43,1,1,3.5,0.864,0.289,0.59,1,MM
43,1,1,3.05,1.197,1.274,0.57,1,MM
43,2,2,2.55,0.898,2.261,0.55,1,MM
43,1,1,2.6,1.898,1.406,0.53,1,MM
43,1,2,4.25,0.913,1.089,0.55,0,MM
43,2,2,4.5,0.746,2.09,0.57,1,MM
43,1,1,4.4,0.896,3.113,0.55,1,MM
43,1,1,4.6,0.73,0.987,0.53,1,MM
43,2,1,4.55,1.281,1.591,0.55,0,MM
43,2,2,3.55,1.114,1.757,0.57,1,MM
43,1,1,4.5,0.796,1.437,0.55,1,MM
43,1,1,3.5,0.931,0.471,0.53,1,MM
43,1,2,3.65,0.813,1.406,0.55,0,MM
43,1,2,4.6,0.729,3.025,0.57,0,MM
43,1,1,4.45,0.829,1.008,0.59,1,MM
43,2,2,4.4,0.696,0.607,0.57,1,MM
43,1,1,4.6,1.163,1.192,0.55,1,MM
43,2,2,4.45,0.463,1.372,0.53,1,MM
53,2,2,5.85,0.261,1.498,0.83,1,MM
53,1,1,5.65,0.312,1.107,0.81,1,MM
53,2,2,5.6,0.947,1.241,0.79,1,MM
53,2,2,5.9,0.312,1.476,0.77,1,MM
53,2,2,5.85,0.378,1.257,0.75,1,MM
53,1,2,5.65,0.896,1.092,0.77,0,MM
53,1,1,5.7,0.395,1.426,0.79,1,MM
53,2,1,1,0.479,1.292,0.81,0,MM
53,2,2,5.75,0.229,1.056,0.83,1,MM
53,1,1,1.55,0.211,1.143,0.81,1,MM
53,2,2,5.7,0.362,1.057,0.79,1,MM
53,2,2,1.65,0.346,1.091,0.77,1,MM
53,1,1,5.8,0.395,1.156,0.75,1,MM
53,2,1,5.6,0.981,1.441,0.77,0,MM
53,2,2,1,0.462,1.441,0.79,1,MM
53,2,1,6,0.447,0.908,0.81,0,MM
53,2,2,1.45,0.812,1.188,0.83,1,MM
53,2,2,5.7,0.229,1.406,0.81,1,MM
53,2,2,1.45,0.73,1.023,0.79,1,MM
53,2,2,5.9,0.345,0.922,0.77,1,MM
53,2,2,1.35,0.346,1.14,0.75,1,MM
53,2,2,5.8,0.079,1.075,0.73,1,MM
53,2,1,1.3,0.178,1.424,0.75,0,MM
53,2,1,5.75,0.146,1.105,0.77,0,MM
53,2,1,1.05,0.262,0.992,0.79,0,MM
53,1,2,5.55,0.411,1.558,0.81,0,MM
53,1,1,4.7,0.829,1.309,0.83,1,MM
53,1,1,4.35,2,1.309,0.81,1,MM
53,1,1,5.45,0.48,0.974,0.79,1,MM
53,2,2,5.65,0.312,1.141,0.77,1,MM
53,2,2,5.2,0.396,0.825,0.75,1,MM
53,2,2,5.55,0.245,0.842,0.73,1,MM
53,2,2,1.55,0.846,1.174,0.71,1,MM
53,1,1,5.35,0.462,0.841,0.69,1,MM
53,1,1,1.35,2,1.977,0.67,1,MM
53,2,2,5.15,1.064,0.958,0.65,1,MM
53,1,2,3.25,1.264,2.175,0.67,0,MM
53,2,2,5.4,0.212,0.818,0.69,1,MM
53,1,2,1.7,0.662,0.754,0.71,0,MM
53,2,2,5.6,0.463,1.14,0.73,1,MM
53,1,1,5.4,0.362,0.858,0.71,1,MM
53,2,2,6,0.262,1.189,0.69,1,MM
53,1,1,5.15,0.83,1.04,0.67,1,MM
53,1,2,5.15,0.428,2.227,0.69,0,MM
53,2,2,5.4,0.195,1.039,0.71,1,MM
53,2,2,5.9,0.262,49.856,0.69,1,MM
53,1,2,1.1,0.179,1.356,0.71,0,MM
53,1,1,1.75,0.529,1.224,0.73,1,MM
53,1,1,5.7,0.444,0.971,0.71,1,MM
53,1,2,1.1,0.98,1.109,0.73,0,MM
53,1,2,5.95,0.244,0.913,0.75,0,MM
53,1,1,5.35,0.546,0.891,0.77,1,MM
53,2,2,5.9,0.246,2.545,0.75,1,MM
53,1,2,1.35,1.263,1.441,0.77,0,MM
53,1,1,5.6,1.263,1.742,0.79,1,MM
53,2,2,4.7,0.262,1.659,0.77,1,MM
53,1,2,5.35,1.614,1.442,0.79,0,MM
53,1,1,1.05,1.364,1.738,0.81,1,MM
53,1,1,5.95,0.78,1.271,0.79,1,MM
53,1,1,5.4,0.277,0.963,0.77,1,MM
53,1,2,1.3,0.396,0.887,0.79,0,MM
53,2,2,5.45,0.178,5.418,0.81,1,MM
53,2,2,5.25,0.58,1.51,0.79,1,MM
53,1,2,1.1,2,1.693,0.81,0,MM
53,1,1,5.7,0.345,2.11,0.83,1,MM
53,1,1,5.75,0.312,1.188,0.81,1,MM
53,1,1,5.2,1.198,1.19,0.79,1,MM
53,2,2,5.55,0.329,1.057,0.77,1,MM
53,2,2,4.85,0.629,1.139,0.75,1,MM
53,1,1,1.25,1.097,1.093,0.73,1,MM
53,1,1,5.5,0.278,15.827,0.71,1,MM
53,2,2,5.65,0.162,1.007,0.69,1,MM
53,1,1,5.3,0.412,1.307,0.67,1,MM
53,2,2,5.3,0.245,0.906,0.65,1,MM
53,2,2,5.75,0.112,1.442,0.63,1,MM
53,2,1,5.4,0.429,0.993,0.65,0,MM
53,2,1,4.3,0.313,4.049,0.67,0,MM
53,2,2,5.25,0.362,1.038,0.69,1,MM
53,2,2,4.5,0.362,6.121,0.67,1,MM
53,2,2,1.8,0.196,1.291,0.65,1,MM
53,1,1,5.65,0.311,1.138,0.63,1,MM
53,2,1,2.4,0.796,2.443,0.65,0,MM
53,2,2,2.35,1.214,2.627,0.67,1,MM
53,1,1,3.95,0.278,4.193,0.65,1,MM
53,1,1,5,2,1.191,0.63,1,MM
53,2,2,5.7,0.847,1.141,0.61,1,MM
53,2,1,5.65,0.128,1.226,0.63,0,MM
53,1,1,5.7,0.261,1.508,0.65,1,MM
53,2,2,1,0.002,1.358,0.63,1,MM
53,2,1,5.85,0.663,1.193,0.65,0,MM
53,2,2,1.45,1.348,4.783,0.67,1,MM
53,1,1,5.7,0.311,0.991,0.65,1,MM
53,1,1,1.4,0.094,1.208,0.63,1,MM
53,1,1,5.65,0.312,1.408,0.61,1,MM
53,1,1,1.9,2,1.543,0.59,1,MM
53,2,1,5.2,0.798,1.557,0.61,0,MM
53,2,1,5.15,2,8.306,0.63,0,MM
53,1,1,5,0.596,1.29,0.65,1,MM
53,2,2,5.5,0.813,1.092,0.63,1,MM
53,1,1,1.1,0.445,0.889,0.61,1,MM
53,2,1,5.45,0.212,1.893,0.63,0,MM
53,2,1,5.8,0.679,1.158,0.65,0,MM
53,2,2,5.85,0.278,0.891,0.67,1,MM
53,1,1,5.65,1.498,1.626,0.65,1,MM
53,1,2,5.35,0.663,1.379,0.67,0,MM
53,2,2,5.75,0.328,1.175,0.69,1,MM
53,2,2,5.4,0.28,1.075,0.67,1,MM
53,2,2,4.9,0.746,1.157,0.65,1,MM
53,2,2,5,0.461,3.781,0.63,1,MM
53,2,2,5.25,0.295,1.023,0.61,1,MM
53,1,2,5.25,0.496,0.903,0.63,0,MM
53,2,2,1.3,1.599,1.539,0.65,1,MM
53,1,1,5.65,0.361,0.824,0.63,1,MM
53,2,1,1.4,0.429,1.977,0.65,0,MM
53,1,1,5.8,0.879,0.735,0.67,1,MM
53,1,1,5.75,0.898,1.222,0.65,1,MM
53,2,2,5.65,0.581,1.242,0.63,1,MM
53,1,1,1.55,0.462,0.954,0.61,1,MM
53,2,2,5.95,1.097,1.793,0.59,1,MM
53,1,1,1.15,0.596,1.024,0.57,1,MM
53,2,2,5.7,0.848,1.725,0.55,1,MM
53,1,2,5,2,3.427,0.57,0,MM
53,2,2,5.75,0.663,1.324,0.59,1,MM
53,1,1,1.55,0.528,0.942,0.57,1,MM
53,2,2,5.75,1.282,0.99,0.55,1,MM
53,2,2,1.05,1.199,1.558,0.53,1,MM
53,2,2,6,0.763,1.227,0.51,1,MM
53,1,1,1.25,0.245,1.342,0.49,1,MM
53,1,1,5.9,0.278,1.192,0.47,1,MM
53,1,1,1.45,0.329,1.024,0.45,1,MM
53,1,1,5.35,0.511,1.508,0.43,1,MM
53,2,2,1.55,0.413,2.007,0.41,1,MM
53,1,1,5.5,0.946,4.467,0.39,1,MM
53,1,2,1.7,0.361,1.105,0.41,0,MM
53,2,1,1.25,0.412,1.073,0.43,0,MM
53,1,2,1.65,0.711,1.341,0.45,0,MM
53,2,1,5.8,0.296,0.823,0.47,0,MM
53,1,1,5.35,0.797,1.055,0.49,1,MM
53,2,2,5.75,1.046,1.743,0.47,1,MM
53,1,2,5.6,2,7.754,0.49,0,MM
53,1,2,5.55,0.813,1.007,0.51,0,MM
53,1,1,5.6,0.496,1.092,0.53,1,MM
53,1,2,1,0.512,1.474,0.55,0,MM
53,1,1,5.2,0.361,1.107,0.57,1,MM
53,2,2,1.7,0.462,1.04,0.55,1,MM
53,1,2,5.3,2,1.992,0.57,0,MM
53,2,2,5.3,2,8.323,0.59,1,MM
53,1,2,1.55,0.329,1.305,0.61,0,MM
53,1,1,5.9,0.329,3.814,0.63,1,MM
53,2,2,5.6,0.179,1.346,0.61,1,MM
53,1,1,1.9,0.512,0.738,0.59,1,MM
53,1,1,5.75,0.529,1.107,0.57,1,MM
53,1,1,1.35,0.361,1.389,0.55,1,MM
53,1,1,5.65,0.463,1.24,0.53,1,MM
53,2,2,1.45,0.629,0.872,0.51,1,MM
53,2,1,5.2,0.579,5.088,0.53,0,MM
53,1,1,5.5,0.627,1.138,0.55,1,MM
53,2,2,5.2,0.53,0.838,0.53,1,MM
53,1,1,5.8,0.545,1.239,0.51,1,MM
53,1,1,5.4,0.629,1.391,0.49,1,MM
53,2,2,1.4,0.479,1.021,0.47,1,MM
53,2,1,5.9,0.43,1.29,0.49,0,MM
53,2,2,1.6,0.412,1.576,0.51,1,MM
53,2,1,5,0.663,3.596,0.53,0,MM
53,2,1,1.8,0.613,1.292,0.55,0,MM
53,1,1,5.9,0.996,0.871,0.57,1,MM
53,2,2,1.55,0.73,1.007,0.55,1,MM
53,1,2,2.3,0.88,1.643,0.57,0,MM
53,1,2,5.65,2,0.74,0.59,0,MM
53,1,1,5.9,0.763,1.443,0.61,1,MM
53,1,1,1,0.328,0.89,0.59,1,MM
53,1,2,1.45,0.346,1.404,0.61,0,MM
53,1,1,5.75,0.662,1.724,0.63,1,MM
53,1,1,5.7,0.378,1.191,0.61,1,MM
