Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,Condition
90,2,2,5.1,1.74,1.929,1,SoB
90,2,2,3.7,2.224,1.954,1,SoB
90,1,1,5,1.45,2.008,1,SoB
90,1,1,4.15,2.299,2.013,1,SoB
90,1,1,4.1,1.923,1.775,1,SoB
90,2,2,3.75,3.308,1.406,1,SoB
90,1,1,5.6,1.665,1.193,1,SoB
90,1,2,4.8,2.255,1.101,0,SoB
90,2,1,3.2,3.288,1.851,0,SoB
90,1,1,5.75,1.718,2.544,1,SoB
90,2,2,3.4,3.179,1.416,1,SoB
90,1,1,5.9,1.525,1.404,1,SoB
90,1,1,5.05,1.794,1.759,1,SoB
90,2,2,6,1.107,1.401,1,SoB
90,1,2,4.05,3.148,2.548,0,SoB
90,2,2,4,3.223,1.631,1,SoB
90,1,1,4.9,1.891,2.457,1,SoB
90,2,1,2.35,2.385,4.085,0,SoB
90,1,1,4.15,1.751,1.226,1,SoB
90,2,2,6,1.375,1.061,1,SoB
90,1,1,6,1.708,1.381,1,SoB
90,1,1,6,1.375,1.012,1,SoB
90,2,2,4.05,2.267,2.077,1,SoB
90,1,1,4.15,2.299,3.605,1,SoB
90,2,2,5,1.837,1.94,1,SoB
90,1,1,6,2.127,0.95,1,SoB
90,1,1,4,1.773,1.954,1,SoB
90,2,2,4.3,3.298,2,1,SoB
90,1,1,6,1.439,1.06,1,SoB
90,1,2,5.15,2.535,1.619,0,SoB
90,1,1,4.3,3.083,1.128,1,SoB
90,2,2,5.05,2.686,2.689,1,SoB
90,1,1,6,1.181,0.941,1,SoB
90,1,1,6,1.15,1.42,1,SoB
90,1,1,4.55,2.417,1.393,1,SoB
90,1,1,4.15,3.201,1.083,1,SoB
90,1,1,5.1,2.041,1.151,1,SoB
90,1,1,6,2.18,1.197,1,SoB
90,2,1,5.25,2.213,1.505,0,SoB
90,1,1,4.4,2.546,2.022,1,SoB
90,1,1,5.25,1.203,1.508,1,SoB
90,2,1,4,3.019,1.663,0,SoB
90,2,1,4.95,1.59,1.391,0,SoB
90,2,2,2,3.706,1.084,1,SoB
90,1,2,3.8,2.9,3.714,0,SoB
90,1,2,4.05,1.74,3.215,0,SoB
90,1,1,5,1.912,2.44,1,SoB
90,1,1,4.05,2.986,1.954,1,SoB
90,2,2,2.1,3.727,1.686,1,SoB
90,2,1,1.2,2.192,2.366,0,SoB
90,1,2,2.5,2.417,1.648,0,SoB
90,1,1,6,1.117,1.167,1,SoB
90,1,1,5.2,1.439,1.518,1,SoB
90,1,2,1.75,1.891,1.287,0,SoB
90,1,1,1.15,2.117,1.175,1,SoB
90,2,1,1,1.654,1.377,0,SoB
90,1,1,1,1.514,1.223,1,SoB
90,1,2,2,1.483,3.837,0,SoB
90,2,1,4.05,2.46,1.489,0,SoB
90,2,1,1.3,1.891,1.217,0,SoB
90,2,2,6,1.418,1.713,1,SoB
90,1,2,1,2.911,1.876,0,SoB
90,2,2,4.15,2.717,4.204,1,SoB
90,1,1,3.1,3.126,1.719,1,SoB
90,2,1,3.6,2.965,2.426,0,SoB
90,2,2,2.65,2.116,1.221,1,SoB
90,2,2,1.05,3.48,1.156,1,SoB
90,2,2,1,2.159,1.35,1,SoB
90,2,2,3,1.751,1.413,1,SoB
90,2,2,6,2.621,1.781,1,SoB
90,1,1,6,3.857,1.497,1,SoB
90,1,1,6,1.386,2.046,1,SoB
90,2,2,3.3,2.138,1.546,1,SoB
90,2,1,1,2.45,1.293,0,SoB
90,2,2,1,2.578,1.139,1,SoB
90,1,2,1.9,2.31,1.485,0,SoB
90,2,1,3.85,2.148,2.937,0,SoB
90,1,1,3.95,1.859,1.901,1,SoB
90,2,2,3.4,3.255,1.27,1,SoB
90,1,1,3.55,2.278,1.471,1,SoB
90,1,2,3,1.794,2.144,0,SoB
90,2,1,4,2.299,2.609,0,SoB
90,2,2,6,1.891,1.062,1,SoB
90,1,1,1.55,4.931,2.109,1,SoB
90,2,2,3.4,2.084,1.12,1,SoB
90,1,2,1.25,2.825,2.407,0,SoB
90,2,1,1.05,2.009,1.045,0,SoB
90,1,1,1.05,2.021,1.372,1,SoB
90,1,2,1.45,2.836,1.602,0,SoB
90,2,2,1,3.051,1.517,1,SoB
90,1,1,4.05,2.352,1.659,1,SoB
90,2,2,3.6,2.503,1.278,1,SoB
90,2,2,3.8,2.331,1.33,1,SoB
90,1,1,4.45,2.041,2.364,1,SoB
90,2,1,1,2.729,1.956,0,SoB
90,1,1,3.5,2.02,2.958,1,SoB
90,2,1,3.45,1.622,1.5,0,SoB
90,1,1,4.05,2.9,1.509,1,SoB
90,2,2,4,2.31,3.48,1,SoB
90,1,1,4.2,2.579,1.389,1,SoB
90,1,1,4,2.546,2.053,1,SoB
90,2,2,3.5,3.502,1.527,1,SoB
90,1,1,4.4,1.181,1.194,1,SoB
90,1,1,4.05,2.181,2.055,1,SoB
90,2,1,4.6,2.32,1.787,0,SoB
90,1,1,5.95,1.922,1.095,1,SoB
90,2,1,6,1.901,1.684,0,SoB
90,2,2,5.95,1.257,1.112,1,SoB
90,1,2,5,1.396,1.443,0,SoB
90,2,2,4.9,1.482,1.43,1,SoB
90,2,2,4.45,1.718,3.82,1,SoB
90,2,2,3.6,2.61,1.329,1,SoB
90,2,2,4.5,1.826,2.652,1,SoB
90,2,2,6,2.159,0.786,1,SoB
90,1,1,3.6,4.662,1.838,1,SoB
90,2,2,6,1.354,1.176,1,SoB
90,1,2,4.15,2.514,3.421,0,SoB
90,2,2,5.55,1.343,1.775,1,SoB
90,2,2,5.45,1.408,2.495,1,SoB
90,1,1,3.55,3.051,1.329,1,SoB
90,1,1,6,2.094,1.143,1,SoB
90,1,1,1.9,2.331,1.07,1,SoB
90,2,2,6,2.245,1.263,1,SoB
90,2,2,6,1.698,1.196,1,SoB
90,2,2,5.45,2.084,2.557,1,SoB
90,1,1,5,3.867,1.782,1,SoB
90,1,1,5.7,1.193,2.105,1,SoB
90,2,1,4.2,4.254,1.548,0,SoB
90,2,2,6,1.268,1.538,1,SoB
90,2,2,3.45,4.705,0.938,1,SoB
90,1,1,2.1,2.385,2.053,1,SoB
90,1,2,3.3,2.546,1.388,0,SoB
90,1,1,3.3,3.362,1.166,1,SoB
90,2,2,4,3.287,1.861,1,SoB
90,1,2,1.95,2.18,1.274,0,SoB
90,1,1,6,1.461,1.079,1,SoB
90,1,2,3.5,5.392,1.233,0,SoB
90,2,1,4.15,3.395,2.66,0,SoB
90,1,1,4.1,2.364,2.58,1,SoB
90,2,2,5,1.418,1.699,1,SoB
90,2,1,5.05,2.159,2.298,0,SoB
90,1,1,4.25,2.578,1.711,1,SoB
90,1,1,3.5,4.587,1.208,1,SoB
90,1,2,2.05,2.879,3.749,0,SoB
90,1,1,1.95,2.116,1.824,1,SoB
90,2,2,4.05,2.213,1.535,1,SoB
90,2,2,3.5,1.644,2.712,1,SoB
90,2,2,6,1.289,0.928,1,SoB
90,2,2,6,1.321,1.054,1,SoB
90,2,2,5.55,2.03,5.127,1,SoB
90,1,1,6,1.418,1.521,1,SoB
90,2,2,6,1.257,1.364,1,SoB
90,1,1,6,1.6,1.255,1,SoB
90,2,2,6,1.321,1.581,1,SoB
90,2,2,5.15,1.429,1.742,1,SoB
90,1,1,6,1.364,1.712,1,SoB
90,2,2,6,1.075,1.119,1,SoB
90,1,1,4.05,1.483,1.801,1,SoB
90,2,1,3.5,1.493,1.468,0,SoB
90,1,1,5.95,1.472,1.953,1,SoB
90,2,2,5.65,1.632,1.542,1,SoB
90,1,2,4.1,1.257,1.552,0,SoB
90,2,2,6,1.139,1.26,1,SoB
90,1,1,4.9,1.321,1.926,1,SoB
90,2,2,4.65,1.397,1.6,1,SoB
90,2,2,5.95,1.418,1.388,1,SoB
90,2,2,6,1.31,1.345,1,SoB
90,2,2,3.45,1.44,1.539,1,SoB
90,1,1,3.7,1.418,1.44,1,SoB
90,1,1,4.05,1.504,1.585,1,SoB
90,2,2,5.25,1.353,2.612,1,SoB
90,2,2,6,1.364,1.187,1,SoB
90,1,1,6,1.214,1.032,1,SoB
90,2,1,5.1,1.439,1.471,0,SoB
90,1,1,4.05,1.622,1.164,1,SoB
90,1,1,4.95,1.45,1.863,1,SoB
90,1,1,2.05,1.955,1.733,1,SoB
90,2,1,3.15,1.504,1.531,0,SoB
90,2,2,6,1.59,1.927,1,SoB
90,1,1,5.1,1.579,1.477,1,SoB
90,1,1,3.55,1.332,1.438,1,SoB
90,1,1,2.4,1.644,1.368,1,SoB
90,1,2,2.2,1.579,1.588,0,SoB
90,2,2,3.45,1.848,1.931,1,SoB
90,2,2,3.9,1.385,1.146,1,SoB
90,1,1,3.15,1.58,2.355,1,SoB
90,1,2,2.8,1.719,2.403,0,SoB
90,1,1,2.5,1.418,2.468,1,SoB
90,2,1,2.3,1.536,1.78,0,SoB
90,1,1,2.1,1.848,2.033,1,SoB
90,1,1,4.45,1.719,2.249,1,SoB
90,1,1,4.5,1.761,1.757,1,SoB
90,1,1,6,1.579,1.618,1,SoB
90,1,1,4.6,1.354,1.538,1,SoB
90,2,1,4,1.741,3.54,0,SoB
90,2,1,4.8,1.88,1.536,0,SoB
90,2,1,3.5,1.901,1.443,0,SoB
90,2,1,3.5,1.364,2.528,0,SoB
90,2,2,4.25,1.31,2.19,1,SoB
90,1,1,3.75,2.105,3.384,1,SoB
90,1,1,4.5,1.632,1.65,1,SoB
90,1,1,4.4,1.526,1.44,1,SoB
90,1,1,2,2.288,1.368,1,SoB
90,1,1,1.8,1.977,2.05,1,SoB
90,2,2,6,1.375,0.989,1,SoB
90,1,1,4.75,1.761,2.143,1,SoB
90,1,1,6,1.515,1.14,1,SoB
90,1,1,6,1.429,1.305,1,SoB
90,1,1,4.35,1.482,1.572,1,SoB
90,1,1,6,2.868,1.302,1,SoB
90,1,1,6,1.439,0.95,1,SoB
90,2,2,6,1.321,1.123,1,SoB
90,1,1,3.45,1.461,1.453,1,SoB
90,1,1,6,1.128,0.981,1,SoB
90,1,1,6,1.085,1.127,1,SoB
90,2,2,6,1.236,1.107,1,SoB
90,1,1,4.45,1.429,1.865,1,SoB
90,2,2,4.95,1.826,1.416,1,SoB
90,2,2,3.95,2.117,1.364,1,SoB
90,1,1,6,1.128,0.859,1,SoB
90,2,2,2.65,2.901,1.516,1,SoB
90,1,2,2,1.654,1.448,0,SoB
90,1,1,5.95,1.118,1.222,1,SoB
90,1,2,2.2,2.331,1.506,0,SoB
90,2,2,4.05,1.429,0.998,1,SoB
90,2,1,2.6,1.751,1.895,0,SoB
90,1,1,5.95,1.354,1.239,1,SoB
90,2,2,4.2,1.321,1.305,1,SoB
90,1,1,6,1.149,1.258,1,SoB
90,2,1,2.8,1.901,1.679,0,SoB
90,1,1,6,1.042,1.373,1,SoB
90,1,1,6,1.837,1.279,1,SoB
90,2,2,4.5,1.504,1.563,1,SoB
90,1,1,5.95,1.214,1.223,1,SoB
90,1,1,4.7,1.461,1.668,1,SoB
90,1,1,4.05,1.289,2.162,1,SoB
90,1,1,1.65,1.622,1.755,1,SoB
90,1,1,2.85,1.526,2.316,1,SoB
90,2,2,5.3,1.804,1.875,1,SoB
90,1,1,6,1.504,1.242,1,SoB
90,2,1,3.75,2.901,2.982,0,SoB
90,2,2,5.95,1.31,1.198,1,SoB
90,1,1,4,3.405,2.098,1,SoB
90,1,1,3,1.74,1.8,1,SoB
90,1,1,3,2.331,1.581,1,SoB
90,2,2,6,1.741,1.228,1,SoB
90,2,2,6,1.407,1.215,1,SoB
90,2,2,6,1.579,1.712,1,SoB
90,2,2,6,1.784,1.041,1,SoB
90,2,2,6,1.429,2.146,1,SoB
90,2,2,5.95,1.15,1.487,1,SoB
90,1,1,6,1.321,1.132,1,SoB
90,2,2,6,1.203,1.034,1,SoB
90,2,1,5.95,1.042,1.248,0,SoB
90,1,1,4.95,1.59,1.979,1,SoB
90,1,2,3.6,2.396,1.039,0,SoB
90,2,2,4.7,1.311,1.206,1,SoB
90,2,2,4.9,1.45,1.387,1,SoB
90,2,2,5.35,1.214,1.052,1,SoB
90,2,1,3.1,2.073,1.462,0,SoB
90,2,1,2.65,1.945,1.105,0,SoB
90,2,2,4.1,1.224,2.207,1,SoB
90,2,2,6,1.16,1.124,1,SoB
90,1,1,6,2.245,1.205,1,SoB
90,1,1,6,1.074,1.063,1,SoB
90,1,1,2.6,2.278,1.351,1,SoB
90,2,1,3.4,2.127,2.195,0,SoB
90,1,2,3.9,1.569,1.207,0,SoB
90,1,1,5.95,1.128,1.254,1,SoB
90,1,1,6,1.483,1.09,1,SoB
90,2,1,3.1,2.428,4.542,0,SoB
90,2,2,5.5,2.116,2.524,1,SoB
90,2,2,6,1.676,1.244,1,SoB
90,2,2,6,1.342,1.41,1,SoB
90,2,1,3.9,1.848,1.35,0,SoB
90,1,1,3,1.611,1.146,1,SoB
90,2,2,4.55,1.407,1.173,1,SoB
90,1,1,6,1.418,1.041,1,SoB
90,2,1,4.2,1.977,1.024,0,SoB
90,2,2,3.55,1.408,2.142,1,SoB
90,2,2,5.3,1.45,1.072,1,SoB
90,1,1,4.25,1.965,1.615,1,SoB
90,1,1,2.35,1.912,1.785,1,SoB
90,1,1,6,1.235,1.216,1,SoB
90,2,2,6,1.193,0.961,1,SoB
90,1,1,3.25,2.707,3.23,1,SoB
90,2,2,5.4,1.461,1.482,1,SoB
90,1,1,3.2,2.61,1.433,1,SoB
90,2,1,2.45,1.944,1.511,0,SoB
90,1,1,4.55,2.105,1.251,1,SoB
90,2,2,6,1.332,1.387,1,SoB
90,2,2,6,1.332,1.05,1,SoB
90,1,1,6,2.095,1.878,1,SoB
90,2,2,5.1,1.364,2.631,1,SoB
90,2,1,4.7,1.858,1.159,0,SoB
90,2,2,6,2.482,1.161,1,SoB
90,2,2,3,2.578,1.797,1,SoB
90,2,2,5.95,1.16,0.96,1,SoB
90,2,2,6,1.407,1.017,1,SoB
90,2,2,4.05,2.6,1.843,1,SoB
90,1,1,6,1.267,1.32,1,SoB
90,1,2,2.7,1.622,2.728,0,SoB
90,1,1,1.45,2.245,1.593,1,SoB
90,2,1,1,1.203,1.381,0,SoB
90,2,1,1.05,1.987,1.241,0,SoB
90,2,2,1,1.16,1.548,1,SoB
90,1,1,1,1.118,1.784,1,SoB
90,1,1,1,1.16,1.464,1,SoB
90,1,1,1,1.772,1.577,1,SoB
90,1,1,1,1.203,1.36,1,SoB
90,1,1,1,1.45,1.809,1,SoB
90,2,1,1.05,1.3,1.051,0,SoB
90,2,2,4.95,1.547,1.706,1,SoB
90,1,2,1.05,1.751,1.99,0,SoB
90,1,1,1,1.246,1.181,1,SoB
90,1,1,1.05,1.042,1.365,1,SoB
90,1,2,1.7,1.203,3.682,0,SoB
90,1,1,1.1,2.256,2.06,1,SoB
90,2,2,4.9,1.826,4.075,1,SoB
90,1,2,4.7,1.697,1.331,0,SoB
90,1,1,5,2.89,2.219,1,SoB
90,1,1,1.05,1.794,1.157,1,SoB
90,2,1,1.05,1.676,1.196,0,SoB
90,2,1,1,1.365,1.188,0,SoB
90,2,2,5.95,1.471,1.457,1,SoB
90,1,2,4.9,1.719,1.827,0,SoB
90,1,1,6,1.633,1.13,1,SoB
90,2,2,4.65,1.88,1.787,1,SoB
90,1,1,5.95,1.267,0.991,1,SoB
90,2,2,3.75,2.61,1.497,1,SoB
90,2,2,4.9,2.234,1.176,1,SoB
90,2,1,3.4,2.074,0.933,0,SoB
90,2,1,1,1.503,1.041,0,SoB
90,1,1,5.95,1.805,1.295,1,SoB
90,1,1,4.3,2.213,1.152,1,SoB
90,1,1,1,1.375,1.139,1,SoB
90,1,1,1,2.138,2.1,1,SoB
90,1,1,1,1.891,1.753,1,SoB
90,2,1,1,2.213,1.363,0,SoB
90,1,1,6,1.257,1.131,1,SoB
90,1,2,2.25,2.997,1.423,0,SoB
90,2,2,1.7,2.127,1.788,1,SoB
90,1,2,1.9,2.095,1.167,0,SoB
90,1,1,1.05,3.406,1.134,1,SoB
90,2,1,1,2.202,1.252,0,SoB
90,2,1,1,1.547,1.365,0,SoB
90,1,2,6,1.568,1.338,0,SoB
90,2,1,1.05,2.234,1.493,0,SoB
90,1,2,1,1.933,2.805,0,SoB
91,1,1,5.15,4.909,5.563,1,SoB
91,2,2,5.95,4.232,6.593,1,SoB
91,2,2,5.95,1.902,2.054,1,SoB
91,1,1,6,1.806,2.113,1,SoB
91,1,1,6,1.343,1.938,1,SoB
91,2,2,6,2.084,1.384,1,SoB
91,1,1,6,2.041,1.869,1,SoB
91,1,1,6,1.31,1.82,1,SoB
91,2,2,4.65,3.61,2.691,1,SoB
91,2,2,4.4,5.995,1.573,1,SoB
91,2,2,6,2.514,1.285,1,SoB
91,1,1,6,1.494,2.088,1,SoB
91,2,1,4.1,3.244,1.651,0,SoB
91,1,1,6,1.644,1.433,1,SoB
91,2,2,6,1.343,1.807,1,SoB
91,1,1,5.95,2.46,1.137,1,SoB
91,2,2,6,1.353,1.745,1,SoB
91,1,1,4.5,3.491,1.181,1,SoB
91,1,2,4.3,2.729,0.775,0,SoB
91,2,2,3.75,4.318,1.153,1,SoB
91,2,2,5.95,8.733,2.063,1,SoB
91,2,2,6,2.557,1.477,1,SoB
91,1,1,5.95,1.59,1.623,1,SoB
91,1,1,5.95,0.999,1.247,1,SoB
91,2,2,4.7,3.222,1.151,1,SoB
91,2,1,4,5.93,1.772,0,SoB
91,2,2,5.8,2.836,2.815,1,SoB
91,2,1,5,4.995,2.486,0,SoB
91,2,2,6,1.139,1.801,1,SoB
91,1,1,1.15,3.266,1.074,1,SoB
91,1,2,3.6,2.964,0.871,0,SoB
91,1,1,5.95,1.246,0.954,1,SoB
91,2,2,4.3,3.953,1.443,1,SoB
91,1,1,6,1.407,1.68,1,SoB
91,2,2,5.95,3.47,1.867,1,SoB
91,1,2,1,1.107,1.419,0,SoB
91,2,2,6,1.633,1.516,1,SoB
91,1,1,6,6.982,1.481,1,SoB
91,2,2,5.95,1.644,1.719,1,SoB
91,2,2,5.95,2.03,1.443,1,SoB
91,2,2,5.95,1.665,1.554,1,SoB
91,1,1,1.5,3.116,1.293,1,SoB
91,1,1,5.95,2.664,1.368,1,SoB
91,1,1,6,1.332,1.494,1,SoB
91,2,2,4,2.181,1.524,1,SoB
91,1,2,2.25,4.663,0.899,0,SoB
91,1,1,5.95,1.687,1.396,1,SoB
91,1,1,5.95,1.654,1.44,1,SoB
91,2,2,6,3.888,1.189,1,SoB
91,2,2,5.1,3.707,1.367,1,SoB
91,1,1,1.15,9.206,1.58,1,SoB
91,2,2,5.95,1.783,1.606,1,SoB
91,2,1,1.2,3.567,1.32,0,SoB
91,1,1,1.15,2.352,1.449,1,SoB
91,2,2,1.25,1.955,1.591,1,SoB
91,2,1,1.05,2.138,1.129,0,SoB
91,2,2,6,1.912,1.247,1,SoB
91,1,1,1.1,1.923,1.189,1,SoB
91,2,2,5.95,1.439,1.671,1,SoB
91,2,2,6,1.622,1.818,1,SoB
91,2,2,1.15,3.04,1.737,1,SoB
91,2,2,1.45,4.114,1.228,1,SoB
91,2,2,6,1.999,1.162,1,SoB
91,2,1,1.15,3.609,1.623,0,SoB
91,1,2,1.05,2.234,1.192,0,SoB
91,1,2,1.15,2.159,1.453,0,SoB
91,2,1,1.15,2.707,1.096,0,SoB
91,2,2,1.1,2.439,1.793,1,SoB
91,1,1,1.05,1.697,1.706,1,SoB
91,2,2,6,2.223,1.123,1,SoB
91,2,2,6,1.536,1.711,1,SoB
91,2,1,1.05,3.771,1.344,0,SoB
91,1,2,1.1,2.428,1.418,0,SoB
91,1,1,5.95,1.869,1.577,1,SoB
91,1,1,6,4.522,1.388,1,SoB
91,1,2,1.1,5.2,1.334,0,SoB
91,2,2,6,2.009,1.95,1,SoB
91,1,1,1.1,2.761,1.284,1,SoB
91,2,2,1.2,2.363,1.437,1,SoB
91,2,1,1.2,3.083,1.454,0,SoB
91,1,2,1.25,2.589,1.083,0,SoB
91,1,1,1.2,2.879,1.604,1,SoB
91,2,2,6,2.685,1.556,1,SoB
91,2,2,6,1.149,1.333,1,SoB
91,2,1,1.2,1.859,1.167,0,SoB
91,2,2,1.1,2.17,1.542,1,SoB
91,2,1,1.05,1.665,0.917,0,SoB
91,1,2,1.05,2.073,1.655,0,SoB
91,1,2,1,2.643,1.462,0,SoB
91,1,2,1.05,3.051,1.49,0,SoB
91,1,1,1.1,3.244,0.999,1,SoB
91,1,2,1.1,2.567,1.272,0,SoB
91,2,2,6,2.385,1.977,1,SoB
91,2,1,1.1,2.793,1.585,0,SoB
91,2,2,6,2.471,1.547,1,SoB
91,1,1,6,2.181,1.485,1,SoB
91,1,2,1.05,2.558,1.294,0,SoB
91,1,1,6,1.386,1.382,1,SoB
91,1,2,1.05,5.543,1.125,0,SoB
91,2,2,6,2.245,1.845,1,SoB
91,2,2,6,2.944,1.889,1,SoB
91,2,2,5.95,1.386,1.097,1,SoB
91,1,1,5.95,1.063,1.475,1,SoB
91,1,1,5.1,1.848,1.464,1,SoB
91,1,1,2.4,3.749,0.75,1,SoB
91,2,1,2.5,16.253,2.375,0,SoB
91,2,2,6,3.04,1.288,1,SoB
91,2,1,3.6,4.307,1.05,0,SoB
91,2,1,3.6,2.116,1.011,0,SoB
91,2,2,4,3.384,1.927,1,SoB
91,2,2,2.4,3.878,0.996,1,SoB
91,2,2,2.7,2.955,1.098,1,SoB
91,2,2,3.25,2.245,0.999,1,SoB
91,2,2,3.7,2.095,1.204,1,SoB
91,2,2,3.9,2.589,0.959,1,SoB
91,2,2,4.55,2.116,0.892,1,SoB
91,2,1,1.8,2.17,1.443,0,SoB
91,2,2,6,2.03,1.36,1,SoB
91,2,2,4.9,3.566,1.353,1,SoB
91,2,2,1.1,4.082,1.575,1,SoB
91,1,1,1.2,6.166,1.103,1,SoB
91,2,2,5.95,1.697,1.257,1,SoB
91,2,1,1.7,5.296,0.906,0,SoB
91,1,2,1.05,1.117,1.198,0,SoB
91,2,2,2.65,2.696,0.987,1,SoB
91,1,1,3.05,2.278,1.032,1,SoB
91,1,2,3.5,4.995,1.592,0,SoB
91,2,1,3.9,7.24,1.343,0,SoB
91,1,1,6,3.062,1.305,1,SoB
91,2,2,6,5.919,1.214,1,SoB
91,2,2,3.05,6.338,1.376,1,SoB
91,1,1,1.1,4.566,1.225,1,SoB
91,1,1,1.15,4.178,1.165,1,SoB
91,2,2,5.95,6.478,1.189,1,SoB
91,2,1,1.1,3.03,1.12,0,SoB
91,1,1,1.1,4.329,1.203,1,SoB
91,2,2,1.15,2.03,1.518,1,SoB
91,1,1,6,1.429,1.283,1,SoB
91,1,1,6,1.483,1.39,1,SoB
91,2,2,1.2,1.772,1.727,1,SoB
91,2,2,6,1.826,1.55,1,SoB
91,1,1,4.2,3.91,1.319,1,SoB
91,1,1,5.95,2.385,1.23,1,SoB
91,2,2,3.5,3.587,0.941,1,SoB
91,1,2,2.4,3.964,1.013,0,SoB
91,1,1,5.85,2.192,1.034,1,SoB
91,2,2,3.2,2.678,1.256,1,SoB
91,1,1,4.5,2.246,0.762,1,SoB
91,1,2,1.1,1.998,1.402,0,SoB
91,2,2,1.25,2.341,1.226,1,SoB
91,1,1,4.35,4.856,1.265,1,SoB
91,1,1,2.05,1.944,1.17,1,SoB
91,1,1,6,1.558,1.213,1,SoB
91,2,2,1.1,1.934,1.431,1,SoB
91,1,2,2.1,2.439,0.813,0,SoB
91,1,1,5.85,1.311,1.177,1,SoB
91,2,2,3.6,2.149,0.932,1,SoB
91,1,1,4.1,2.116,1.105,1,SoB
91,1,1,3.6,1.966,1.02,1,SoB
91,1,1,6,1.203,1.044,1,SoB
91,1,2,1.2,6.757,1.219,0,SoB
91,2,1,3,3.244,0.695,0,SoB
91,1,1,6,3.384,1.263,1,SoB
91,2,1,1.65,6.918,1.686,0,SoB
91,2,2,1.1,1.944,1.092,1,SoB
91,2,1,1.5,2.986,1.594,0,SoB
91,2,2,6,1.278,1.626,1,SoB
91,1,1,6,3.534,1.085,1,SoB
91,1,1,1.65,2.814,1.122,1,SoB
91,2,2,5.95,1.687,1.261,1,SoB
91,2,2,1.6,1.633,0.799,1,SoB
91,2,2,5.25,3.18,1.083,1,SoB
91,1,1,5.4,1.966,1.047,1,SoB
91,1,1,3.85,2.889,1.099,1,SoB
91,1,2,1.75,2.224,0.709,0,SoB
91,2,2,3.8,5.167,0.782,1,SoB
91,1,1,1.2,1.774,1.426,1,SoB
91,2,1,4.55,3.523,1.301,0,SoB
91,1,2,1.05,3.191,1.411,0,SoB
91,1,1,1.75,3.319,1.442,1,SoB
91,1,2,1.5,1.826,0.994,0,SoB
91,1,2,1.05,6.627,2.262,0,SoB
91,2,2,3.1,4.372,1.088,1,SoB
91,1,2,1.1,3.062,1.193,0,SoB
91,1,1,1.3,2.869,1.133,1,SoB
91,1,1,2,3.351,0.882,1,SoB
91,1,2,1.25,3.566,0.959,0,SoB
91,2,1,4.05,3.276,1.771,0,SoB
91,1,1,1.25,4.329,1.572,1,SoB
91,1,1,3.3,3.835,2.127,1,SoB
91,2,2,5.95,3.019,0.863,1,SoB
91,1,1,4.25,3.117,1.093,1,SoB
91,2,2,5.05,2.095,0.99,1,SoB
91,2,1,1.25,2.643,1.009,0,SoB
91,2,1,1.1,1.268,1.414,0,SoB
91,2,2,5.9,3.158,0.935,1,SoB
91,2,2,1.2,1.87,1.068,1,SoB
91,1,1,4.1,4.877,1.046,1,SoB
91,2,2,1.4,3.029,1.107,1,SoB
91,2,2,1.75,1.719,1.329,1,SoB
91,1,1,5.15,2.148,2.476,1,SoB
91,1,1,1.15,3.287,1.737,1,SoB
91,2,2,4.15,3.663,1.321,1,SoB
91,2,2,5.95,1.815,1.735,1,SoB
91,1,1,5.9,1.482,1.477,1,SoB
91,1,1,3.85,2.815,1.049,1,SoB
91,2,2,5.95,1.472,1.93,1,SoB
91,2,2,6,1.515,1.562,1,SoB
91,2,2,6,1.827,1.329,1,SoB
91,2,1,3.1,1.783,1.718,0,SoB
91,2,2,6,1.74,1.047,1,SoB
91,1,1,1.3,1.902,0.941,1,SoB
91,2,2,6,1.224,1.317,1,SoB
91,1,1,6,0.957,1.398,1,SoB
91,1,1,5.95,1.128,1.128,1,SoB
91,2,2,5.35,1.622,1.351,1,SoB
91,2,2,6,1.966,1.686,1,SoB
91,1,1,1,1.977,1.477,1,SoB
91,1,1,6,1.385,1.879,1,SoB
91,2,2,5.95,1.462,1.677,1,SoB
91,1,1,5.35,1.514,1.121,1,SoB
91,1,1,5.35,1.3,1.618,1,SoB
91,1,1,6,1.483,1.197,1,SoB
91,2,2,5.3,1.461,1.227,1,SoB
91,1,2,4.2,2.084,1.097,0,SoB
91,2,2,5.15,1.611,1.126,1,SoB
91,1,1,1.6,1.772,1.256,1,SoB
91,1,2,4.25,3.008,0.994,0,SoB
91,2,2,6,1.514,1.205,1,SoB
91,2,1,1.05,1.3,2.627,0,SoB
91,1,1,1.05,2.847,1.082,1,SoB
91,1,1,5.95,1.569,1.189,1,SoB
91,1,1,5.95,1.138,1.37,1,SoB
91,2,2,5.95,1.719,0.93,1,SoB
91,2,1,1.05,2.384,1.488,0,SoB
91,2,1,1.05,1.483,1.216,0,SoB
91,2,2,6,1.536,1.101,1,SoB
91,2,1,1.05,4.297,1.351,0,SoB
91,2,2,5.95,1.01,1.055,1,SoB
91,1,1,4.2,2.449,1.248,1,SoB
91,1,1,5.1,1.611,1.305,1,SoB
91,1,1,1.05,2.417,1.17,1,SoB
91,1,1,5.95,1.128,1.002,1,SoB
91,2,1,1.05,1.579,1.293,0,SoB
91,1,1,1.05,2.471,1.987,1,SoB
91,2,2,1.05,2.47,1.679,1,SoB
91,2,2,6,1.398,1.33,1,SoB
91,1,1,1.05,1.429,1.345,1,SoB
