Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,Condition
1,2,1,4.5,3.276,1.949,0,MM
1,2,2,6,2.557,1.987,1,MM
1,2,2,6,2.31,1.778,1,MM
1,2,1,1.55,1.945,1.016,0,MM
1,2,2,5.4,1.675,1.832,1,MM
1,2,2,4.55,2.514,1.222,1,MM
1,1,1,5.05,1.332,1.593,1,MM
1,2,2,3.85,1.536,1.753,1,MM
1,1,1,5.8,1.386,1.979,1,MM
1,1,1,1.55,2.858,1.066,1,MM
1,2,2,1.8,1.998,0.995,1,MM
1,2,2,5.55,1.815,1.648,1,MM
1,1,1,2.2,1.192,1.327,1,MM
1,2,1,5.2,1.386,0.93,0,MM
1,2,2,1.95,4.899,1.334,1,MM
1,1,1,3.3,1.708,2.256,1,MM
1,2,2,5.8,3.964,1.523,1,MM
1,1,1,4.3,1.536,1.462,1,MM
1,1,2,4.9,3.255,1.457,0,MM
1,2,2,4.8,1.504,1.389,1,MM
1,2,1,1.55,4.114,0.906,0,MM
1,2,2,2.8,2.224,1.098,1,MM
1,2,1,2.1,1.826,2.082,0,MM
1,1,1,3.05,1.675,1.852,1,MM
1,1,1,5.95,1.579,1.453,1,MM
1,2,1,3.5,3.588,1.497,0,MM
1,2,2,4.5,3.91,1.061,1,MM
1,2,2,4.9,1.901,2.131,1,MM
1,2,1,2.25,2.191,1.213,0,MM
1,2,1,4.6,2.847,0.904,0,MM
1,1,1,6,1.471,1.74,1,MM
1,2,2,3.65,2.008,1.015,1,MM
1,1,1,4.55,2.202,1.693,1,MM
1,1,1,6,1.139,1.334,1,MM
1,1,1,4.7,1.837,2.97,1,MM
1,2,1,5.15,1.987,0.931,0,MM
1,1,2,1.05,2.513,0.948,0,MM
1,2,1,2.95,2.815,0.788,0,MM
1,2,1,3.35,3.051,1.057,0,MM
1,1,2,2.45,2.041,1.065,0,MM
1,1,2,2,2.481,1.029,0,MM
1,1,2,2.4,3.041,0.59,0,MM
1,1,2,6,1.901,1.09,0,MM
1,2,1,1,3.674,1.296,0,MM
1,1,1,3.8,3.598,0.759,1,MM
1,1,1,6,1.171,1.46,1,MM
1,1,1,6,1.289,2.158,1,MM
1,2,2,6,2.256,1.318,1,MM
1,1,1,2.85,4.243,1.905,1,MM
1,1,1,5.9,3.91,1.212,1,MM
1,2,2,3.85,8.046,1.527,1,MM
1,2,2,6,1.386,1.445,1,MM
1,2,2,6,1.504,1.507,1,MM
1,1,1,6,1.472,1.542,1,MM
1,1,1,6,1.589,1.504,1,MM
1,1,1,5.95,1.579,1.149,1,MM
1,1,1,6,0.87,1.215,1,MM
1,1,1,4.7,1.869,0.929,1,MM
1,2,2,6,1.494,1.563,1,MM
1,2,2,1,2.685,1.619,1,MM
1,2,2,4.5,2.536,1.031,1,MM
1,1,1,6,1.966,1.741,1,MM
1,2,2,6,1.568,1.242,1,MM
1,2,2,2.55,3.05,0.67,1,MM
1,2,2,6,2.374,1.184,1,MM
1,2,2,3.9,2.685,1.288,1,MM
1,1,1,4.8,1.558,0.922,1,MM
1,2,2,2.3,2.858,0.957,1,MM
1,2,2,6,1.783,1.351,1,MM
1,1,1,6,0.999,1.223,1,MM
1,1,2,3.2,1.644,1.46,0,MM
1,1,1,6,1.665,1.636,1,MM
1,1,2,2.05,3.717,2.661,0,MM
1,1,1,2.15,3.706,1.25,1,MM
1,1,1,5.95,1.31,1.142,1,MM
1,2,2,6,1.718,1.176,1,MM
1,1,1,6,1.644,1.035,1,MM
1,2,2,3.1,1.332,2.015,1,MM
1,1,1,2.3,3.03,1.413,1,MM
1,1,1,2.2,3.255,1.112,1,MM
1,1,1,5.2,2.6,1.801,1,MM
1,2,2,6,1.407,1.479,1,MM
1,1,1,1.55,1.515,1.284,1,MM
1,2,2,6,2.009,1.467,1,MM
1,2,2,6,1.547,1.631,1,MM
1,1,1,3.4,1.987,1.148,1,MM
1,1,1,6,1.611,1.847,1,MM
1,2,1,1,1.976,3.344,0,MM
1,2,2,6,2.868,1.705,1,MM
1,1,1,3.4,4.544,1.414,1,MM
1,1,2,1.2,1.729,1.588,0,MM
1,2,1,3.95,1.815,1.411,0,MM
1,1,1,6,2.385,1.986,1,MM
1,1,2,2,5.403,0.931,0,MM
1,2,1,2,2.503,1.165,0,MM
1,1,1,2.35,0.903,1.311,1,MM
1,2,2,6,1.944,1.151,1,MM
1,1,1,6,0.848,1.624,1,MM
1,1,1,3.5,2.267,1.205,1,MM
1,1,1,3.95,1.934,1.277,1,MM
1,2,2,6,2.772,1.292,1,MM
1,2,2,5.95,1.074,1.124,1,MM
1,1,1,5.05,0.913,1.556,1,MM
1,2,2,6,1.332,1.318,1,MM
1,1,1,3.15,3.557,1.083,1,MM
1,2,2,5.95,1.063,1.236,1,MM
1,1,1,5.5,1.311,1.695,1,MM
1,2,2,1.7,2.471,1.015,1,MM
1,1,1,5.9,2.149,1.596,1,MM
1,1,1,6,2.118,2.099,1,MM
1,1,1,2,3.201,1.684,1,MM
1,1,1,6,1.257,1.085,1,MM
1,2,2,6,1.558,2.162,1,MM
1,1,1,6,1.353,2.151,1,MM
1,1,1,3.25,2.094,2.067,1,MM
1,1,1,4.85,1.847,2.983,1,MM
1,1,1,4.45,1.138,1.892,1,MM
1,1,1,6,1.697,1.618,1,MM
1,2,1,4.7,2.782,1.53,0,MM
1,1,1,6,1.171,1.123,1,MM
1,2,2,6,1.472,1.496,1,MM
1,2,2,5.3,1.139,0.66,1,MM
1,2,2,1.9,2.062,1.421,1,MM
1,1,1,6,1.064,1.14,1,MM
1,1,1,6,0.967,1.416,1,MM
1,2,2,5.95,1.504,1.319,1,MM
1,2,1,2.75,3.137,1.039,0,MM
1,2,2,6,1.547,0.933,1,MM
1,2,2,6,3.588,1.117,1,MM
1,2,2,2.15,3.448,1.285,1,MM
1,1,2,4,2.235,0.955,0,MM
1,2,2,6,1.428,1.224,1,MM
1,1,1,6,1.472,1.636,1,MM
1,1,1,6,1.504,1.12,1,MM
1,1,1,6,1.321,1.349,1,MM
1,2,1,2.65,2.256,1.479,0,MM
1,1,2,2.2,2.503,1.497,0,MM
1,2,2,6,1.557,1.174,1,MM
1,1,1,2.95,2.61,1.322,1,MM
1,1,2,5.8,1.29,1.03,0,MM
1,1,1,2.15,8.583,0.649,1,MM
1,1,1,6,1.074,1.685,1,MM
1,1,1,5.95,1.332,1.094,1,MM
1,2,2,2.6,1.322,0.863,1,MM
1,1,1,6,1.203,1.351,1,MM
1,1,1,6,1.139,1.447,1,MM
1,2,2,2.55,1.966,0.85,1,MM
1,1,2,2.25,1.407,1.249,0,MM
1,1,2,6,1.998,1.011,0,MM
1,1,1,2.25,2.256,1.703,1,MM
1,1,1,6,2.911,1.16,1,MM
1,1,1,5.9,0.774,0.796,1,MM
1,2,2,6,1.343,1.158,1,MM
1,1,1,6,1.687,1.292,1,MM
1,1,1,6,0.849,0.931,1,MM
1,1,1,3.4,2.266,1.062,1,MM
1,1,1,5.95,2.277,1.019,1,MM
1,2,2,3.25,1.3,1.05,1,MM
1,1,1,6,1.063,1.196,1,MM
1,1,1,5.2,2.943,0.72,1,MM
1,2,2,3.5,1.214,1.419,1,MM
1,1,1,6,0.989,1.374,1,MM
1,2,2,6,2.127,2.196,1,MM
1,2,1,1,1.02,2.019,0,MM
1,1,1,6,0.891,0.943,1,MM
1,2,2,6,1.686,1.523,1,MM
1,1,1,6,0.806,2.118,1,MM
1,1,1,6,1.364,1.374,1,MM
1,2,2,6,1.021,1.466,1,MM
1,2,2,5.9,1.193,2.152,1,MM
1,2,2,6,1.311,2.169,1,MM
1,2,2,6,1.139,1.3,1,MM
1,2,2,3.75,1.063,1.692,1,MM
1,1,1,5.55,2.106,1.489,1,MM
1,2,2,5.9,2.75,1.129,1,MM
1,1,1,2.25,1.708,1.517,1,MM
1,2,2,6,1.89,1.517,1,MM
1,1,1,4.75,3.179,0.654,1,MM
1,1,1,5.55,1.042,0.788,1,MM
1,2,2,2.25,2.718,0.91,1,MM
1,2,2,6,1.612,1.117,1,MM
1,1,1,6,0.977,1.012,1,MM
1,1,1,1.6,4.909,0.689,1,MM
1,2,2,1.85,1.235,0.801,1,MM
1,1,1,6,2.073,1.313,1,MM
1,2,2,4.7,1.526,1.49,1,MM
1,1,1,6,1.171,1.228,1,MM
1,2,2,6,1.418,1.286,1,MM
1,2,2,6,1.568,1.761,1,MM
1,2,2,2,2.89,1,1,MM
1,2,1,6,2.212,1.698,0,MM
1,2,2,1.65,1.268,0.878,1,MM
1,2,2,2.35,3.566,0.891,1,MM
1,2,2,2.2,5.059,0.93,1,MM
1,2,2,2.2,2.213,2.459,1,MM
1,1,1,6,1.439,1.152,1,MM
1,1,2,2.35,2.654,1.058,0,MM
1,1,2,2.85,1.6,0.992,0,MM
1,1,2,2.1,3.287,1.053,0,MM
1,1,2,2.45,6.585,0.931,0,MM
1,2,2,3.45,3.502,3.825,1,MM
1,1,1,6,1.557,1.66,1,MM
1,1,2,2.6,3.77,0.915,0,MM
1,1,1,6,1.128,1.408,1,MM
1,1,1,5.95,1.408,1.24,1,MM
1,2,2,3,2.503,0.748,1,MM
1,1,1,6,1.354,1.346,1,MM
1,2,2,6,1.988,1.539,1,MM
1,2,2,6,1.504,1.28,1,MM
1,2,1,2.3,4.469,0.917,0,MM
1,1,1,6,0.977,1.647,1,MM
1,1,1,6,1.235,2.199,1,MM
1,1,2,6,1.934,1.417,0,MM
1,1,2,5.1,6.757,0.761,0,MM
1,1,1,2.4,2.417,1.226,1,MM
1,2,1,2.4,1.74,0.988,0,MM
1,1,2,5.55,1.203,0.894,0,MM
1,2,1,5,5.801,0.891,0,MM
1,2,2,6,1.332,1.162,1,MM
1,1,1,5.7,2.546,1.121,1,MM
1,1,1,4.2,1.987,1.774,1,MM
1,2,1,5.55,4.362,0.952,0,MM
1,1,1,6,0.913,1.238,1,MM
1,1,1,6,1.182,1.241,1,MM
1,2,2,6,1.235,1.4,1,MM
1,1,1,4.6,2.385,1.157,1,MM
1,1,1,5.45,1.063,1.586,1,MM
1,1,1,1.05,4.942,1.817,1,MM
1,1,1,4.55,2.03,1.023,1,MM
1,1,2,2.3,2.256,1.356,0,MM
1,2,1,2.3,3.985,1.036,0,MM
1,2,2,6,2.116,1.331,1,MM
1,1,1,5.15,1.655,1.811,1,MM
1,1,1,5.2,4.276,0.773,1,MM
1,1,2,1,3.388,1.619,0,MM
1,1,1,6,1.397,1.29,1,MM
1,1,1,1,3.717,2.875,1,MM
1,2,2,5.35,1.944,1.318,1,MM
1,1,2,4.65,1.353,0.968,0,MM
1,1,1,1.8,1.805,0.792,1,MM
1,2,1,2.15,1.482,0.898,0,MM
1,1,1,3.9,1.987,0.662,1,MM
1,2,2,6,1.944,1.257,1,MM
1,1,1,5.95,2.288,0.994,1,MM
1,1,1,3.5,1.858,1.463,1,MM
1,2,2,5.3,1.568,0.898,1,MM
1,2,2,3.4,1.611,0.889,1,MM
1,1,1,5.8,2.159,0.809,1,MM
1,1,2,3.55,2.654,1.088,0,MM
1,2,2,5.3,1.364,1.014,1,MM
1,2,2,6,3.181,1.128,1,MM
1,1,1,6,1.332,1.058,1,MM
1,1,1,6,1.279,1.436,1,MM
1,2,2,4.3,1.472,1.094,1,MM
1,1,1,6,1.364,1.071,1,MM
1,1,1,6,2.009,1.41,1,MM
1,2,2,5.3,1.279,0.988,1,MM
1,2,2,6,2.278,1.004,1,MM
1,2,2,6,1.547,1.327,1,MM
1,1,1,6,3.781,1.018,1,MM
1,2,2,6,1.386,1.169,1,MM
1,1,1,6,1.267,1.076,1,MM
1,1,1,5.3,1.31,1.178,1,MM
1,1,1,1.2,3.609,0.955,1,MM
1,2,2,6,1.214,1.473,1,MM
1,2,2,5.95,1.74,1.19,1,MM
1,2,2,6,1.031,1.214,1,MM
1,1,1,4.1,2.17,1.875,1,MM
1,1,1,6,1.096,0.946,1,MM
1,1,1,6,0.978,1.185,1,MM
1,1,1,4.85,2.02,0.787,1,MM
1,2,1,2.7,1.815,1.248,0,MM
1,2,2,6,1.408,2.335,1,MM
1,2,2,6,1.751,0.893,1,MM
1,2,2,6,1.59,1.431,1,MM
1,2,2,6,1.181,0.967,1,MM
1,2,2,6,1.891,2.169,1,MM
1,1,2,2.6,1.225,4.954,0,MM
1,1,1,6,0.848,1.642,1,MM
1,1,1,6,0.999,1.656,1,MM
1,1,1,2.7,2.535,0.685,1,MM
1,1,1,5.95,2.202,0.82,1,MM
1,2,2,3.6,3.416,0.891,1,MM
1,1,1,6,1.59,1.127,1,MM
1,1,1,6,2.191,1.211,1,MM
1,1,1,6,1.451,1.02,1,MM
1,1,1,5,1.783,1.091,1,MM
1,1,1,6,1.268,1.071,1,MM
1,2,2,6,1.16,1.361,1,MM
1,2,1,5.15,2.954,1.19,0,MM
1,2,2,6,1.923,0.976,1,MM
1,1,2,4.25,3.266,0.969,0,MM
1,1,1,6,1.794,1.105,1,MM
1,1,1,6,2.825,1.187,1,MM
1,1,1,6,1.02,1.148,1,MM
1,1,1,6,0.784,1.012,1,MM
1,2,2,6,1.428,1.466,1,MM
1,2,2,6,2.009,0.994,1,MM
1,1,1,6,1.354,1.246,1,MM
1,1,1,6,1.321,1.013,1,MM
1,1,2,4.65,6.37,1.408,0,MM
1,1,1,6,0.795,1.403,1,MM
1,2,2,6,1.203,1.107,1,MM
1,2,2,5.15,1.257,0.951,1,MM
1,2,2,6,0.999,1.061,1,MM
1,2,2,6,1.192,1.025,1,MM
1,1,1,6,0.956,0.92,1,MM
1,1,1,6,4.135,0.865,1,MM
1,1,1,6,0.902,0.881,1,MM
1,1,1,6,1.472,1.21,1,MM
1,2,2,6,1.514,0.974,1,MM
1,1,1,6,1.375,1.223,1,MM
1,1,1,6,1.955,1.044,1,MM
1,1,1,6,0.87,1.549,1,MM
1,1,1,5.2,1.761,0.916,1,MM
1,1,2,4.4,3.148,0.648,0,MM
1,1,1,6,1.107,1.251,1,MM
1,1,1,6,1.203,1.215,1,MM
1,2,2,6,1.675,1.071,1,MM
1,1,1,5,2.728,1.461,1,MM
1,2,2,6,1.461,1.433,1,MM
1,1,1,5,1.976,1.101,1,MM
1,2,2,2.45,4.619,0.613,1,MM
1,2,2,6,1.375,1.365,1,MM
1,2,2,6,1.88,0.89,1,MM
1,1,1,6,2.139,1.301,1,MM
1,1,1,6,1.052,1.211,1,MM
1,1,1,6,1.279,1.43,1,MM
1,1,1,6,5.146,1.174,1,MM
1,2,2,2.85,2.095,1.069,1,MM
1,1,1,5.15,2.213,0.779,1,MM
1,2,2,5.25,3.147,0.737,1,MM
1,2,2,6,1.429,1.21,1,MM
1,1,1,6,0.849,0.94,1,MM
1,1,1,6,1.59,1.03,1,MM
1,1,1,6,1.555,0.835,1,MM
1,1,1,6,1.869,1.266,1,MM
1,2,2,6,2.062,1.506,1,MM
1,2,2,6,4.437,1.237,1,MM
1,1,1,6,2.578,0.958,1,MM
1,1,1,6,1.021,1.037,1,MM
1,1,1,6,1.053,1.05,1,MM
1,2,2,6,1.365,1.179,1,MM
1,2,2,6,1.397,1.452,1,MM
1,1,1,6,0.806,0.988,1,MM
1,1,1,6,1.955,0.818,1,MM
1,1,1,6,0.956,1.013,1,MM
1,1,1,6,1.182,1.967,1,MM
1,2,2,4.8,5.919,1.181,1,MM
1,2,2,3.3,3.03,0.846,1,MM
1,1,1,2.8,6.767,1.578,1,MM
1,1,1,6,1.106,0.873,1,MM
1,2,2,6,1.386,1.099,1,MM
1,1,1,6,0.838,1.06,1,MM
1,1,1,6,0.882,1.177,1,MM
1,2,2,6,1.149,1.049,1,MM
1,1,1,5.35,2.32,0.798,1,MM
1,1,1,6,1.01,1.017,1,MM
1,1,1,6,1.16,1.046,1,MM
1,2,2,6,1.246,1.059,1,MM
1,2,2,6,1.687,0.87,1,MM
1,2,2,3.5,2.095,0.917,1,MM
1,1,1,5.2,2.417,1.588,1,MM
1,1,1,6,0.988,1.572,1,MM
1,2,2,2.6,4.684,0.929,1,MM
1,2,2,6,1.31,1.193,1,MM
1,2,2,6,1.342,1.189,1,MM
1,1,1,6,1.536,1.001,1,MM
1,2,2,6,1.354,0.826,1,MM
1,2,2,3.45,2.567,1.591,1,MM
1,2,2,6,3.577,3.808,1,MM
1,2,1,1.6,2.782,0.748,0,MM
1,2,2,6,2.589,0.772,1,MM
1,1,1,4.2,1.504,0.871,1,MM
1,1,1,6,0.903,0.858,1,MM
1,1,1,6,1.085,1.123,1,MM
1,2,2,6,1.461,1.452,1,MM
1,1,1,6,1.053,0.643,1,MM
1,1,1,1.95,2.223,0.945,1,MM
1,2,1,1.25,3.201,1.143,0,MM
1,2,2,6,1.225,1.361,1,MM
1,1,1,6,1.064,1.425,1,MM
1,2,2,6,3.222,0.644,1,MM
1,2,2,6,2.696,0.996,1,MM
1,2,2,6,1.44,1.076,1,MM
1,1,1,6,1.225,1.319,1,MM
1,2,1,3.55,1.815,1.094,0,MM
1,1,1,6,2.471,0.958,1,MM
1,2,2,6,2.61,1.216,1,MM
1,1,1,6,1.096,1.282,1,MM
1,1,1,6,1.128,1.142,1,MM
1,2,2,6,3.319,1.234,1,MM
1,1,1,6,1.354,1.342,1,MM
1,1,1,6,0.967,1.125,1,MM
1,1,1,6,1.256,1.048,1,MM
1,1,2,1,3.502,1.097,0,MM
1,1,1,6,1.654,1.066,1,MM
1,1,1,4.9,1.837,1.229,1,MM
1,1,1,5.95,1.493,0.811,1,MM
1,2,2,6,1.558,1.11,1,MM
2,2,2,5.95,2.052,2.245,1,MM
2,2,2,5.95,1.912,1.22,1,MM
2,1,1,6,1.299,1.143,1,MM
2,2,2,6,1.536,1.231,1,MM
2,1,1,6,1.289,1.217,1,MM
2,2,2,3.5,3.008,1.44,1,MM
2,2,2,6,1.88,1.533,1,MM
2,1,1,6,2.395,1.196,1,MM
2,1,1,6,2.266,1.298,1,MM
2,1,1,6,3.126,1.235,1,MM
2,1,1,5.5,5.328,1.259,1,MM
2,2,2,6,1.569,1.373,1,MM
2,1,1,6,1.214,1.187,1,MM
2,2,2,6,1.461,1.165,1,MM
2,2,1,6,1.289,1.45,0,MM
2,1,1,6,1.268,1.144,1,MM
2,1,2,6,1.375,1.163,0,MM
2,1,2,3.7,1.933,1.402,0,MM
2,2,2,5.95,2.073,1.175,1,MM
2,1,2,3.6,4.362,2.613,0,MM
2,1,1,3.6,1.987,1.164,1,MM
2,1,2,6,3.233,1.583,0,MM
2,1,1,6,1.332,1.804,1,MM
2,2,2,6,6.52,1.716,1,MM
2,2,2,4.75,1.633,1.165,1,MM
2,2,2,6,1.718,1.277,1,MM
2,2,2,6,1.514,1.298,1,MM
2,2,2,6,1.149,1.143,1,MM
2,1,2,1,1.493,1.298,0,MM
2,2,2,1,3.297,1.46,1,MM
2,1,1,6,3.051,0.987,1,MM
2,1,2,1,2.858,1.313,0,MM
2,1,2,1,2.331,1.645,0,MM
2,1,1,6,3.599,2.148,1,MM
2,2,1,5.15,5.06,0.955,0,MM
2,1,1,5.95,2.481,1.308,1,MM
2,2,2,1,2.987,1.124,1,MM
2,1,1,1.05,2.739,1.532,1,MM
2,2,1,1,1.289,1.126,0,MM
2,1,1,6,1.515,1.314,1,MM
2,1,1,3.4,1.912,1.354,1,MM
2,2,2,6,1.461,2.025,1,MM
2,1,1,6,1.17,1.144,1,MM
2,1,2,1,1.375,1.194,0,MM
2,1,1,6,1.396,1.193,1,MM
2,1,1,6,2.975,1.139,1,MM
2,1,2,1,1.461,1.224,0,MM
2,2,1,1.05,2.847,1.1,0,MM
2,1,2,1.05,3.416,1.41,0,MM
2,2,2,1,1.193,1.213,1,MM
2,2,2,6,2.03,1.72,1,MM
2,1,1,6,1.589,1.125,1,MM
2,1,1,6,1.085,1.936,1,MM
2,1,1,6,3.072,1.39,1,MM
2,1,1,6,1.204,1.336,1,MM
2,1,1,6,3.105,1.382,1,MM
2,2,2,6,2.009,1.243,1,MM
2,1,2,6,4.964,0.971,0,MM
2,2,2,6,4.566,0.975,1,MM
2,1,2,1,4.05,1.407,0,MM
2,1,2,1,2.439,1.103,0,MM
2,1,1,6,0.913,1.159,1,MM
2,2,2,6,2.439,1.346,1,MM
2,2,2,1,2.761,1.293,1,MM
2,2,2,6,4.028,1.042,1,MM
2,1,1,6,1.321,1.353,1,MM
2,2,1,6,4.791,1.124,0,MM
2,2,1,6,6.521,1.044,0,MM
2,1,1,6,1.396,0.954,1,MM
2,2,2,6,6.198,1.025,1,MM
2,2,2,6,2.546,1.08,1,MM
2,2,2,6,1.171,0.973,1,MM
2,1,1,6,1.912,1.306,1,MM
2,2,2,6,1.482,1.141,1,MM
2,1,2,6,2.557,1.251,0,MM
2,1,2,6,1.267,0.973,0,MM
2,1,1,6,1.858,0.851,1,MM
2,1,1,1,2.417,1.58,1,MM
2,2,2,6,2.847,0.738,1,MM
2,2,2,6,3.706,1.232,1,MM
2,2,2,6,1.085,1.122,1,MM
2,2,1,6,1.568,1.048,0,MM
2,1,1,5.95,1.643,0.993,1,MM
2,2,2,1,2.632,1.533,1,MM
2,2,2,1,2.139,1.211,1,MM
2,2,2,6,2.653,1.804,1,MM
2,2,2,1,3.534,1.349,1,MM
2,1,2,1,2.782,1.02,0,MM
2,1,2,1,2.052,1.146,0,MM
2,2,2,1,1.439,1.354,1,MM
2,2,2,6,1.709,1.169,1,MM
2,1,2,1.05,1.322,1.528,0,MM
2,2,1,1,2.245,2.168,0,MM
2,1,1,6,1.418,0.912,1,MM
2,1,1,6,0.978,1.601,1,MM
2,2,2,6,2.052,1.331,1,MM
2,1,1,6,1.332,1.236,1,MM
2,1,1,1.15,3.148,0.918,1,MM
2,1,2,1,2.804,1.17,0,MM
2,1,2,1,2.438,1.001,0,MM
2,1,2,1,3.825,1.306,0,MM
2,2,2,1,2.073,3.779,1,MM
2,1,2,1,2.578,1.105,0,MM
2,2,2,6,4.028,1.336,1,MM
2,2,2,6,2.363,0.913,1,MM
2,2,2,1,2.353,1.029,1,MM
2,2,2,1,1.289,5.071,1,MM
2,2,2,6,1.891,1.392,1,MM
2,2,2,6,1.15,1.37,1,MM
2,1,1,6,1.418,1.04,1,MM
2,1,1,6,1.193,1.473,1,MM
2,2,2,6,1.977,1.11,1,MM
2,2,2,6,0.763,1.099,1,MM
2,2,2,6,3.277,2.804,1,MM
2,1,1,6,1.214,1.106,1,MM
2,2,2,6,0.795,1.18,1,MM
2,1,1,6,1.085,1.041,1,MM
2,1,1,6,1.138,0.972,1,MM
2,1,1,6,3.126,1.001,1,MM
2,2,2,6,1.106,1.068,1,MM
2,1,1,6,0.946,1.145,1,MM
2,2,2,6,2.234,1.051,1,MM
2,1,1,6,1.343,1.15,1,MM
2,2,2,5.95,2.557,0.972,1,MM
2,2,2,6,1.622,1.174,1,MM
2,1,2,6,1.559,1.001,0,MM
2,1,1,6,7.197,1.353,1,MM
2,1,1,1,2.427,1.548,1,MM
2,2,2,5.95,1.225,0.91,1,MM
2,2,2,5.95,1.289,1.146,1,MM
2,2,2,6,1.644,0.765,1,MM
2,1,1,6,1.107,1.143,1,MM
2,2,2,6,1.214,1.45,1,MM
2,1,1,6,1.751,0.895,1,MM
2,2,2,6,1.053,1.211,1,MM
2,2,2,6,0.859,1.385,1,MM
2,2,2,1.1,2.825,1.022,1,MM
2,2,2,6,0.946,0.873,1,MM
2,2,2,6,1.321,1.223,1,MM
2,2,2,6,0.827,1.403,1,MM
2,1,1,5.95,2.814,1.108,1,MM
2,1,1,6,2.299,2.76,1,MM
2,2,2,6,1.698,1.31,1,MM
2,2,2,6,0.795,1.041,1,MM
2,2,2,6,0.838,1.163,1,MM
2,1,1,6,1.192,0.966,1,MM
2,2,2,5.95,1.579,0.894,1,MM
2,1,1,6,1.311,0.834,1,MM
2,2,2,6,1.826,0.979,1,MM
2,2,2,6,1.203,1.142,1,MM
2,1,1,6,1.59,0.815,1,MM
2,2,1,1,3.416,0.924,0,MM
2,1,1,6,1.181,1.231,1,MM
2,2,2,1,1.665,0.968,1,MM
2,2,2,1.1,2.439,0.97,1,MM
2,2,2,1,1.88,1.125,1,MM
2,1,1,6,1.106,0.991,1,MM
2,1,1,6,1.279,0.868,1,MM
2,1,1,1,3.34,0.951,1,MM
2,2,2,6,3.34,1.041,1,MM
2,2,1,1,3.149,1.184,0,MM
2,1,2,1,1.418,0.742,0,MM
2,2,2,6,2.116,1.067,1,MM
2,2,2,1,2.245,1.242,1,MM
2,1,2,1.05,2.213,0.931,0,MM
2,1,1,6,1.117,1.099,1,MM
2,1,1,1,1.869,1.298,1,MM
2,1,1,5.95,4.619,1.087,1,MM
2,1,1,1,1.912,1.143,1,MM
2,1,2,1,9.045,0.801,0,MM
2,1,1,1,1.483,2.314,1,MM
2,2,1,1,3.18,1.233,0,MM
2,2,1,3.4,1.912,1.84,0,MM
2,2,1,1,3.276,2.545,0,MM
2,1,1,1.05,1.634,1.176,1,MM
2,2,2,5.95,0.838,1.422,1,MM
2,1,2,1.05,2.428,1.439,0,MM
2,1,2,1,1.536,0.741,0,MM
2,2,2,1,0.988,1.145,1,MM
2,1,1,6,1.235,1.143,1,MM
2,2,2,3.4,1.987,0.771,1,MM
2,2,2,6,1.225,0.975,1,MM
2,1,1,6,1.021,0.933,1,MM
2,2,1,6,0.978,1.064,0,MM
2,1,1,5.95,1.257,0.976,1,MM
2,1,2,1,1.322,1.084,0,MM
2,2,1,1.05,2.546,1.147,0,MM
2,2,2,1,1.998,0.851,1,MM
2,2,2,6,2.03,0.875,1,MM
2,1,2,1,1.429,3.142,0,MM
2,1,1,3.05,2.364,0.702,1,MM
2,2,2,5.95,1.6,1.989,1,MM
2,2,2,6,1.805,1.254,1,MM
2,1,2,1.1,1.439,0.743,0,MM
2,1,1,6,1.322,1.179,1,MM
2,2,2,6,3.921,1.044,1,MM
2,1,1,6,1.149,0.954,1,MM
2,1,1,1,1.826,0.661,1,MM
2,1,1,6,1.418,1.389,1,MM
2,1,1,3.4,5.306,2.002,1,MM
2,1,1,1,3.588,2.049,1,MM
2,2,1,6,1.589,1.243,0,MM
2,1,1,6,1.461,1.015,1,MM
2,1,1,1,1.697,1.421,1,MM
2,2,1,3.45,4.35,1.192,0,MM
2,2,1,1,2.095,1.152,0,MM
2,1,1,6,1.224,2.018,1,MM
2,2,2,6,1.237,0.926,1,MM
2,2,2,5.95,3.652,1.471,1,MM
2,2,2,6,1.536,1.285,1,MM
2,1,1,5.95,1.289,0.901,1,MM
2,1,2,6,1.826,1.01,0,MM
2,1,1,3.6,3.18,0.801,1,MM
2,1,1,6,1.139,1.048,1,MM
2,1,1,6,0.978,1.156,1,MM
2,2,1,3.5,2.803,0.996,0,MM
2,2,2,6,1.31,1.326,1,MM
2,1,1,5.95,1.063,0.875,1,MM
2,2,1,2.6,6.896,0.864,0,MM
2,1,1,6,1.493,1.248,1,MM
2,1,1,6,0.934,1.084,1,MM
2,2,1,1,2.492,1.401,0,MM
2,1,1,6,1.031,1.118,1,MM
2,2,1,5.95,1.45,1.089,0,MM
2,1,1,6,1.343,0.974,1,MM
2,1,1,5.95,0.945,1.106,1,MM
2,1,1,1,2.106,1.463,1,MM
2,2,1,2.9,2.868,1.038,0,MM
2,1,1,1,1.471,1.469,1,MM
2,1,1,1,1.826,0.821,1,MM
2,1,1,6,0.849,0.933,1,MM
2,1,1,5.95,1.869,0.807,1,MM
2,1,1,6,1.289,1.292,1,MM
2,2,1,1,1.192,1.182,0,MM
2,1,1,1,1.998,1.11,1,MM
2,1,1,5.95,5.35,1.114,1,MM
2,2,2,5.95,2.964,1.179,1,MM
2,1,1,6,0.989,1.016,1,MM
2,1,1,1,2.009,1.077,1,MM
2,2,1,1,2.728,1.179,0,MM
2,1,1,6,1.654,1.038,1,MM
2,2,1,6,1.149,1.385,0,MM
