Subj_idx,Stimulus,Response,Confidence,RT_dec,Task,Contrast_stair
5,-1,-1,2,0.694251337,contrast,0.068
5,1,1,2,0.685509308,contrast,0.068
5,1,-1,2,0.55374839,contrast,0.068
5,-1,-1,2,0.504474605,contrast,0.073
5,1,-1,2,0.997163203,contrast,0.073
5,-1,-1,2,0.512155004,contrast,0.078
5,-1,-1,2,0.549546223,contrast,0.078
5,-1,-1,2,0.416060607,contrast,0.078
5,1,-1,2,0.652702289,contrast,0.073
5,1,-1,2,0.759500455,contrast,0.078
5,1,1,2,1.511416759,contrast,0.083
5,-1,-1,2,0.593291219,contrast,0.083
5,-1,-1,2,0.523102388,contrast,0.083
5,-1,-1,2,0.644936762,contrast,0.078
5,1,-1,2,0.544406562,contrast,0.078
5,-1,-1,3,0.523639331,contrast,0.083
5,-1,-1,2,0.493412444,contrast,0.083
5,-1,-1,2,0.498371456,contrast,0.083
5,-1,-1,2,0.703253609,contrast,0.078
5,1,-1,2,0.565995285,contrast,0.078
5,-1,-1,2,0.509510978,contrast,0.083
5,1,1,3,0.80777531,contrast,0.083
5,1,1,2,0.652535373,contrast,0.083
5,-1,-1,2,0.61366906,contrast,0.078
5,1,1,3,0.430881552,contrast,0.078
5,1,-1,2,0.775058319,contrast,0.078
5,-1,-1,3,0.75032426,contrast,0.083
5,-1,-1,2,0.530534699,contrast,0.083
5,-1,-1,2,0.574432212,contrast,0.083
5,1,-1,3,0.616938883,contrast,0.078
5,-1,-1,2,0.607265293,contrast,0.083
5,1,1,3,0.517448319,contrast,0.083
5,-1,-1,3,0.50705999,contrast,0.083
5,1,-1,3,0.542771022,contrast,0.078
5,-1,-1,3,0.596161043,contrast,0.083
5,1,1,2,0.53824596,contrast,0.083
5,-1,-1,2,0.707050734,contrast,0.083
5,1,1,3,0.618009911,contrast,0.078
5,-1,-1,2,0.550890132,contrast,0.078
5,-1,-1,3,0.829017926,contrast,0.078
5,-1,-1,3,0.502653521,contrast,0.073
5,-1,-1,3,0.487489578,contrast,0.073
5,-1,-1,3,0.566774931,contrast,0.073
5,1,1,3,0.622164159,contrast,0.068
5,1,1,3,0.49388251,contrast,0.068
5,-1,1,3,0.638793873,contrast,0.068
5,1,1,3,0.429023824,contrast,0.073
5,1,1,3,0.441453559,contrast,0.073
5,1,-1,3,1.962092902,contrast,0.073
5,1,1,3,1.08047285,contrast,0.078
5,1,-1,3,0.495761009,contrast,0.078
5,1,-1,3,1.181066497,contrast,0.083
5,1,1,3,0.54408499,contrast,0.088
5,-1,-1,3,0.543552696,contrast,0.088
5,-1,-1,3,0.491255569,contrast,0.088
5,1,-1,3,0.484793994,contrast,0.083
5,1,1,3,0.866616951,contrast,0.088
5,-1,-1,3,0.452524658,contrast,0.088
5,-1,-1,3,0.527630533,contrast,0.088
5,1,1,3,0.616792081,contrast,0.083
5,-1,-1,3,0.482527612,contrast,0.083
5,-1,-1,3,0.534961835,contrast,0.083
5,1,1,3,1.479303213,contrast,0.08
5,-1,-1,2,0.685627921,contrast,0.08
5,1,1,4,0.606784009,contrast,0.08
5,1,1,3,0.471934235,contrast,0.075
5,1,1,3,0.530232423,contrast,0.075
5,-1,-1,3,0.539070244,contrast,0.075
5,1,1,3,0.648874655,contrast,0.07
5,1,1,3,0.601762422,contrast,0.07
5,-1,-1,3,0.497407404,contrast,0.07
5,-1,-1,3,0.673352989,contrast,0.065
5,-1,-1,3,0.540533487,contrast,0.065
5,-1,-1,3,0.484025723,contrast,0.065
5,1,1,3,0.523206748,contrast,0.06
5,-1,-1,4,0.542210395,contrast,0.06
5,-1,-1,2,0.800611304,contrast,0.06
5,1,-1,2,1.121425871,contrast,0.055
5,-1,-1,2,0.480191799,contrast,0.06
5,1,-1,2,0.422035508,contrast,0.06
5,1,-1,3,0.462161681,contrast,0.065
5,1,1,2,1.120277155,contrast,0.07
5,-1,-1,2,0.631115904,contrast,0.07
5,1,1,3,1.41909501,contrast,0.07
5,-1,-1,2,0.519259122,contrast,0.065
5,-1,-1,3,0.87184896,contrast,0.065
5,1,1,2,1.105672774,contrast,0.065
5,-1,-1,2,0.462466497,contrast,0.06
5,1,1,3,0.458509224,contrast,0.06
5,1,1,3,0.702904463,contrast,0.06
5,1,-1,2,0.548201886,contrast,0.055
5,-1,-1,3,0.50494428,contrast,0.06
5,1,1,3,0.588534903,contrast,0.06
5,-1,-1,2,0.46664294,contrast,0.06
5,-1,-1,2,0.487282897,contrast,0.055
5,1,1,3,0.528130762,contrast,0.055
5,1,-1,3,0.430924929,contrast,0.055
5,1,1,2,0.945130204,contrast,0.06
5,1,1,3,0.806320377,contrast,0.06
5,1,1,3,0.436822088,contrast,0.06
5,-1,-1,2,0.526111424,contrast,0.055
5,-1,-1,2,0.550355242,contrast,0.055
5,-1,-1,2,0.598043504,contrast,0.055
5,-1,-1,2,0.525068584,contrast,0.05
5,1,1,3,0.458159161,contrast,0.05
5,1,-1,2,0.507725454,contrast,0.05
5,1,1,3,0.371189863,contrast,0.055
5,1,-1,3,0.404732287,contrast,0.055
5,1,1,3,0.607495931,contrast,0.06
5,-1,-1,2,0.790475122,contrast,0.06
5,1,1,2,1.013943509,contrast,0.06
5,1,1,2,0.655594212,contrast,0.055
5,-1,-1,2,0.649008099,contrast,0.055
5,-1,-1,3,0.478816471,contrast,0.055
5,-1,-1,2,0.623697805,contrast,0.05
5,-1,-1,2,0.471197854,contrast,0.05
5,-1,-1,2,0.545947906,contrast,0.05
5,-1,-1,2,0.43028894,contrast,0.045
5,1,1,3,0.514415712,contrast,0.045
5,-1,-1,2,0.424894374,contrast,0.045
5,1,1,2,0.554273456,contrast,0.04
5,1,1,2,0.729913129,contrast,0.04
5,-1,1,2,0.361696778,contrast,0.04
5,-1,-1,1,0.490920828,contrast,0.045
5,1,-1,1,0.800429949,contrast,0.045
5,1,-1,1,0.763862971,contrast,0.05
5,-1,-1,1,0.492983261,contrast,0.055
5,1,-1,1,0.485837777,contrast,0.055
5,-1,-1,1,0.431434405,contrast,0.06
5,1,1,3,0.866396338,contrast,0.06
5,1,-1,1,0.661878495,contrast,0.06
5,1,1,1,0.749592604,contrast,0.065
5,-1,1,1,0.607001404,contrast,0.065
5,1,-1,1,0.403177311,contrast,0.07
5,1,1,1,0.359562031,contrast,0.075
5,-1,-1,2,0.58210166,contrast,0.075
5,-1,-1,3,0.498406991,contrast,0.075
5,1,-1,3,0.771706657,contrast,0.07
5,1,-1,2,1.899477894,contrast,0.075
5,1,-1,2,0.917533056,contrast,0.08
5,-1,-1,2,0.620821776,contrast,0.085
5,1,1,2,0.397091252,contrast,0.085
5,1,-1,3,0.406348865,contrast,0.085
5,1,-1,2,0.566544046,contrast,0.09
5,-1,-1,2,0.605985837,contrast,0.095
5,1,1,2,0.548650502,contrast,0.095
5,-1,-1,2,0.457147457,contrast,0.095
5,1,-1,2,0.403439994,contrast,0.09
5,-1,-1,2,0.441162015,contrast,0.095
5,1,-1,2,0.525325595,contrast,0.095
5,1,1,2,0.512945887,contrast,0.1
5,1,-1,2,0.34065964,contrast,0.1
5,1,-1,2,0.365042297,contrast,0.105
5,-1,-1,2,0.294363664,contrast,0.11
5,-1,-1,2,0.346559318,contrast,0.11
5,-1,-1,2,0.346802701,contrast,0.11
5,1,-1,2,0.423715829,contrast,0.105
5,1,-1,2,0.347120731,contrast,0.11
5,-1,-1,2,0.387792142,contrast,0.115
5,1,1,2,0.473179368,contrast,0.115
5,1,1,2,0.514613926,contrast,0.115
5,1,1,2,0.401685098,contrast,0.11
5,1,1,3,0.795784045,contrast,0.1
5,-1,1,1,0.700466048,contrast,0.1
5,1,1,2,1.097229162,contrast,0.105
5,1,1,2,0.508344923,contrast,0.105
5,-1,-1,3,0.558554882,contrast,0.105
5,1,1,3,0.512081606,contrast,0.1
5,-1,-1,2,0.444835515,contrast,0.1
5,1,1,3,0.418663465,contrast,0.1
5,1,-1,3,0.477337358,contrast,0.095
5,1,1,2,0.520317536,contrast,0.1
5,1,1,3,0.455033039,contrast,0.1
5,1,1,3,0.494989494,contrast,0.1
5,1,-1,3,0.380968052,contrast,0.095
5,-1,-1,3,0.565336502,contrast,0.1
5,1,1,3,0.460180765,contrast,0.1
5,-1,-1,3,0.444170227,contrast,0.1
5,-1,-1,3,0.394570624,contrast,0.095
5,-1,-1,3,0.42792393,contrast,0.095
5,1,1,3,0.443141519,contrast,0.095
5,1,1,3,0.358554188,contrast,0.09
5,-1,-1,3,0.385267832,contrast,0.09
5,-1,-1,3,0.481149543,contrast,0.09
5,-1,-1,3,0.52838642,contrast,0.085
5,1,1,3,0.44991503,contrast,0.085
5,-1,-1,3,0.39543722,contrast,0.085
5,1,1,3,0.610049554,contrast,0.08
5,-1,-1,3,0.443601067,contrast,0.08
5,-1,-1,3,0.440016762,contrast,0.08
5,1,1,3,0.550481716,contrast,0.075
5,1,-1,3,0.832688541,contrast,0.075
5,1,1,2,0.589717869,contrast,0.08
5,1,-1,3,0.488253872,contrast,0.08
5,1,1,3,0.428553002,contrast,0.085
5,1,-1,3,0.48755445,contrast,0.085
5,-1,-1,3,0.419212955,contrast,0.09
5,-1,-1,4,0.453874025,contrast,0.09
5,1,1,3,0.436997048,contrast,0.09
5,1,1,3,0.576685453,contrast,0.085
5,-1,-1,3,0.526663291,contrast,0.085
5,1,1,2,0.613359467,contrast,0.085
5,1,1,2,0.620226494,contrast,0.08
5,1,1,3,0.530259727,contrast,0.08
5,-1,-1,3,0.462190205,contrast,0.08
5,-1,-1,3,0.536272336,contrast,0.075
5,-1,-1,3,0.448353734,contrast,0.075
5,1,1,3,0.733092668,contrast,0.075
5,1,-1,3,0.591084283,contrast,0.07
5,-1,-1,3,0.412783576,contrast,0.075
5,1,1,3,0.430937088,contrast,0.075
5,1,1,3,0.65830414,contrast,0.075
5,1,-1,3,0.548831713,contrast,0.07
5,-1,-1,3,0.389386319,contrast,0.075
5,-1,-1,3,0.473580139,contrast,0.075
5,1,1,3,0.380258338,contrast,0.075
5,-1,-1,3,0.386774444,contrast,0.07
5,1,1,3,0.476522247,contrast,0.07
5,-1,-1,3,0.366118729,contrast,0.07
5,1,1,3,0.398711798,contrast,0.065
5,-1,-1,3,0.320340096,contrast,0.065
5,-1,1,3,0.30632368,contrast,0.065
5,1,1,3,0.6429926,contrast,0.07
5,1,-1,3,0.431728344,contrast,0.07
5,1,1,3,0.377805909,contrast,0.075
5,1,-1,3,0.561778488,contrast,0.075
5,1,1,3,0.479776756,contrast,0.08
5,-1,-1,3,0.370817281,contrast,0.08
5,1,1,3,0.38509639,contrast,0.08
5,-1,-1,3,0.415301717,contrast,0.075
5,-1,-1,3,0.351168086,contrast,0.075
5,1,1,2,0.364012068,contrast,0.075
5,1,-1,3,0.410583203,contrast,0.07
5,1,1,3,0.37846058,contrast,0.075
5,-1,1,1,0.330358587,contrast,0.075
5,-1,-1,1,0.476746027,contrast,0.08
5,-1,-1,2,0.534275378,contrast,0.08
5,-1,-1,2,0.529876203,contrast,0.08
5,1,1,2,0.440816594,contrast,0.075
5,-1,-1,3,0.453178469,contrast,0.075
5,1,1,3,0.616128619,contrast,0.075
5,-1,-1,2,0.563143198,contrast,0.07
5,-1,-1,2,0.459242689,contrast,0.07
5,-1,-1,2,0.355214676,contrast,0.07
5,-1,-1,2,0.374869522,contrast,0.065
5,-1,-1,2,0.358264928,contrast,0.065
5,-1,-1,2,0.449047982,contrast,0.065
5,1,-1,2,0.382831161,contrast,0.06
5,-1,-1,2,0.419884548,contrast,0.065
5,-1,-1,2,0.420425809,contrast,0.065
5,-1,-1,2,0.311285368,contrast,0.065
5,-1,-1,2,0.378673569,contrast,0.06
5,-1,-1,2,0.317427461,contrast,0.06
5,-1,-1,2,0.337295591,contrast,0.06
5,1,-1,2,0.326167598,contrast,0.055
5,-1,-1,2,0.375974396,contrast,0.06
5,1,-1,2,0.259323576,contrast,0.06
5,1,-1,2,0.268960823,contrast,0.065
5,-1,-1,2,0.278818049,contrast,0.07
5,1,-1,2,0.348178574,contrast,0.07
5,-1,-1,2,0.685176646,contrast,0.075
5,-1,-1,1,0.489145488,contrast,0.075
5,0,0,2,1.220575903,oriperc,0.08
5,1,1,2,1.173799476,oriperc,0.08
5,0,0,3,0.755161798,oriperc,0.08
5,0,0,3,1.066934588,oriperc,0.0775
5,0,0,3,0.901507392,oriperc,0.0775
5,1,1,2,0.749910684,oriperc,0.0775
5,0,0,2,0.658537281,oriperc,0.075
5,0,1,3,0.893070122,oriperc,0.075
5,1,1,2,0.671167971,oriperc,0.0775
5,1,1,2,0.692498878,oriperc,0.0775
5,1,1,2,0.492581238,oriperc,0.0775
5,0,0,2,0.635862194,oriperc,0.075
5,0,1,2,0.739302145,oriperc,0.075
5,1,1,2,0.66351486,oriperc,0.0775
5,0,0,2,0.512477966,oriperc,0.0775
5,0,0,3,0.823627026,oriperc,0.0775
5,1,1,3,0.877209926,oriperc,0.075
5,0,1,3,1.265424199,oriperc,0.075
5,0,0,2,0.706570735,oriperc,0.0775
5,1,1,3,0.743247394,oriperc,0.0775
5,0,0,3,0.683377036,oriperc,0.0775
5,1,1,3,0.501212662,oriperc,0.075
5,0,0,3,0.799539508,oriperc,0.075
5,1,1,3,0.74110309,oriperc,0.075
5,1,1,3,0.620509534,oriperc,0.0725
5,0,0,3,0.489915122,oriperc,0.0725
5,1,1,3,0.548254575,oriperc,0.0725
5,0,0,3,0.714001414,oriperc,0.07
5,1,1,3,0.665475236,oriperc,0.07
5,0,0,3,0.586782829,oriperc,0.07
5,1,1,3,0.718013517,oriperc,0.0675
5,1,1,3,0.501356405,oriperc,0.0675
5,0,0,3,0.504375821,oriperc,0.0675
5,0,1,3,0.753169346,oriperc,0.065
5,0,0,3,0.642615278,oriperc,0.0675
5,1,1,3,0.67622059,oriperc,0.0675
5,0,0,3,0.698948764,oriperc,0.0675
5,0,1,3,0.50740635,oriperc,0.065
5,1,1,3,0.627378061,oriperc,0.0675
5,0,1,4,1.268242038,oriperc,0.0675
5,1,1,3,0.553112021,oriperc,0.07
5,0,1,3,0.561386236,oriperc,0.07
5,1,1,3,0.809230218,oriperc,0.0725
5,1,1,3,0.505593603,oriperc,0.0725
5,1,1,3,0.65029716,oriperc,0.0725
5,1,1,3,0.517916041,oriperc,0.07
5,1,1,3,0.432022943,oriperc,0.07
5,0,0,3,1.139430381,oriperc,0.07
5,0,0,3,0.67044595,oriperc,0.0675
5,1,1,2,0.584497113,oriperc,0.0675
5,1,1,3,0.603531222,oriperc,0.0675
5,0,0,3,0.736537419,oriperc,0.065
5,0,0,3,0.654896717,oriperc,0.065
5,1,1,3,0.65649264,oriperc,0.065
5,0,0,3,0.669805035,oriperc,0.0625
5,0,1,3,0.600774582,oriperc,0.0625
5,0,1,3,0.641593543,oriperc,0.065
5,1,0,3,0.773320544,oriperc,0.0675
5,0,1,3,0.728553121,oriperc,0.07
5,1,1,3,0.439342693,oriperc,0.0725
5,1,1,3,0.437532454,oriperc,0.0725
5,0,1,3,0.409630139,oriperc,0.0725
5,0,1,3,0.602056858,oriperc,0.075
5,0,0,3,0.506016612,oriperc,0.0775
5,1,1,3,0.65570124,oriperc,0.0775
5,0,0,3,0.735887102,oriperc,0.0775
5,1,1,3,0.600936415,oriperc,0.075
5,0,0,3,0.60925121,oriperc,0.075
5,0,1,3,0.507462374,oriperc,0.075
5,1,1,2,1.373314625,oriperc,0.0775
5,1,1,2,0.721571594,oriperc,0.0775
5,1,1,2,0.892720691,oriperc,0.0775
5,0,0,2,0.740499087,oriperc,0.075
5,1,1,2,0.669633885,oriperc,0.075
5,1,1,2,1.133127611,oriperc,0.075
5,1,1,2,0.530948432,oriperc,0.0725
5,1,1,3,0.516071001,oriperc,0.0725
5,0,0,3,0.610086129,oriperc,0.0725
5,0,0,3,0.698169925,oriperc,0.07
5,1,1,2,0.659023438,oriperc,0.07
5,0,0,2,0.626468029,oriperc,0.07
5,1,1,2,0.738023464,oriperc,0.0675
5,1,1,2,0.794390849,oriperc,0.0675
5,1,0,3,0.49952619,oriperc,0.0675
5,1,0,3,0.859447781,oriperc,0.07
5,1,1,3,0.514701236,oriperc,0.0725
5,0,1,3,0.452282785,oriperc,0.0725
5,0,0,3,0.645404999,oriperc,0.075
5,0,0,3,0.974228676,oriperc,0.075
5,0,1,3,0.58150903,oriperc,0.075
5,1,1,3,0.845254071,oriperc,0.0775
5,1,1,3,0.568191846,oriperc,0.0775
5,1,1,3,0.505839586,oriperc,0.0775
5,0,0,3,0.762446654,oriperc,0.075
5,1,1,3,0.607105498,oriperc,0.075
5,0,0,3,0.549848321,oriperc,0.075
5,0,0,3,1.127378604,oriperc,0.0725
5,1,1,2,0.934824807,oriperc,0.0725
5,1,1,2,0.514347016,oriperc,0.0725
5,0,0,2,0.821148931,oriperc,0.07
5,1,1,3,1.960375548,oriperc,0.074
5,0,0,3,0.853203545,oriperc,0.074
5,1,1,3,0.729345815,oriperc,0.074
5,0,0,3,0.641500644,oriperc,0.0715
5,0,0,3,0.826363994,oriperc,0.0715
5,1,0,3,0.983924768,oriperc,0.0715
5,1,1,3,0.661091133,oriperc,0.074
5,1,1,3,0.512709165,oriperc,0.074
5,1,1,3,0.413217395,oriperc,0.074
5,0,0,3,0.563454095,oriperc,0.0715
5,0,0,3,0.819598109,oriperc,0.0715
5,0,0,3,0.699981559,oriperc,0.0715
5,0,0,3,0.525816998,oriperc,0.069
5,1,0,3,0.512090767,oriperc,0.069
5,1,1,3,0.570479817,oriperc,0.0715
5,1,0,3,0.683118622,oriperc,0.0715
5,1,1,3,0.401096122,oriperc,0.074
5,0,0,3,0.680811666,oriperc,0.074
5,1,1,3,0.662889983,oriperc,0.074
5,0,0,3,0.732526448,oriperc,0.0715
5,1,1,3,0.462904385,oriperc,0.0715
5,1,1,3,0.457609654,oriperc,0.0715
5,1,1,4,0.447210789,oriperc,0.069
5,1,1,3,0.780759156,oriperc,0.069
5,1,0,1,0.475464794,oriperc,0.069
5,1,1,2,1.282320481,oriperc,0.0715
5,0,0,2,0.997656251,oriperc,0.0715
5,0,1,1,0.700925863,oriperc,0.0715
5,1,1,1,0.482894813,oriperc,0.074
5,0,1,1,0.462607528,oriperc,0.074
5,1,1,1,0.946842776,oriperc,0.0765
5,1,1,2,0.583552624,oriperc,0.0765
5,0,1,3,0.891252695,oriperc,0.0765
5,1,1,3,0.509484114,oriperc,0.079
5,1,1,3,0.530168227,oriperc,0.079
5,0,1,3,0.501661485,oriperc,0.079
5,1,1,3,0.646145359,oriperc,0.0815
5,0,0,3,0.695710498,oriperc,0.0815
5,0,0,2,0.58555757,oriperc,0.0815
5,1,1,2,0.68300199,oriperc,0.079
5,0,0,2,0.604003835,oriperc,0.079
5,0,0,2,0.848353762,oriperc,0.079
5,1,1,3,0.708530639,oriperc,0.0765
5,1,1,3,0.502844865,oriperc,0.0765
5,1,1,3,0.646029983,oriperc,0.0765
5,1,1,3,0.444817057,oriperc,0.074
5,1,1,3,0.52887781,oriperc,0.074
5,1,1,3,0.621786985,oriperc,0.074
5,1,1,3,0.501146954,oriperc,0.0715
5,1,1,3,0.383931025,oriperc,0.0715
5,1,1,3,0.701444158,oriperc,0.0715
5,0,0,3,0.707520078,oriperc,0.069
5,1,0,3,0.717055768,oriperc,0.069
5,1,1,3,0.656048641,oriperc,0.0715
5,1,1,3,0.465665125,oriperc,0.0715
5,0,0,3,0.691006932,oriperc,0.0715
5,1,1,3,0.848077582,oriperc,0.069
5,1,1,3,0.585148118,oriperc,0.069
5,0,1,3,0.851903709,oriperc,0.069
5,0,0,3,0.986166797,oriperc,0.0715
5,1,1,3,0.743088596,oriperc,0.0715
5,1,1,3,0.662157649,oriperc,0.0715
5,0,0,3,0.603294258,oriperc,0.069
5,1,1,3,0.729787209,oriperc,0.069
5,0,1,3,0.664732338,oriperc,0.069
5,0,1,3,0.596374845,oriperc,0.0715
5,0,1,3,0.519443383,oriperc,0.074
5,0,1,3,0.571545682,oriperc,0.0765
5,0,0,3,0.78360441,oriperc,0.079
5,1,1,3,0.630574212,oriperc,0.079
5,1,1,3,0.511374035,oriperc,0.079
5,1,1,3,0.501190869,oriperc,0.0765
5,0,0,3,0.687903234,oriperc,0.0765
5,1,0,3,1.310684671,oriperc,0.0765
5,0,0,3,0.718390149,oriperc,0.079
5,0,0,3,0.643529757,oriperc,0.079
5,0,0,3,0.471243131,oriperc,0.079
5,1,1,3,0.656386297,oriperc,0.0765
5,0,1,3,0.722604811,oriperc,0.0765
5,0,0,3,1.105378502,oriperc,0.079
5,0,1,3,0.682777058,oriperc,0.079
5,1,0,3,0.447963626,oriperc,0.0815
5,1,1,3,0.732837759,oriperc,0.084
5,0,0,3,0.634292771,oriperc,0.084
5,0,1,3,1.401084134,oriperc,0.084
5,1,1,3,0.781070612,oriperc,0.0865
5,1,1,3,0.697710201,oriperc,0.0865
5,0,0,3,0.439697281,oriperc,0.0865
5,1,1,3,0.643178876,oriperc,0.084
5,1,1,3,0.708776858,oriperc,0.084
5,0,0,3,0.685566644,oriperc,0.084
5,1,1,3,0.572401808,oriperc,0.0815
5,1,0,3,0.500527112,oriperc,0.0815
5,0,0,3,0.883673708,oriperc,0.084
5,0,1,3,0.815089853,oriperc,0.084
5,0,1,3,0.855059423,oriperc,0.0865
5,1,0,3,1.024683674,oriperc,0.089
5,0,1,3,0.671141889,oriperc,0.0915
5,0,0,3,0.750733984,oriperc,0.094
5,1,1,3,0.524038394,oriperc,0.094
5,1,1,3,1.298535501,oriperc,0.08
5,1,0,3,1.682987682,oriperc,0.08
5,0,0,3,0.81690622,oriperc,0.0825
5,0,0,3,0.832539748,oriperc,0.0825
5,1,0,2,0.843122321,oriperc,0.0825
5,0,0,2,0.796844047,oriperc,0.085
5,1,1,3,0.806705433,oriperc,0.085
5,1,1,3,0.64192725,oriperc,0.085
5,1,1,3,0.582593356,oriperc,0.0825
5,0,0,3,0.756958122,oriperc,0.0825
5,0,0,3,1.155114822,oriperc,0.0825
5,1,1,3,0.567809366,oriperc,0.08
5,0,0,3,0.673300128,oriperc,0.08
5,0,1,3,1.190057223,oriperc,0.08
5,1,1,3,0.660146048,oriperc,0.0825
5,0,0,3,0.693969962,oriperc,0.0825
5,0,0,3,0.843263981,oriperc,0.0825
5,1,1,3,0.629949367,oriperc,0.08
5,0,0,3,0.684765346,oriperc,0.08
5,0,0,3,0.75727418,oriperc,0.08
5,1,1,3,0.690168073,oriperc,0.0775
5,0,0,3,0.678739354,oriperc,0.0775
5,0,0,3,0.722021243,oriperc,0.0775
5,0,0,3,0.776116203,oriperc,0.075
5,1,1,2,0.755503693,oriperc,0.075
5,1,1,2,0.751727185,oriperc,0.075
5,1,1,2,0.684300835,oriperc,0.0725
5,1,1,3,0.739861421,oriperc,0.0725
5,0,0,3,0.814396159,oriperc,0.0725
5,1,1,3,0.650949475,oriperc,0.07
5,1,1,3,0.617733558,oriperc,0.07
5,1,0,3,0.657474909,oriperc,0.07
5,0,0,3,1.072567219,oriperc,0.0725
5,1,1,3,0.576066917,oriperc,0.0725
5,1,1,2,0.68949327,oriperc,0.0725
5,1,1,3,0.719668607,oriperc,0.07
5,0,0,3,0.689512167,oriperc,0.07
5,1,1,3,1.499299847,oriperc,0.07
5,1,1,3,0.97707685,oriperc,0.0675
5,1,1,3,1.161103064,oriperc,0.0675
5,0,1,3,1.338088977,oriperc,0.0675
5,0,0,3,0.534767628,oriperc,0.07
5,0,1,3,0.967575796,oriperc,0.07
5,0,0,3,0.661494374,oriperc,0.0725
5,0,0,3,0.828830711,oriperc,0.0725
5,1,1,3,0.830069532,oriperc,0.0725
5,1,1,3,0.57203135,oriperc,0.07
5,0,1,3,0.522625068,oriperc,0.07
5,1,1,3,0.448188756,oriperc,0.0725
5,0,0,3,0.658877063,oriperc,0.0725
5,1,1,3,0.588472775,oriperc,0.0725
5,1,1,3,0.515518908,oriperc,0.07
5,1,1,3,0.688754528,oriperc,0.07
5,0,1,3,0.672933755,oriperc,0.07
5,1,1,3,0.524631202,oriperc,0.0725
5,1,1,3,0.485161946,oriperc,0.0725
5,0,1,3,0.415264468,oriperc,0.0725
5,0,1,3,0.767804658,oriperc,0.075
5,1,1,3,0.512700557,oriperc,0.0775
5,0,0,3,0.525565994,oriperc,0.0775
5,0,0,3,0.597022096,oriperc,0.0775
5,0,0,3,0.664695212,oriperc,0.075
5,1,0,3,0.422776713,oriperc,0.075
5,0,1,3,0.746867023,oriperc,0.0775
5,1,1,3,0.642370384,oriperc,0.08
5,0,0,3,0.777815873,oriperc,0.08
5,0,0,3,0.666256067,oriperc,0.08
5,0,0,3,0.970384539,oriperc,0.0775
5,0,0,3,0.665232052,oriperc,0.0775
5,0,0,3,0.792390235,oriperc,0.0775
5,0,0,3,0.602940126,oriperc,0.075
5,0,0,3,0.648705888,oriperc,0.075
5,0,0,3,0.640821472,oriperc,0.075
5,1,0,3,0.52585298,oriperc,0.0725
5,1,1,3,0.554314398,oriperc,0.075
5,1,1,3,0.421008226,oriperc,0.075
5,1,1,3,0.406129389,oriperc,0.075
5,1,1,3,0.455231147,oriperc,0.0725
5,0,1,3,0.488856989,oriperc,0.0725
5,1,1,3,0.726398106,oriperc,0.075
5,0,0,3,0.818326801,oriperc,0.075
5,1,1,3,0.545378465,oriperc,0.075
5,0,0,3,0.691706843,oriperc,0.0725
5,1,1,3,0.676526459,oriperc,0.0725
5,1,1,3,0.652684733,oriperc,0.0725
5,0,1,3,0.443457417,oriperc,0.07
5,0,1,3,0.441679139,oriperc,0.0725
5,0,1,3,0.655822587,oriperc,0.075
5,1,1,3,0.596748228,oriperc,0.0775
5,0,0,3,0.490141788,oriperc,0.0775
5,0,0,3,0.700199457,oriperc,0.0775
5,1,0,3,0.472874958,oriperc,0.075
5,0,0,3,0.600488958,oriperc,0.0775
5,1,1,3,0.53605349,oriperc,0.0775
5,1,1,3,0.60301283,oriperc,0.0775
5,0,1,3,0.464833681,oriperc,0.075
5,0,0,3,0.693695139,oriperc,0.0775
5,0,1,3,0.821349525,oriperc,0.0775
5,1,1,3,0.535189279,oriperc,0.08
5,1,1,3,0.457953465,oriperc,0.08
6,1,1,3,4.348409818,oriperc,0.155
6,0,1,3,1.153930226,oriperc,0.155
6,1,1,3,1.332354465,oriperc,0.1575
6,1,1,4,1.202416444,oriperc,0.1575
6,0,0,4,1.114902062,oriperc,0.1575
6,0,1,4,1.561449696,oriperc,0.155
6,0,0,4,1.236990066,oriperc,0.1575
6,1,1,4,1.244602581,oriperc,0.1575
6,1,1,4,0.809985664,oriperc,0.1575
6,0,0,4,1.13752247,oriperc,0.155
6,0,0,4,1.599818661,oriperc,0.155
6,0,0,4,1.330644326,oriperc,0.155
6,1,1,4,1.165900419,oriperc,0.1525
6,0,0,4,1.441673355,oriperc,0.1525
6,0,0,4,2.681423772,oriperc,0.1525
6,1,1,4,1.699609727,oriperc,0.15
6,1,1,2,4.470779794,oriperc,0.15
6,0,0,4,1.906470477,oriperc,0.15
6,0,0,4,2.381692956,oriperc,0.1475
6,0,0,2,2.642245459,oriperc,0.1475
6,1,1,4,2.137715092,oriperc,0.1475
6,1,1,4,0.835134774,oriperc,0.145
6,0,0,4,2.062662894,oriperc,0.145
6,1,1,4,1.267930288,oriperc,0.145
6,1,1,4,0.759940739,oriperc,0.1425
6,0,0,3,3.098692483,oriperc,0.1425
6,1,1,4,0.879529227,oriperc,0.1425
6,1,1,4,0.986139488,oriperc,0.14
6,1,1,4,0.722780063,oriperc,0.14
6,1,1,4,0.675680808,oriperc,0.14
6,0,0,4,1.080324498,oriperc,0.1375
6,1,1,4,1.33702285,oriperc,0.1375
6,0,0,4,1.217208603,oriperc,0.1375
6,1,1,4,0.984039912,oriperc,0.135
6,0,0,4,0.951069466,oriperc,0.135
6,0,0,4,0.903711407,oriperc,0.135
