Subj_idx,Stimulus,Response,Confidence,RT_dec,Task,Contrast_stair
1,1,1,2,0.622162864,contrast,0.0148
1,1,1,2,0.510586808,contrast,0.0098
1,1,1,2,1.011974509,contrast,0.0098
1,-1,-1,2,6.441371018,contrast,0.0098
1,1,1,2,0.700125039,contrast,0.0048
1,-1,1,2,0.964795552,contrast,0.0048
1,1,1,2,1.420305388,contrast,0.0098
1,-1,1,2,0.820133165,contrast,0.0098
1,1,1,2,0.604108969,contrast,0.0148
1,-1,1,2,0.575320862,contrast,0.0148
1,-1,1,2,0.724883475,contrast,0.0198
1,-1,-1,2,0.600682159,contrast,0.0248
1,-1,-1,2,0.623683096,contrast,0.0248
1,1,1,2,0.586227081,contrast,0.0248
1,-1,1,2,0.563290301,contrast,0.0198
1,-1,-1,2,0.666971359,contrast,0.0248
1,1,-1,2,1.188851924,contrast,0.0248
1,-1,1,2,0.539882763,contrast,0.0298
1,1,-1,2,0.634286054,contrast,0.0348
1,1,1,2,0.57346728,contrast,0.0398
1,1,1,2,0.836409577,contrast,0.0398
1,-1,1,2,0.662033762,contrast,0.0398
1,-1,-1,2,0.688559506,contrast,0.0448
1,-1,-1,1,1.489641364,contrast,0.0448
1,1,1,2,0.595382731,contrast,0.0448
1,-1,1,1,0.637239433,contrast,0.0398
1,-1,1,1,0.690546571,contrast,0.0448
1,1,1,1,0.710749357,contrast,0.0498
1,1,1,1,0.85542345,contrast,0.0498
1,1,-1,2,0.64247674,contrast,0.0498
1,-1,-1,2,0.966197918,contrast,0.0548
1,-1,-1,2,1.278452687,contrast,0.0548
1,-1,-1,2,0.918792009,contrast,0.0548
1,-1,-1,2,0.925406137,contrast,0.0498
1,1,1,2,0.537154987,contrast,0.0498
1,-1,1,2,1.828806273,contrast,0.0498
1,-1,-1,2,0.638305695,contrast,0.0548
1,-1,-1,2,0.634155401,contrast,0.0548
