"","Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Difficulty","Task"
"325",1,2,1,2,1.58570005799993,1.09468588000163,45,"visual"
"326",1,1,1,3,0.938841294002486,1.75956114499422,45,"visual"
"327",1,2,2,4,0.640920312005619,0.345512227002473,40,"visual"
"328",1,1,1,3,0.675865618002717,1.00800897999579,40,"visual"
"329",1,1,1,4,0.815037410000514,0.328047365001112,35,"visual"
"330",1,2,2,1,1.53690128200105,0.76261579200218,35,"visual"
"331",1,2,2,3,0.915584101996501,1.20668551900599,30,"visual"
"332",1,1,2,2,1.33095093599695,0.818641181002022,35,"visual"
"333",1,2,2,3,0.900376444995345,0.380492588999914,35,"visual"
"334",1,1,1,4,0.692547295002441,0.379193344000669,30,"visual"
"335",1,2,2,1,1.29291232900141,0.51738483599911,30,"visual"
"336",1,1,2,2,1.65004713099916,1.86643105699477,35,"visual"
"337",1,1,1,4,0.593794082000386,0.358247167001537,35,"visual"
"338",1,2,2,4,0.645389095996507,0.386049130000174,30,"visual"
"339",1,1,1,4,0.525416345000849,1.23220123599458,30,"visual"
"340",1,1,1,1,2.44492286799505,1.12998760899791,25,"visual"
"341",1,1,2,2,0.657566596004472,0.832172005000757,30,"visual"
