Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,age,female_male,trial,block,set_size,target_position,Accuracy,Condition
1,1,1,4,0.7853,0.561,21,1,1,1,6,4,1,FM
1,0,0,3,1.5119,0.7883,21,1,2,1,6,5,1,FM
1,1,1,2,0.8036,0.6548,21,1,3,1,7,1,1,FM
1,1,1,4,0.8042,0.6228,21,1,4,1,8,7,1,FM
1,1,1,2,0.9936,0.6334,21,1,5,1,9,3,1,FM
1,1,1,3,0.8141,2.2514,21,1,6,1,10,3,1,FM
1,0,1,2,1.2485,0.7903,21,1,7,1,11,11,0,FM
1,1,1,3,1.0943,1.7427,21,1,8,1,10,1,1,FM
1,0,0,3,1.1737,0.6633,21,1,9,1,10,1,1,FM
1,0,1,2,1.2493,0.9441,21,1,10,1,11,10,0,FM
1,1,0,3,1.4797,0.3136,21,1,11,1,10,2,0,FM
1,0,1,2,1.0886,0.3985,21,1,12,1,9,4,0,FM
1,1,1,2,0.721,0.8745,21,1,13,1,8,2,1,FM
1,1,1,2,1.3536,0.5929,21,1,14,1,8,4,1,FM
1,0,0,3,0.9308,1.1474,21,1,15,1,9,4,1,FM
1,0,0,3,1.0806,0.7469,21,1,16,1,10,8,1,FM
1,0,1,2,1.1633,1.1118,21,1,17,1,11,1,0,FM
1,0,0,2,1.1188,0.9848,21,1,18,1,10,9,1,FM
1,0,0,3,1.0555,0.7888,21,1,19,1,10,5,1,FM
1,0,0,3,0.878,0.561,21,1,20,1,11,3,1,FM
1,0,0,2,1.0791,1.1193,21,1,21,1,12,4,1,FM
1,1,1,3,0.7828,0.5926,21,1,22,1,12,5,1,FM
1,1,1,3,0.9308,0.3139,21,1,23,1,12,2,1,FM
1,1,0,2,1.8837,1.5162,21,1,24,1,12,1,0,FM
1,0,0,4,1.3333,1.2684,21,1,25,1,11,6,1,FM
1,1,1,2,1.3756,0.5814,21,1,26,1,11,9,1,FM
1,1,0,2,1.7334,0.6635,21,1,27,1,12,3,0,FM
1,1,0,2,1.4485,1.0261,21,1,28,1,11,4,0,FM
1,1,1,3,0.9842,1.4775,21,1,29,1,10,6,1,FM
1,1,1,2,1.0147,0.7588,21,1,30,1,10,10,1,FM
1,0,1,3,0.7839,0.4797,21,1,31,1,11,8,0,FM
1,1,1,4,0.878,0.7463,21,1,32,1,10,1,1,FM
1,0,0,3,1.0414,0.9021,21,1,33,1,10,6,1,FM
1,1,0,2,1.2693,1.0346,21,1,34,1,11,10,0,FM
1,1,1,2,1.9148,1.1098,21,1,35,1,10,7,1,FM
1,1,1,2,0.8036,0.7634,21,1,36,1,10,5,1,FM
1,1,0,3,1.8283,0.6381,21,1,37,1,11,3,0,FM
1,0,0,3,0.9201,0.9909,21,1,38,1,10,2,1,FM
1,1,0,3,1.0315,0.737,21,1,39,1,10,3,0,FM
1,1,1,3,0.8463,0.7178,21,1,40,1,9,7,1,FM
1,1,0,2,1.1102,1.2355,21,1,41,1,9,1,0,FM
1,1,1,2,2.072,0.9952,21,1,42,1,8,7,1,FM
1,1,1,3,0.6557,1.0777,21,1,43,1,8,5,1,FM
1,0,0,3,1.0783,0.9035,21,1,44,1,9,5,1,FM
1,0,1,3,1.3903,0.8313,21,1,45,1,10,8,0,FM
1,1,1,4,0.7197,0.9573,21,1,46,1,9,6,1,FM
1,0,0,3,1.2474,1.8964,21,1,47,1,9,8,1,FM
1,0,0,4,0.868,0.8301,21,1,48,1,10,10,1,FM
1,0,0,2,1.6391,0.7047,21,1,49,1,11,5,1,FM
1,0,0,3,1.6707,0.4751,21,1,50,1,12,8,1,FM
1,0,0,2,1.639,0.8732,21,1,51,1,12,4,1,FM
1,0,1,2,2.5383,0.9144,21,1,52,1,12,3,0,FM
1,1,1,2,1.078,1.3186,21,1,53,1,11,1,1,FM
1,0,0,3,0.7611,0.5598,21,1,54,1,11,3,1,FM
1,0,0,3,0.7932,0.3938,21,1,55,1,12,7,1,FM
1,1,0,3,0.8881,0.7198,21,1,56,1,12,12,0,FM
1,0,0,3,1.2373,0.5185,21,1,57,1,11,10,1,FM
1,1,1,3,1.6805,0.3964,21,1,58,1,11,10,1,FM
1,1,0,3,0.8778,0.7072,21,1,59,1,12,3,0,FM
1,1,1,3,0.7612,0.4798,21,1,60,1,11,7,1,FM
1,0,0,4,0.9177,0.5519,21,1,61,1,11,8,1,FM
1,1,0,2,1.0242,0.9237,21,1,62,1,12,2,0,FM
1,1,1,4,0.7629,0.6333,21,1,63,1,11,2,1,FM
1,0,0,3,0.8367,0.551,21,1,64,1,11,10,1,FM
1,1,1,3,0.8047,0.6026,21,1,65,1,12,3,1,FM
1,0,0,4,0.7192,1.0226,21,1,66,1,12,2,1,FM
1,0,0,3,1.0101,0.4993,21,1,67,1,12,7,1,FM
1,1,0,2,0.7204,0.604,21,1,68,1,12,5,0,FM
1,0,0,3,1.0268,0.5599,21,1,69,1,11,9,1,FM
1,0,0,3,0.8351,0.758,21,1,70,1,11,10,1,FM
1,1,1,3,1.1322,1.4831,21,1,71,1,12,12,1,FM
1,1,1,3,0.8035,0.8314,21,1,72,1,12,9,1,FM
1,1,1,3,0.8883,0.7889,21,1,73,1,12,10,1,FM
1,0,1,2,1.2064,0.7899,21,1,74,1,12,3,0,FM
1,1,1,4,0.6843,0.4805,21,1,75,1,11,7,1,FM
1,0,0,2,1.5644,0.4674,21,1,76,1,11,1,1,FM
1,0,0,2,1.4062,0.4369,21,1,77,1,12,4,1,FM
1,0,0,2,1.1951,0.6334,21,1,78,1,12,5,1,FM
1,0,0,2,1.3975,0.4368,21,1,79,1,12,4,1,FM
1,0,1,2,1.5537,0.7268,21,1,80,1,12,2,0,FM
1,1,1,2,1.5537,0.6344,21,1,81,1,11,7,1,FM
1,0,0,2,1.1107,1.0681,21,1,82,1,11,10,1,FM
1,1,0,1,0.8985,0.9131,21,1,83,1,12,4,0,FM
1,0,0,3,0.8039,0.5195,21,1,84,1,11,7,1,FM
1,1,1,3,1.1615,1.8656,21,1,85,1,11,9,1,FM
1,1,1,3,0.8034,0.6749,21,1,86,1,12,12,1,FM
1,0,0,3,1.037,0.4786,21,1,87,1,12,5,1,FM
1,1,1,3,0.677,0.2817,21,1,88,1,12,8,1,FM
1,0,1,2,1.554,0.801,21,1,89,1,12,10,0,FM
1,1,1,4,0.7211,0.3228,21,1,90,1,11,7,1,FM
1,0,0,3,2.0545,0.6947,21,1,91,1,11,5,1,FM
1,1,1,4,1.438,0.3215,21,1,92,1,12,4,1,FM
1,1,1,4,1.1842,1.0791,21,1,93,1,12,3,1,FM
1,0,0,3,1.1241,0.7489,21,1,94,1,12,4,1,FM
1,1,1,2,1.3637,0.7473,21,1,95,1,12,3,1,FM
1,1,1,1,1.3533,2.9638,21,1,96,1,12,5,1,FM
1,0,0,4,1.3197,0.3584,21,1,97,1,12,1,1,FM
1,0,0,4,0.7294,0.1678,21,1,98,1,12,9,1,FM
1,1,1,4,0.7087,0.6158,21,1,99,1,12,11,1,FM
1,0,0,4,0.7617,0.1556,21,1,100,1,12,3,1,FM
1,1,0,2,1.2593,0.4665,21,1,101,1,12,5,0,FM
1,0,0,3,0.8776,0.5598,21,1,102,1,11,7,1,FM
1,0,0,2,0.8788,0.8405,21,1,103,1,11,8,1,FM
1,0,0,3,2.1093,0.9948,21,1,104,1,12,10,1,FM
1,0,0,2,1.4,1.3064,21,1,105,1,12,10,1,FM
1,0,0,4,1.1183,0.3231,21,1,106,1,12,1,1,FM
1,1,1,4,1.7073,0.3125,21,1,107,1,12,10,1,FM
1,0,0,2,1.4749,0.3733,21,1,108,1,12,12,1,FM
1,1,1,4,0.7199,0.4259,21,1,109,1,12,8,1,FM
1,1,1,4,1.0785,0.3137,21,1,110,1,12,12,1,FM
1,0,1,2,2.2194,0.789,21,1,111,1,12,9,0,FM
1,0,0,4,0.6769,0.2405,21,1,112,1,11,9,1,FM
1,1,1,4,1.0366,0.291,21,1,113,1,11,6,1,FM
1,0,0,3,1.2742,1.3102,21,1,114,1,12,4,1,FM
1,0,1,2,0.7769,0.5937,21,1,115,1,12,9,0,FM
1,1,1,4,0.6803,0.2844,21,1,116,1,11,7,1,FM
1,1,1,2,1.3961,0.354,21,1,117,1,11,6,1,FM
1,0,0,3,0.8807,0.9652,21,1,118,1,12,1,1,FM
1,0,0,4,0.7158,0.5909,21,1,119,1,12,2,1,FM
1,1,1,4,0.9528,0.2813,21,1,120,1,12,1,1,FM
2,1,1,4,0.9308,0.4474,20,2,1,1,6,1,1,FM
2,0,0,4,1.0399,0.345,20,2,2,1,6,3,1,FM
2,1,1,3,1.9571,1.226,20,2,3,1,7,5,1,FM
2,1,1,4,1.089,0.6335,20,2,4,1,8,7,1,FM
2,0,0,3,1.7145,2.2992,20,2,5,1,9,6,1,FM
2,0,1,4,0.9945,0.3146,20,2,6,1,10,6,0,FM
2,1,1,4,0.7196,0.2832,20,2,7,1,9,7,1,FM
2,1,1,4,0.8039,0.1989,20,2,8,1,9,3,1,FM
2,0,1,4,0.9526,0.2818,20,2,9,1,10,2,0,FM
2,1,1,4,0.7943,0.2526,20,2,10,1,9,1,1,FM
2,0,1,4,0.9639,0.2712,20,2,11,1,9,3,0,FM
2,1,1,4,0.8997,0.3234,20,2,12,1,8,4,1,FM
2,0,1,2,2.4208,2.0231,20,2,13,1,8,2,0,FM
2,0,0,2,2.6975,0.9105,20,2,14,1,7,5,1,FM
2,1,1,4,0.7195,0.2361,20,2,15,1,7,6,1,FM
2,0,0,4,1.431,0.5213,20,2,16,1,8,1,1,FM
2,0,0,4,0.9567,0.2925,20,2,17,1,9,6,1,FM
2,1,1,4,0.7091,0.1482,20,2,18,1,10,7,1,FM
2,1,1,4,0.8593,0.2404,20,2,19,1,11,1,1,FM
2,1,1,3,1.3508,1.0797,20,2,20,1,12,7,1,FM
2,0,0,3,1.6637,1.1092,20,2,21,1,12,4,1,FM
2,1,0,3,0.87,0.4065,20,2,22,1,12,12,0,FM
2,1,1,3,1.7473,0.5509,20,2,23,1,11,5,1,FM
2,0,1,4,1.1124,0.4268,20,2,24,1,11,8,0,FM
2,1,1,4,0.7618,0.2527,20,2,25,1,10,4,1,FM
2,0,0,2,2.329,2.3799,20,2,26,1,10,3,1,FM
2,0,1,2,1.8476,1.2659,20,2,27,1,11,2,0,FM
2,0,0,4,0.9144,0.748,20,2,28,1,10,2,1,FM
2,0,1,3,1.1964,2.1054,20,2,29,1,10,5,0,FM
2,0,0,1,2.4644,1.0693,20,2,30,1,9,4,1,FM
2,0,0,4,1.8936,1.0403,20,2,31,1,9,7,1,FM
2,1,0,4,0.9417,0.3231,20,2,32,1,10,10,0,FM
2,1,0,4,0.8358,0.2403,20,2,33,1,9,6,0,FM
2,1,1,4,1.1951,0.3951,20,2,34,1,8,2,1,FM
2,0,0,4,0.9432,0.2816,20,2,35,1,8,7,1,FM
2,0,1,3,1.9501,1.6593,20,2,36,1,9,2,0,FM
2,0,0,4,0.9635,0.3644,20,2,37,1,8,6,1,FM
2,1,1,4,1.0368,0.2926,20,2,38,1,8,3,1,FM
2,0,1,3,2.0341,0.5522,20,2,39,1,9,6,0,FM
2,0,0,3,0.9589,0.9959,20,2,40,1,8,3,1,FM
2,1,1,4,0.836,0.2402,20,2,41,1,8,1,1,FM
2,0,0,3,1.4285,0.3632,20,2,42,1,9,5,1,FM
2,1,1,4,1.5237,0.4184,20,2,43,1,10,2,1,FM
2,1,1,4,0.8374,0.2735,20,2,44,1,11,11,1,FM
2,0,0,4,0.962,0.2817,20,2,45,1,12,12,1,FM
2,0,0,2,1.968,0.5415,20,2,46,1,12,12,1,FM
2,0,1,4,2.3382,0.4494,20,2,47,1,12,2,0,FM
2,1,1,4,1.7561,0.5112,20,2,48,1,11,4,1,FM
2,1,1,4,1.6483,0.3147,20,2,49,1,11,8,1,FM
2,1,1,4,1.3223,0.9953,20,2,50,1,12,7,1,FM
2,1,1,2,1.6307,0.5721,20,2,51,1,12,6,1,FM
2,1,1,3,1.5873,0.9137,20,2,52,1,12,10,1,FM
2,1,1,4,0.9204,0.3129,20,2,53,1,12,3,1,FM
2,0,1,2,2.1382,0.5233,20,2,54,1,12,11,0,FM
2,0,1,2,2.5775,0.3509,20,2,55,1,11,11,0,FM
2,0,1,4,2.3903,0.3122,20,2,56,1,10,3,0,FM
2,1,1,4,1.07,0.2925,20,2,57,1,9,6,1,FM
2,0,0,3,2.0587,2.0221,20,2,58,1,9,4,1,FM
2,1,1,4,0.6789,0.2401,20,2,59,1,10,6,1,FM
2,0,1,3,1.598,0.3985,20,2,60,1,11,6,0,FM
2,1,1,4,1.1214,0.3128,20,2,61,1,10,6,1,FM
2,1,1,4,0.7528,0.2403,20,2,62,1,10,9,1,FM
2,1,1,4,0.9631,0.242,20,2,63,1,11,7,1,FM
2,1,1,4,1.5487,0.884,20,2,64,1,12,9,1,FM
2,0,1,4,0.9581,0.2837,20,2,65,1,12,6,0,FM
2,0,1,4,0.8471,0.2836,20,2,66,1,11,7,0,FM
2,1,1,4,0.836,0.2414,20,2,67,1,10,6,1,FM
2,0,0,2,1.7779,1.314,20,2,68,1,10,8,1,FM
2,0,1,4,0.8357,0.3031,20,2,69,1,11,3,0,FM
2,1,0,2,2.1478,0.6554,20,2,70,1,10,6,0,FM
2,0,1,3,1.4708,0.52,20,2,71,1,9,3,0,FM
2,1,1,4,1.4699,0.4059,20,2,72,1,8,8,1,FM
2,0,0,4,1.3463,0.5612,20,2,73,1,8,1,1,FM
2,1,1,4,0.826,0.2724,20,2,74,1,9,7,1,FM
2,0,1,4,0.9523,0.3677,20,2,75,1,10,8,0,FM
2,1,0,2,1.8968,0.5094,20,2,76,1,9,3,0,FM
2,1,0,4,0.8777,0.4477,20,2,77,1,8,8,0,FM
2,0,0,2,2.7288,1.246,20,2,78,1,7,2,1,FM
2,0,0,4,1.2277,0.2817,20,2,79,1,7,3,1,FM
2,1,1,4,1.033,0.2923,20,2,80,1,8,4,1,FM
2,1,1,4,0.8897,0.2834,20,2,81,1,9,5,1,FM
2,1,1,3,2.1899,0.4803,20,2,82,1,10,1,1,FM
2,0,0,2,2.9302,1.4688,20,2,83,1,11,3,1,FM
2,0,1,4,0.8042,0.2819,20,2,84,1,12,7,0,FM
2,0,0,2,2.6948,1.4313,20,2,85,1,11,1,1,FM
2,0,0,4,1.164,0.3959,20,2,86,1,11,8,1,FM
2,0,1,3,2.38,0.9964,20,2,87,1,12,1,0,FM
2,0,0,1,2.6513,0.9534,20,2,88,1,11,5,1,FM
2,1,1,4,0.6784,0.2095,20,2,89,1,11,8,1,FM
2,1,1,4,0.6349,0.1678,20,2,90,1,12,7,1,FM
2,1,0,1,2.3798,1.3505,20,2,91,1,12,4,0,FM
2,0,1,2,1.6713,1.504,20,2,92,1,11,6,0,FM
2,0,0,3,0.9627,0.594,20,2,93,1,10,9,1,FM
2,1,1,3,1.0583,0.3122,20,2,94,1,10,1,1,FM
2,0,0,3,2.2544,1.3488,20,2,95,1,11,1,1,FM
2,1,0,2,2.8451,1.6298,20,2,96,1,12,12,0,FM
2,0,0,3,2.7618,1.3533,20,2,97,1,11,8,1,FM
2,0,0,3,0.9415,0.5619,20,2,98,1,11,9,1,FM
2,1,1,3,1.3222,0.4783,20,2,99,1,12,9,1,FM
2,0,1,3,1.8635,0.2724,20,2,100,1,12,4,0,FM
2,1,1,4,0.7937,0.2822,20,2,101,1,11,10,1,FM
2,1,0,2,2.1162,0.3645,20,2,102,1,11,6,0,FM
2,0,0,4,1.0685,0.3216,20,2,103,1,10,7,1,FM
2,1,1,4,0.7521,0.2403,20,2,104,1,10,10,1,FM
2,1,1,2,2.1049,0.3354,20,2,105,1,11,3,1,FM
2,1,1,3,2.4434,1.9805,20,2,106,1,12,4,1,FM
2,0,1,3,2.496,0.6341,20,2,107,1,12,11,0,FM
2,0,1,3,1.672,0.5888,20,2,108,1,11,10,0,FM
2,0,1,2,2.8134,1.3016,20,2,109,1,10,6,0,FM
2,1,1,4,0.8044,0.3955,20,2,110,1,9,5,1,FM
2,0,1,4,0.7731,0.3476,20,2,111,1,9,5,0,FM
2,1,0,3,1.2311,0.2815,20,2,112,1,8,6,0,FM
2,1,1,4,0.7198,0.1988,20,2,113,1,7,6,1,FM
2,0,0,1,2.0736,0.8249,20,2,114,1,7,1,1,FM
2,0,1,4,0.8781,0.2846,20,2,115,1,8,4,0,FM
2,1,1,4,0.9944,0.2405,20,2,116,1,7,3,1,FM
2,0,0,3,0.8467,0.4692,20,2,117,1,7,6,1,FM
2,1,1,4,0.8353,0.3244,20,2,118,1,8,4,1,FM
2,1,1,4,0.8366,0.2832,20,2,119,1,9,6,1,FM
2,1,1,4,0.8781,0.3542,20,2,120,1,10,10,1,FM
3,0,0,4,1.5321,0.5183,21,2,1,1,6,2,1,FM
3,1,1,4,1.205,0.2698,21,2,2,1,6,1,1,FM
3,0,0,4,1.1326,1.4294,21,2,3,1,7,4,1,FM
3,0,0,4,1.1952,0.5916,21,2,4,1,8,1,1,FM
3,1,1,3,1.322,0.5502,21,2,5,1,9,4,1,FM
3,1,1,4,1.5962,0.3952,21,2,6,1,10,2,1,FM
3,0,1,3,1.9495,0.5005,21,2,7,1,11,4,0,FM
3,0,0,2,2.157,0.7462,21,2,8,1,10,9,1,FM
3,1,1,3,1.5231,0.3215,21,2,9,1,10,10,1,FM
3,1,1,4,1.0449,0.24,21,2,10,1,11,7,1,FM
3,0,1,3,1.6068,0.4275,21,2,11,1,12,10,0,FM
3,0,1,2,1.9131,0.4386,21,2,12,1,11,6,0,FM
3,1,0,3,1.8279,0.5507,21,2,13,1,10,3,0,FM
3,1,1,4,0.8879,0.2388,21,2,14,1,9,2,1,FM
3,0,1,3,1.1648,0.3657,21,2,15,1,9,2,0,FM
3,0,0,2,2.27,0.6545,21,2,16,1,8,7,1,FM
3,0,0,4,1.3539,0.6257,21,2,17,1,8,7,1,FM
3,0,0,4,1.1625,0.4367,21,2,18,1,9,1,1,FM
3,0,1,2,1.5971,1.1454,21,2,19,1,10,4,0,FM
3,1,1,3,1.3634,0.717,21,2,20,1,9,8,1,FM
3,0,NaN,1,2.9942,1.888,21,2,21,1,9,2,0,FM
3,1,1,3,1.0056,0.6241,21,2,22,1,8,1,1,FM
3,1,1,3,1.2438,1.1087,21,2,23,1,8,8,1,FM
3,0,0,3,1.2488,1.8964,21,2,24,1,9,8,1,FM
3,1,1,4,1.2056,0.1985,21,2,25,1,10,7,1,FM
3,0,1,3,0.8036,0.4798,21,2,26,1,11,8,0,FM
3,0,1,2,1.6816,0.6642,21,2,27,1,10,3,0,FM
3,0,0,3,1.1206,1.223,21,2,28,1,9,1,1,FM
3,0,1,4,1.4065,0.5909,21,2,29,1,9,6,0,FM
3,0,0,3,1.0903,0.6752,21,2,30,1,8,5,1,FM
3,1,1,4,1.0685,0.7579,21,2,31,1,8,4,1,FM
3,0,1,3,1.763,1.9467,21,2,32,1,9,9,0,FM
3,1,1,4,0.719,0.5212,21,2,33,1,8,1,1,FM
3,0,1,3,1.9983,0.5615,21,2,34,1,8,6,0,FM
3,1,0,3,2.6385,1.9057,21,2,35,1,7,5,0,FM
3,1,1,2,1.1208,0.9129,21,2,36,1,6,5,1,FM
3,1,1,4,0.8882,0.5109,21,2,37,1,6,6,1,FM
3,0,0,4,1.9216,0.6012,21,2,38,1,7,7,1,FM
3,0,0,4,1.4423,0.5493,21,2,39,1,8,3,1,FM
3,0,0,4,1.6394,0.2292,21,2,40,1,9,2,1,FM
3,0,0,3,1.8033,0.7255,21,2,41,1,10,9,1,FM
3,0,1,2,1.8389,0.789,21,2,42,1,11,3,0,FM
3,0,0,2,2.1592,1.306,21,2,43,1,10,1,1,FM
3,0,1,3,1.6808,0.4674,21,2,44,1,10,9,0,FM
3,0,0,3,1.4377,1.8153,21,2,45,1,9,9,1,FM
3,0,0,4,1.7251,1.1926,21,2,46,1,9,1,1,FM
3,0,0,4,1.0462,0.6329,21,2,47,1,10,1,1,FM
3,0,0,3,1.2048,0.4404,21,2,48,1,11,8,1,FM
3,0,0,2,1.4815,0.906,21,2,49,1,12,5,1,FM
3,1,1,4,1.131,0.7038,21,2,50,1,12,12,1,FM
3,1,1,4,0.92,0.1986,21,2,51,1,12,4,1,FM
3,1,1,4,0.8884,0.1568,21,2,52,1,12,6,1,FM
3,0,0,1,1.7545,0.8715,21,2,53,1,12,9,1,FM
3,1,1,2,1.9949,0.9854,21,2,54,1,12,2,1,FM
3,0,1,2,2.5194,0.9133,21,2,55,1,12,10,0,FM
3,1,1,2,1.3164,0.5194,21,2,56,1,11,11,1,FM
3,0,0,3,1.0781,1.0684,21,2,57,1,11,6,1,FM
3,1,0,2,1.248,1.3077,21,2,58,1,12,10,0,FM
3,1,1,2,1.2794,0.48,21,2,59,1,11,5,1,FM
3,0,0,4,0.9198,0.6748,21,2,60,1,11,7,1,FM
3,0,0,4,1.5535,0.4356,21,2,61,1,12,7,1,FM
3,0,0,3,1.2792,0.6334,21,2,62,1,12,1,1,FM
3,1,0,2,1.7237,1.1104,21,2,63,1,12,11,0,FM
3,0,0,3,1.3642,0.9853,21,2,64,1,11,4,1,FM
3,0,1,3,1.9971,0.4674,21,2,65,1,11,11,0,FM
3,1,1,4,1.2791,0.7378,21,2,66,1,10,4,1,FM
3,1,1,3,1.5643,0.311,21,2,67,1,10,7,1,FM
3,1,1,4,1.4059,0.1585,21,2,68,1,11,4,1,FM
3,1,1,4,0.9824,0.1588,21,2,69,1,12,2,1,FM
3,1,0,3,2.8323,1.2231,21,2,70,1,12,4,0,FM
3,0,0,3,0.8677,0.3121,21,2,71,1,11,11,1,FM
3,1,0,1,1.6698,1.7415,21,2,72,1,11,11,0,FM
3,0,0,2,1.5694,0.3121,21,2,73,1,10,9,1,FM
3,1,1,4,0.8042,0.1572,21,2,74,1,10,2,1,FM
3,0,1,3,1.2809,0.3229,21,2,75,1,11,11,0,FM
3,0,1,3,0.8464,0.2818,21,2,76,1,10,8,0,FM
3,1,0,2,1.6282,0.7151,21,2,77,1,9,8,0,FM
3,0,0,2,1.0463,1.5412,21,2,78,1,8,6,1,FM
3,1,1,4,0.8896,0.3229,21,2,79,1,8,3,1,FM
3,0,0,3,1.2789,1.142,21,2,80,1,9,4,1,FM
3,1,1,4,1.1979,0.106,21,2,81,1,10,5,1,FM
3,0,0,2,1.3639,1.6998,21,2,82,1,11,9,1,FM
3,1,1,3,1.0884,0.4889,21,2,83,1,12,1,1,FM
3,0,1,3,1.3849,0.1878,21,2,84,1,12,11,0,FM
3,1,1,3,1.4063,0.706,21,2,85,1,11,5,1,FM
3,1,1,3,1.1734,0.3958,21,2,86,1,11,10,1,FM
3,1,0,2,1.9872,0.9239,21,2,87,1,12,6,0,FM
3,0,0,3,1.0905,0.9436,21,2,88,1,11,6,1,FM
3,0,1,4,2.0808,1.0164,21,2,89,1,11,2,0,FM
3,0,0,3,1.0889,0.5829,21,2,90,1,10,4,1,FM
3,1,1,3,0.9282,1.0387,21,2,91,1,10,2,1,FM
3,1,1,4,0.9412,0.2412,21,2,92,1,11,3,1,FM
3,1,0,2,2.1455,0.8717,21,2,93,1,12,12,0,FM
3,1,1,4,1.1218,0.1675,21,2,94,1,11,7,1,FM
3,1,1,3,1.8388,1.185,21,2,95,1,11,4,1,FM
3,1,1,2,1.6853,0.8099,21,2,96,1,12,12,1,FM
3,0,1,3,1.8391,0.4768,21,2,97,1,12,9,0,FM
3,0,0,4,1.2807,1.2233,21,2,98,1,11,8,1,FM
3,0,1,4,1.1631,0.1568,21,2,99,1,11,7,0,FM
3,0,1,1,1.2688,1.5751,21,2,100,1,10,1,0,FM
3,1,1,4,1.1628,0.3228,21,2,101,1,9,2,1,FM
3,1,1,3,1.8393,0.5079,21,2,102,1,9,6,1,FM
3,0,0,2,1.9975,0.9532,21,2,103,1,10,1,1,FM
3,1,1,4,0.7305,0.4384,21,2,104,1,11,7,1,FM
3,1,0,2,2.4738,0.8275,21,2,105,1,12,4,0,FM
3,0,0,2,1.3318,0.5494,21,2,106,1,11,5,1,FM
3,1,0,2,1.6811,1.6995,21,2,107,1,11,10,0,FM
3,1,1,4,1.2058,0.2509,21,2,108,1,10,7,1,FM
3,1,0,2,2.2002,0.8597,21,2,109,1,10,8,0,FM
3,1,1,4,1.1713,0.4075,21,2,110,1,9,1,1,FM
3,1,1,4,0.8038,0.5505,21,2,111,1,9,5,1,FM
3,1,1,4,0.9303,0.24,21,2,112,1,10,10,1,FM
3,1,1,4,0.8458,0.3201,21,2,113,1,11,2,1,FM
3,1,0,2,1.0913,0.8302,21,2,114,1,12,12,0,FM
3,0,1,2,2.39,1.1823,21,2,115,1,11,5,0,FM
3,1,1,3,0.974,0.6135,21,2,116,1,10,3,1,FM
3,1,1,4,1.0148,0.747,21,2,117,1,10,4,1,FM
3,1,0,2,2.2721,0.9853,21,2,118,1,11,10,0,FM
3,1,1,4,0.8035,0.1355,21,2,119,1,10,6,1,FM
3,0,1,3,1.7489,0.3526,21,2,120,1,10,6,0,FM
4,1,0,3,1.1941,0.6646,23,2,1,1,6,4,0,FM
4,0,0,3,1.1205,0.7151,23,2,2,1,6,5,1,FM
4,1,1,2,1.5703,0.425,23,2,3,1,6,3,1,FM
4,0,0,2,0.8252,0.5292,23,2,4,1,7,2,1,FM
4,0,0,3,0.9338,0.9533,23,2,5,1,8,2,1,FM
4,0,0,2,2.5521,0.394,23,2,6,1,9,1,1,FM
4,0,0,3,1.5327,0.5079,23,2,7,1,10,6,1,FM
4,0,0,1,0.9652,0.8395,23,2,8,1,11,3,1,FM
4,1,1,2,0.8946,0.5186,23,2,9,1,12,2,1,FM
4,1,1,2,1.3221,0.9951,23,2,10,1,12,7,1,FM
4,1,1,1,1.0061,0.8292,23,2,11,1,12,10,1,FM
4,0,0,4,2.2727,0.829,23,2,12,1,12,4,1,FM
4,1,1,2,0.9301,0.6738,23,2,13,1,12,11,1,FM
4,1,1,1,1.0905,0.7881,23,2,14,1,12,5,1,FM
4,0,0,3,1.6406,0.912,23,2,15,1,12,4,1,FM
4,0,0,1,1.0912,0.477,23,2,16,1,12,6,1,FM
4,0,0,2,1.448,2.9634,23,2,17,1,12,12,1,FM
4,0,0,2,2.4306,0.6634,23,2,18,1,12,6,1,FM
4,0,NaN,1,2.9906,1.1012,23,2,19,1,12,6,0,FM
4,0,1,1,1.0161,0.425,23,2,20,1,11,6,0,FM
4,0,0,2,0.9724,0.674,23,2,21,1,10,7,1,FM
4,1,1,2,0.7717,0.5079,23,2,22,1,10,8,1,FM
4,1,1,3,1.132,0.5706,23,2,23,1,11,6,1,FM
4,0,0,4,0.9409,1.1086,23,2,24,1,12,7,1,FM
4,1,NaN,2,2.9983,1.0182,23,2,25,1,12,3,0,FM
4,1,1,4,1.048,0.4769,23,2,26,1,11,4,1,FM
4,1,1,1,1.8284,1.567,23,2,27,1,11,10,1,FM
4,0,0,3,1.0119,0.5183,23,2,28,1,12,4,1,FM
4,0,0,1,2.7923,1.0361,23,2,29,1,12,8,1,FM
4,0,0,2,1.0469,0.8394,23,2,30,1,12,8,1,FM
4,0,0,3,0.9374,0.5183,23,2,31,1,12,1,1,FM
4,1,1,3,0.9304,0.4353,23,2,32,1,12,8,1,FM
4,1,1,2,2.1998,1.1094,23,2,33,1,12,4,1,FM
4,0,0,2,1.2813,1.2642,23,2,34,1,12,5,1,FM
4,1,1,2,1.5983,0.5601,23,2,35,1,12,6,1,FM
4,1,1,1,2.0397,0.3215,23,2,36,1,12,10,1,FM
4,0,1,1,1.9976,0.7152,23,2,37,1,12,9,0,FM
4,0,1,1,2.5166,0.5909,23,2,38,1,11,2,0,FM
4,1,0,2,1.8111,1.1399,23,2,39,1,10,7,0,FM
4,1,1,2,1.0601,0.7151,23,2,40,1,9,1,1,FM
