Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,age,female_male,trial,block,set_size,target_position,Accuracy,Condition
13,1,1,3,1.4592,0.4262,19,1,36,1,10,6,1,FM
13,0,0,3,1.0148,0.5087,19,1,37,1,10,2,1,FM
13,0,0,3,0.8456,0.1867,19,1,38,1,11,3,1,FM
13,0,1,4,1.2203,0.5088,19,1,39,1,12,7,0,FM
13,0,0,3,0.8661,0.5092,19,1,40,1,11,9,1,FM
13,0,0,3,0.9731,0.2387,19,1,41,1,11,5,1,FM
13,1,1,3,0.8577,0.2826,19,1,42,1,12,1,1,FM
13,0,1,3,1.0893,0.2706,19,1,43,1,12,12,0,FM
13,0,0,2,0.6987,0.2293,19,1,44,1,11,3,1,FM
13,0,1,2,0.6565,0.7777,19,1,45,1,11,3,0,FM
13,0,1,3,0.8561,0.3846,19,1,46,1,10,5,0,FM
13,1,1,4,0.823,0.437,19,1,47,1,9,4,1,FM
13,1,1,3,0.9827,0.3939,19,1,48,1,9,5,1,FM
13,0,0,3,1.1311,0.829,19,1,49,1,10,1,1,FM
13,1,0,3,0.9728,0.5395,19,1,50,1,11,8,0,FM
13,1,1,2,1.2576,0.4665,19,1,51,1,10,4,1,FM
13,1,1,3,1.7981,0.53,19,1,52,1,10,3,1,FM
13,0,1,2,1.6806,0.3523,19,1,53,1,11,6,0,FM
13,0,1,3,1.3757,0.5916,19,1,54,1,10,8,0,FM
13,0,0,3,0.9311,0.3581,19,1,55,1,9,3,1,FM
13,1,1,3,1.0149,0.1986,19,1,56,1,9,8,1,FM
13,1,1,2,1.5636,0.4775,19,1,57,1,10,9,1,FM
13,1,1,3,1.4844,0.4664,19,1,58,1,11,9,1,FM
13,1,1,2,1.5646,0.5088,19,1,59,1,12,6,1,FM
13,0,1,3,1.3641,1.389,19,1,60,1,12,8,0,FM
13,1,1,2,1.2997,0.6334,19,1,61,1,11,9,1,FM
13,1,1,3,1.1309,1.0819,19,1,62,1,11,9,1,FM
13,1,1,1,1.6062,0.8635,19,1,63,1,12,8,1,FM
13,0,1,3,1.057,0.5952,19,1,64,1,12,6,0,FM
13,0,1,4,0.973,1.2984,19,1,65,1,11,1,0,FM
13,1,1,2,1.3427,0.7499,19,1,66,1,10,8,1,FM
13,0,0,2,1.3735,1.1092,19,1,67,1,10,2,1,FM
13,1,0,3,0.9314,0.3535,19,1,68,1,11,9,0,FM
13,0,1,2,1.0472,0.3233,19,1,69,1,10,3,0,FM
13,1,0,1,1.0161,0.5226,19,1,70,1,9,2,0,FM
13,1,1,1,1.3283,0.6657,19,1,71,1,8,8,1,FM
13,1,1,3,1.1004,1.1015,19,1,72,1,8,7,1,FM
13,1,0,2,1.0583,0.426,19,1,73,1,9,7,0,FM
13,1,1,2,1.2898,0.5521,19,1,74,1,8,7,1,FM
13,0,1,3,1.2796,0.7593,19,1,75,1,8,6,0,FM
13,0,0,1,1.0885,1.0678,19,1,76,1,7,1,1,FM
13,1,1,3,0.8983,0.4688,19,1,77,1,7,3,1,FM
13,0,1,3,1.4483,0.4366,19,1,78,1,8,1,0,FM
13,0,1,2,1.8502,0.593,19,1,79,1,7,6,0,FM
13,0,1,3,1.0369,0.2401,19,1,80,1,6,5,0,FM
13,0,0,4,1.0153,0.3874,19,1,81,1,5,2,1,FM
13,0,0,3,1.4905,0.3954,19,1,82,1,5,4,1,FM
13,0,0,2,1.2575,0.6031,19,1,83,1,6,6,1,FM
13,1,1,3,1.3254,0.3214,19,1,84,1,7,3,1,FM
13,0,0,3,0.7298,0.5092,19,1,85,1,8,2,1,FM
13,0,0,2,0.9731,0.3949,19,1,86,1,9,4,1,FM
13,0,0,2,1.1637,0.6341,19,1,87,1,10,4,1,FM
13,0,1,2,1.1763,0.5919,19,1,88,1,11,5,0,FM
13,1,1,3,1.4058,0.3539,19,1,89,1,10,5,1,FM
13,1,0,3,1.2498,0.2799,19,1,90,1,10,7,0,FM
13,1,0,3,0.656,0.3121,19,1,91,1,9,3,0,FM
13,0,0,4,0.8211,0.6633,19,1,92,1,8,6,1,FM
13,0,NaN,2,2.991,1.0569,19,1,93,1,8,7,0,FM
13,1,1,1,1.5753,0.2291,19,1,94,1,7,6,1,FM
13,1,0,2,1.2577,0.4976,19,1,95,1,7,7,0,FM
13,1,1,3,0.8989,0.3982,19,1,96,1,6,6,1,FM
13,1,1,3,0.8557,0.2707,19,1,97,1,6,3,1,FM
13,1,1,3,0.8456,0.2398,19,1,98,1,7,5,1,FM
13,1,1,4,0.8567,0.3017,19,1,99,1,8,4,1,FM
13,1,0,3,1.6555,0.3739,19,1,100,1,9,5,0,FM
13,1,1,3,1.3334,0.8612,19,1,101,1,8,5,1,FM
13,0,1,3,1.1739,0.6672,19,1,102,1,8,8,0,FM
13,0,0,3,0.8581,0.3013,19,1,103,1,7,6,1,FM
13,1,1,3,1.3783,0.5106,19,1,104,1,7,4,1,FM
13,0,1,4,1.2169,0.2412,19,1,105,1,8,4,0,FM
13,0,0,1,1.6383,0.5506,19,1,106,1,7,2,1,FM
13,1,0,2,1.0574,0.3525,19,1,107,1,7,4,0,FM
13,0,1,3,0.8137,0.3845,19,1,108,1,6,5,0,FM
13,0,1,4,1.0995,0.5028,19,1,109,1,5,3,0,FM
13,0,1,4,1.1623,0.6325,19,1,110,1,4,2,0,FM
13,0,0,4,1.1739,0.2818,19,1,111,1,3,1,1,FM
13,1,1,4,1.1005,0.2935,19,1,112,1,3,2,1,FM
13,0,0,4,0.814,1.1923,19,1,113,1,4,4,1,FM
13,0,0,4,0.8045,0.2186,19,1,114,1,5,4,1,FM
13,0,1,4,0.8995,0.24,19,1,115,1,6,3,0,FM
13,1,1,4,1.2376,0.1879,19,1,116,1,5,4,1,FM
13,0,0,2,1.9236,0.3524,19,1,117,1,5,1,1,FM
13,0,0,2,1.4494,0.3213,19,1,118,1,6,1,1,FM
13,1,1,3,1.0564,0.1982,19,1,119,1,7,5,1,FM
13,0,1,2,1.6816,0.5094,19,1,120,1,8,2,0,FM
14,0,0,4,0.8284,0.426,18,1,1,1,6,4,1,FM
14,0,0,4,0.7247,0.2916,18,1,2,1,6,4,1,FM
14,0,0,4,0.7328,0.3136,18,1,3,1,7,2,1,FM
14,1,0,1,1.6607,0.5086,18,1,4,1,8,8,0,FM
14,0,0,4,1.4392,0.3856,18,1,5,1,7,3,1,FM
14,1,1,3,1.3974,0.6254,18,1,6,1,7,4,1,FM
14,1,0,1,0.8489,0.8717,18,1,7,1,8,2,0,FM
14,0,0,4,1.9013,0.398,18,1,8,1,7,6,1,FM
14,0,0,3,1.5526,0.7478,18,1,9,1,7,2,1,FM
14,1,1,3,1.4742,0.7478,18,1,10,1,8,3,1,FM
14,1,0,3,2.7814,0.7064,18,1,11,1,9,7,0,FM
14,0,0,4,1.2751,0.6309,18,1,12,1,8,7,1,FM
14,1,0,3,1.4393,0.469,18,1,13,1,8,2,0,FM
14,1,1,4,1.1262,0.7846,18,1,14,1,7,5,1,FM
14,0,0,4,1.0039,0.3965,18,1,15,1,7,5,1,FM
14,1,0,3,1.5525,1.7391,18,1,16,1,8,1,0,FM
14,0,0,4,1.0039,0.4684,18,1,17,1,7,6,1,FM
14,1,0,4,2.3181,0.2733,18,1,18,1,7,1,0,FM
14,0,1,2,1.3663,0.5099,18,1,19,1,6,2,0,FM
14,1,1,4,1.0459,0.3857,18,1,20,1,5,4,1,FM
14,0,0,2,1.5319,0.5408,18,1,21,1,5,3,1,FM
14,0,0,4,1.246,0.4982,18,1,22,1,6,4,1,FM
14,1,0,1,2.3614,0.4582,18,1,23,1,7,6,0,FM
14,0,0,4,1.9247,0.3428,18,1,24,1,6,5,1,FM
14,0,0,2,0.9219,1.1072,18,1,25,1,6,5,1,FM
14,0,0,2,1.1665,0.5087,18,1,26,1,7,5,1,FM
14,0,0,1,1.3955,0.548,18,1,27,1,8,3,1,FM
14,1,0,2,1.5843,0.7467,18,1,28,1,9,6,0,FM
14,1,0,2,1.0047,0.6634,18,1,29,1,8,4,0,FM
14,1,0,3,1.0091,0.5927,18,1,30,1,7,1,0,FM
14,0,0,4,0.8036,0.355,18,1,31,1,6,4,1,FM
14,1,0,1,1.3972,1.0274,18,1,32,1,6,5,0,FM
14,0,0,4,0.8901,0.3029,18,1,33,1,5,2,1,FM
14,1,1,4,1.4496,0.5514,18,1,34,1,5,3,1,FM
14,0,0,4,1.4003,0.3119,18,1,35,1,6,1,1,FM
14,0,0,4,0.9629,0.2737,18,1,36,1,7,1,1,FM
14,0,0,3,1.4804,0.7072,18,1,37,1,8,3,1,FM
14,0,1,3,1.9563,0.9862,18,1,38,1,9,8,0,FM
14,1,0,3,1.9156,0.4668,18,1,39,1,8,1,0,FM
14,1,1,2,1.3253,0.7063,18,1,40,1,7,6,1,FM
14,0,0,4,0.9624,0.3123,18,1,41,1,7,7,1,FM
14,0,0,3,0.9322,0.9779,18,1,42,1,8,3,1,FM
14,0,0,3,1.2425,0.395,18,1,43,1,9,6,1,FM
14,1,1,2,2.1424,0.5602,18,1,44,1,10,10,1,FM
14,0,0,2,0.9215,0.6638,18,1,45,1,11,4,1,FM
14,1,1,3,1.4392,0.6328,18,1,46,1,12,5,1,FM
14,1,1,4,1.0147,0.3852,18,1,47,1,12,4,1,FM
14,0,0,4,1.0044,0.3012,18,1,48,1,12,5,1,FM
14,0,1,2,2.1531,0.5298,18,1,49,1,12,1,0,FM
14,1,1,4,1.5463,0.3427,18,1,50,1,11,1,1,FM
14,1,0,2,1.7604,0.5083,18,1,51,1,11,9,0,FM
14,1,1,4,1.1599,0.2675,18,1,52,1,10,8,1,FM
14,0,0,2,1.5629,0.4259,18,1,53,1,10,4,1,FM
14,1,1,2,1.7185,1.224,18,1,54,1,11,4,1,FM
14,0,0,3,1.005,0.5098,18,1,55,1,12,5,1,FM
14,0,0,4,1.2419,0.229,18,1,56,1,12,5,1,FM
14,1,0,4,0.963,0.3242,18,1,57,1,12,2,0,FM
14,0,0,4,0.6418,0.4584,18,1,58,1,11,5,1,FM
14,1,0,4,0.7662,0.3537,18,1,59,1,11,1,0,FM
14,1,0,1,1.2109,0.6633,18,1,60,1,10,4,0,FM
14,0,0,2,1.3149,0.557,18,1,61,1,9,2,1,FM
14,1,1,2,1.4807,0.6515,18,1,62,1,9,8,1,FM
14,0,1,2,1.519,0.7426,18,1,63,1,10,3,0,FM
14,1,1,2,1.2794,0.6655,18,1,64,1,9,8,1,FM
14,1,1,2,1.9952,0.5407,18,1,65,1,9,7,1,FM
14,0,0,3,2.2789,0.8608,18,1,66,1,10,8,1,FM
14,1,0,2,1.8332,0.705,18,1,67,1,11,9,0,FM
14,0,0,1,2.229,0.3136,18,1,68,1,10,6,1,FM
14,1,0,2,1.7602,0.7052,18,1,69,1,10,10,0,FM
14,1,0,2,1.439,0.5113,18,1,70,1,9,3,0,FM
14,0,0,4,1.201,0.3551,18,1,71,1,8,3,1,FM
14,0,0,4,1.1593,0.3123,18,1,72,1,8,5,1,FM
14,1,0,2,1.8433,0.5924,18,1,73,1,9,9,0,FM
14,0,0,4,1.1599,0.271,18,1,74,1,8,7,1,FM
14,1,1,4,1.2444,0.83,18,1,75,1,8,6,1,FM
14,0,0,3,1.2434,0.5409,18,1,76,1,9,6,1,FM
14,1,1,3,1.0047,0.4701,18,1,77,1,10,1,1,FM
14,0,0,4,1.0457,0.3121,18,1,78,1,11,8,1,FM
14,1,1,3,1.2357,0.6347,18,1,79,1,12,8,1,FM
14,0,1,2,1.432,0.6769,18,1,80,1,12,7,0,FM
14,1,0,2,1.3508,1.1822,18,1,81,1,11,6,0,FM
14,1,1,4,1.0781,0.3983,18,1,82,1,10,6,1,FM
14,1,0,1,1.1504,0.519,18,1,83,1,10,10,0,FM
14,1,1,2,1.208,0.696,18,1,84,1,9,7,1,FM
14,0,0,2,1.6044,0.7891,18,1,85,1,9,8,1,FM
14,1,0,1,1.3998,0.5824,18,1,86,1,10,3,0,FM
14,0,0,3,1.2941,1.2123,18,1,87,1,9,7,1,FM
14,0,0,2,1.481,0.8592,18,1,88,1,9,2,1,FM
14,0,0,3,1.0145,0.541,18,1,89,1,10,1,1,FM
14,1,1,2,1.6461,0.8612,18,1,90,1,11,7,1,FM
14,1,0,1,1.2016,0.6341,18,1,91,1,12,2,0,FM
14,1,1,2,1.1178,1.1527,18,1,92,1,11,4,1,FM
14,0,0,2,1.2837,0.7402,18,1,93,1,11,6,1,FM
14,1,1,2,2.039,0.706,18,1,94,1,12,6,1,FM
14,0,0,3,0.8907,0.8202,18,1,95,1,12,5,1,FM
14,1,1,2,1.2838,0.7901,18,1,96,1,12,11,1,FM
14,0,1,2,2.07,0.8603,18,1,97,1,12,3,0,FM
14,1,0,2,2.0399,0.5914,18,1,98,1,11,1,0,FM
14,1,1,2,1.915,1.0581,18,1,99,1,10,7,1,FM
14,1,0,2,2.28,0.622,18,1,100,1,10,2,0,FM
14,0,0,2,1.4395,0.6315,18,1,101,1,9,3,1,FM
14,0,0,2,1.3562,0.5905,18,1,102,1,9,9,1,FM
14,0,0,4,0.7255,0.3545,18,1,103,1,10,3,1,FM
14,1,1,3,1.4552,1.12,18,1,104,1,11,5,1,FM
14,0,0,4,1.353,0.3524,18,1,105,1,12,11,1,FM
14,1,1,2,1.1951,0.3539,18,1,106,1,12,7,1,FM
14,1,0,3,1.2374,0.5596,18,1,107,1,12,12,0,FM
14,1,1,2,1.2887,0.4217,18,1,108,1,11,3,1,FM
14,1,1,2,1.4227,0.6135,18,1,109,1,11,5,1,FM
14,0,0,4,0.9733,0.2908,18,1,110,1,12,5,1,FM
14,0,0,3,1.1597,0.8815,18,1,111,1,12,1,1,FM
14,0,0,3,1.1322,0.395,18,1,112,1,12,5,1,FM
14,0,0,2,1.5653,0.8824,18,1,113,1,12,4,1,FM
14,0,0,4,0.9345,1.12,18,1,114,1,12,6,1,FM
14,1,0,2,1.3222,0.9325,18,1,115,1,12,9,0,FM
14,0,0,3,1.2044,0.7876,18,1,116,1,11,5,1,FM
14,1,0,3,1.1323,0.7873,18,1,117,1,11,4,0,FM
14,0,0,4,1.4111,0.5082,18,1,118,1,10,9,1,FM
14,1,1,2,1.5227,1.0287,18,1,119,1,10,4,1,FM
14,1,0,3,1.3318,0.6121,18,1,120,1,11,5,0,FM
15,0,0,4,1.0041,0.2726,19,1,1,1,6,3,1,FM
15,0,0,4,0.6451,0.1996,19,1,2,1,6,1,1,FM
15,1,1,4,1.2044,0.2414,19,1,3,1,7,7,1,FM
15,1,1,3,1.0397,0.3663,19,1,4,1,8,5,1,FM
15,0,0,1,1.5114,0.4276,19,1,5,1,9,8,1,FM
15,1,1,3,1.5005,1.1523,19,1,6,1,10,8,1,FM
15,0,0,4,1.5533,0.314,19,1,7,1,11,5,1,FM
15,1,1,3,1.3637,0.2738,19,1,8,1,12,7,1,FM
15,0,0,4,0.9202,0.2002,19,1,9,1,12,7,1,FM
15,0,1,3,1.3751,0.2737,19,1,10,1,12,5,0,FM
15,0,1,3,2.3563,0.5502,19,1,11,1,11,8,0,FM
15,1,1,4,1.2366,0.3192,19,1,12,1,10,6,1,FM
15,0,0,4,1.0356,0.4797,19,1,13,1,10,10,1,FM
15,0,1,3,1.9121,0.3028,19,1,14,1,11,2,0,FM
15,1,1,3,1.3219,0.3136,19,1,15,1,10,2,1,FM
15,1,1,2,1.6739,0.6346,19,1,16,1,10,9,1,FM
15,0,0,3,1.1948,0.5076,19,1,17,1,11,8,1,FM
15,0,0,4,1.1628,0.3569,19,1,18,1,12,2,1,FM
15,0,1,3,1.4377,0.3985,19,1,19,1,12,11,0,FM
15,1,0,3,1.9437,0.3249,19,1,20,1,11,6,0,FM
15,0,0,4,0.9719,0.2832,19,1,21,1,10,8,1,FM
15,1,1,3,2.3986,0.386,19,1,22,1,10,9,1,FM
15,1,1,4,1.2995,0.4077,19,1,23,1,11,7,1,FM
15,0,0,2,1.1939,0.7591,19,1,24,1,12,5,1,FM
15,1,1,3,1.7116,0.2325,19,1,25,1,12,4,1,FM
15,0,0,3,2.2348,0.2413,19,1,26,1,12,5,1,FM
15,0,0,2,1.1943,0.2722,19,1,27,1,12,12,1,FM
15,0,1,3,1.7121,0.3248,19,1,28,1,12,11,0,FM
15,0,0,3,1.2362,0.2829,19,1,29,1,11,4,1,FM
15,0,0,3,1.4264,0.1985,19,1,30,1,11,10,1,FM
15,1,1,3,1.2774,0.2229,19,1,31,1,12,6,1,FM
15,1,1,3,1.4801,0.283,19,1,32,1,12,1,1,FM
15,0,0,3,1.4068,0.2813,19,1,33,1,12,3,1,FM
15,1,1,3,1.3437,0.128,19,1,34,1,12,12,1,FM
15,1,1,3,1.1526,0.0971,19,1,35,1,12,12,1,FM
15,1,1,3,1.2682,0.3232,19,1,36,1,12,1,1,FM
15,1,1,4,1.1202,0.2416,19,1,37,1,12,1,1,FM
15,0,0,1,1.1425,1.0384,19,1,38,1,12,11,1,FM
15,1,1,3,1.5617,0.2721,19,1,39,1,12,4,1,FM
15,1,1,3,1.1204,0.1585,19,1,40,1,12,10,1,FM
15,0,0,3,1.0766,0.1985,19,1,41,1,12,8,1,FM
15,0,1,3,1.7538,0.4383,19,1,42,1,12,1,0,FM
15,0,0,4,0.8777,0.3334,19,1,43,1,11,1,1,FM
15,0,0,4,0.8091,0.2534,19,1,44,1,11,6,1,FM
15,1,1,4,1.244,0.2113,19,1,45,1,12,7,1,FM
15,1,1,4,1.0275,0.4197,19,1,46,1,12,9,1,FM
15,0,0,4,1.1291,0.2825,19,1,47,1,12,3,1,FM
15,0,0,4,1.0156,0.2507,19,1,48,1,12,3,1,FM
15,1,1,4,2.0604,0.4315,19,1,49,1,12,12,1,FM
15,0,1,3,2.4677,0.9162,19,1,50,1,12,11,0,FM
15,0,0,3,1.2894,2.1764,19,1,51,1,11,4,1,FM
15,1,1,3,1.6079,0.1997,19,1,52,1,11,11,1,FM
15,1,1,3,1.3746,0.2001,19,1,53,1,12,5,1,FM
15,0,0,4,0.898,0.3032,19,1,54,1,12,1,1,FM
15,1,1,3,1.2999,0.2415,19,1,55,1,12,8,1,FM
15,1,1,3,1.4103,0.4395,19,1,56,1,12,1,1,FM
15,0,0,4,0.856,0.4274,19,1,57,1,12,8,1,FM
15,1,1,4,1.3212,0.314,19,1,58,1,12,1,1,FM
15,0,0,4,1.1412,0.2832,19,1,59,1,12,10,1,FM
15,1,1,3,1.5083,0.4061,19,1,60,1,12,3,1,FM
15,0,0,4,1.0835,0.2522,19,1,61,1,12,6,1,FM
15,0,1,3,1.3209,0.6764,19,1,62,1,12,3,0,FM
15,0,0,4,0.8037,0.3969,19,1,63,1,11,3,1,FM
15,0,0,4,0.8036,0.2831,19,1,64,1,11,5,1,FM
15,0,0,4,1.6793,0.2524,19,1,65,1,12,1,1,FM
15,1,1,4,1.6338,0.604,19,1,66,1,12,3,1,FM
15,1,1,3,1.6809,0.9666,19,1,67,1,12,10,1,FM
15,1,1,4,1.2469,0.4183,19,1,68,1,12,5,1,FM
15,1,0,2,1.7232,0.4488,19,1,69,1,12,11,0,FM
15,1,1,4,1.2172,0.3565,19,1,70,1,11,7,1,FM
15,1,1,4,1.0142,0.2411,19,1,71,1,11,4,1,FM
15,0,0,4,0.9192,0.2415,19,1,72,1,12,8,1,FM
15,0,0,4,0.8772,0.2829,19,1,73,1,12,12,1,FM
15,1,1,4,1.3483,0.366,19,1,74,1,12,4,1,FM
15,0,0,4,1.0566,0.2091,19,1,75,1,12,11,1,FM
15,1,0,4,1.2467,0.1588,19,1,76,1,12,3,0,FM
15,0,0,4,0.7403,0.2002,19,1,77,1,11,7,1,FM
15,0,0,4,0.8565,0.2108,19,1,78,1,11,9,1,FM
15,1,1,4,1.2896,0.3253,19,1,79,1,12,2,1,FM
15,1,1,4,1.131,0.2416,19,1,80,1,12,7,1,FM
15,1,1,4,1.0887,0.2829,19,1,81,1,12,5,1,FM
15,1,1,3,1.0885,0.6762,19,1,82,1,12,7,1,FM
15,0,0,4,0.9304,0.2416,19,1,83,1,12,10,1,FM
15,1,1,4,1.174,0.3246,19,1,84,1,12,10,1,FM
15,0,1,3,1.2895,0.3243,19,1,85,1,12,11,0,FM
15,0,0,4,1.0129,0.4797,19,1,86,1,11,11,1,FM
15,0,0,4,0.8957,0.2108,19,1,87,1,11,3,1,FM
15,1,1,4,1.2472,0.2933,19,1,88,1,12,2,1,FM
15,0,0,4,0.9302,0.1572,19,1,89,1,12,1,1,FM
15,1,1,4,1.6795,0.2001,19,1,90,1,12,10,1,FM
15,0,0,2,1.3682,0.4075,19,1,91,1,12,6,1,FM
15,1,1,3,0.9316,0.3136,19,1,92,1,12,9,1,FM
15,0,0,4,0.8135,0.2106,19,1,93,1,12,11,1,FM
15,1,1,4,1.0035,0.2522,19,1,94,1,12,9,1,FM
15,1,1,4,0.8533,0.2534,19,1,95,1,12,8,1,FM
15,0,0,4,0.8558,0.1585,19,1,96,1,12,1,1,FM
15,0,1,1,1.8804,0.4688,19,1,97,1,12,2,0,FM
15,0,0,4,0.7731,0.2124,19,1,98,1,11,2,1,FM
15,1,0,2,1.2874,0.6037,19,1,99,1,11,11,0,FM
15,1,1,3,1.1731,0.3965,19,1,100,1,10,3,1,FM
15,0,0,4,0.8452,0.283,19,1,101,1,10,10,1,FM
15,1,0,2,1.7326,0.7176,19,1,102,1,11,2,0,FM
15,1,0,2,2.0076,0.5476,19,1,103,1,10,4,0,FM
15,1,1,4,1.2139,0.6456,19,1,104,1,9,3,1,FM
15,0,0,4,0.8892,0.2523,19,1,105,1,9,9,1,FM
15,0,0,4,1.406,0.2415,19,1,106,1,10,1,1,FM
15,1,1,3,1.1964,0.5575,19,1,107,1,11,11,1,FM
15,1,1,4,1.7214,0.2937,19,1,108,1,12,5,1,FM
15,1,1,3,1.2539,0.3658,19,1,109,1,12,12,1,FM
15,1,1,3,1.2474,0.5037,19,1,110,1,12,6,1,FM
15,0,0,4,0.8997,0.2309,19,1,111,1,12,6,1,FM
15,0,0,4,0.939,0.1569,19,1,112,1,12,1,1,FM
15,1,1,4,1.4089,0.2108,19,1,113,1,12,9,1,FM
15,1,1,4,1.5316,0.211,19,1,114,1,12,12,1,FM
15,0,1,2,1.7969,0.635,19,1,115,1,12,5,0,FM
15,0,0,3,0.9412,0.3861,19,1,116,1,11,10,1,FM
15,0,0,4,1.2577,0.1691,19,1,117,1,11,6,1,FM
15,1,0,3,1.7977,0.521,19,1,118,1,12,3,0,FM
15,1,1,3,1.3212,0.6347,19,1,119,1,11,5,1,FM
15,1,1,4,1.432,0.314,19,1,120,1,11,11,1,FM
16,0,0,4,0.9625,0.394,19,1,1,1,6,5,1,FM
16,1,1,4,0.9622,0.2708,19,1,2,1,6,4,1,FM
16,0,1,1,0.8776,1.3585,19,1,3,1,7,5,0,FM
16,0,0,4,1.0793,0.3951,19,1,4,1,6,6,1,FM
16,1,1,4,0.9517,0.2816,19,1,5,1,6,6,1,FM
16,1,1,4,0.8867,0.2282,19,1,6,1,7,2,1,FM
16,0,0,4,1.3987,0.311,19,1,7,1,8,7,1,FM
16,1,1,2,1.2385,0.2721,19,1,8,1,9,1,1,FM
16,0,0,4,1.3118,0.24,19,1,9,1,10,2,1,FM
16,1,1,3,0.9202,0.5507,19,1,10,1,11,9,1,FM
16,0,0,4,1.4388,0.3643,19,1,11,1,12,6,1,FM
16,0,1,2,1.4719,0.5197,19,1,12,1,12,2,0,FM
16,0,0,3,1.3535,0.561,19,1,13,1,11,3,1,FM
16,1,1,4,0.9948,0.5493,19,1,14,1,11,6,1,FM
16,0,0,4,1.2396,0.3218,19,1,15,1,12,2,1,FM
16,0,0,3,1.3231,0.5917,19,1,16,1,12,10,1,FM
16,1,1,4,1.2476,0.3153,19,1,17,1,12,6,1,FM
16,1,1,2,1.1217,0.4889,19,1,18,1,12,2,1,FM
16,0,0,4,1.123,0.4364,19,1,19,1,12,11,1,FM
16,1,1,4,1.2369,0.2815,19,1,20,1,12,11,1,FM
16,0,0,4,1.0417,0.3645,19,1,21,1,12,10,1,FM
16,0,0,3,1.4707,0.3133,19,1,22,1,12,9,1,FM
16,1,1,3,1.4814,0.5184,19,1,23,1,12,5,1,FM
16,0,1,2,1.3215,0.3535,19,1,24,1,12,2,0,FM
16,0,0,3,1.0765,0.2815,19,1,25,1,11,6,1,FM
16,1,1,2,1.0792,0.3228,19,1,26,1,11,4,1,FM
16,1,1,2,1.9549,0.9971,19,1,27,1,12,4,1,FM
16,0,1,2,0.9618,0.2706,19,1,28,1,12,2,0,FM
16,0,0,3,1.0677,0.4887,19,1,29,1,11,9,1,FM
16,0,0,4,1.2793,0.425,19,1,30,1,11,3,1,FM
16,0,0,4,0.9634,0.3121,19,1,31,1,12,7,1,FM
16,0,0,4,1.2802,0.3609,19,1,32,1,12,3,1,FM
16,1,1,4,1.0898,0.3539,19,1,33,1,12,1,1,FM
16,0,0,4,1.1239,0.3228,19,1,34,1,12,7,1,FM
16,0,0,4,1.3631,0.3842,19,1,35,1,12,7,1,FM
16,1,1,4,0.9204,0.3229,19,1,36,1,12,1,1,FM
16,0,0,4,0.9543,0.2721,19,1,37,1,12,1,1,FM
16,1,1,3,1.1175,0.4367,19,1,38,1,12,7,1,FM
16,0,0,3,1.4389,0.8417,19,1,39,1,12,12,1,FM
16,1,1,3,1.0781,0.427,19,1,40,1,12,12,1,FM
16,0,0,3,1.194,0.3845,19,1,41,1,12,6,1,FM
16,1,1,3,1.1637,0.467,19,1,42,1,12,8,1,FM
16,0,1,1,1.3839,0.9951,19,1,43,1,12,11,0,FM
16,1,0,3,1.31,0.5808,19,1,44,1,11,11,0,FM
16,1,1,2,1.1523,0.4365,19,1,45,1,10,9,1,FM
16,1,1,2,1.2794,0.7601,19,1,46,1,10,2,1,FM
16,1,1,3,1.0678,0.5516,19,1,47,1,11,1,1,FM
16,1,1,3,1.2397,0.5212,19,1,48,1,12,3,1,FM
16,0,1,3,1.2384,0.3855,19,1,49,1,12,10,0,FM
16,1,1,3,1.0362,0.3659,19,1,50,1,11,1,1,FM
16,1,1,2,1.0371,0.5193,19,1,51,1,11,2,1,FM
16,0,0,3,1.5228,1.1815,19,1,52,1,12,1,1,FM
16,1,1,3,0.9212,0.5324,19,1,53,1,12,5,1,FM
16,1,1,3,1.3007,0.3757,19,1,54,1,12,7,1,FM
16,0,1,3,1.0247,0.5612,19,1,55,1,12,3,0,FM
16,1,0,3,1.1863,0.3878,19,1,56,1,11,2,0,FM
16,1,0,3,1.4157,0.4893,19,1,57,1,10,3,0,FM
16,0,0,4,1.0264,0.2921,19,1,58,1,9,4,1,FM
16,0,1,2,1.1518,0.4797,19,1,59,1,9,7,0,FM
16,0,0,4,1.4057,0.3018,19,1,60,1,8,8,1,FM
16,1,1,3,0.8772,0.3963,19,1,61,1,8,4,1,FM
16,1,1,4,1.1945,0.312,19,1,62,1,9,7,1,FM
16,0,0,3,1.596,0.5606,19,1,63,1,10,2,1,FM
16,0,0,3,1.3209,0.3537,19,1,64,1,11,7,1,FM
16,0,0,4,1.3633,0.5324,19,1,65,1,12,4,1,FM
16,0,0,3,1.3598,0.9537,19,1,66,1,12,10,1,FM
16,0,0,2,1.6278,0.6344,19,1,67,1,12,6,1,FM
16,1,0,3,1.522,0.7574,19,1,68,1,12,7,0,FM
16,1,1,3,1.4694,0.5409,19,1,69,1,11,7,1,FM
16,1,1,2,1.1849,0.3244,19,1,70,1,11,1,1,FM
16,1,1,2,1.2312,0.3861,19,1,71,1,12,5,1,FM
16,0,0,3,1.6806,0.427,19,1,72,1,12,5,1,FM
16,1,1,2,1.237,0.3855,19,1,73,1,12,3,1,FM
16,1,1,2,1.7975,0.3844,19,1,74,1,12,2,1,FM
16,1,1,2,1.0042,0.386,19,1,75,1,12,11,1,FM
