Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,difficulty,Task,Condition,Block,Accuracy
9,1,1,3,1.757943346,0.750474444,0.05,perception,1,1,1
9,1,1,4,1.322119556,0.550428964,0.05,perception,1,1,1
9,2,1,2,2.703784742,1.467915664,0.489819793,perception,1,1,0
9,1,1,4,1.012658037,0.400226309,0.05,perception,1,1,1
9,2,2,4,1.02295933,0.450499557,0.05,perception,1,1,1
9,2,2,4,0.832368409,0.450507896,0.05,perception,1,1,1
9,1,1,2,2.034470106,0.633964439,0.47793617,perception,1,1,1
9,2,2,4,1.702051823,0.617286659,0.12,perception,1,2,1
9,2,2,2,1.894944964,0.317072185,0.721719566,perception,1,2,1
9,2,2,3,1.389203688,0.4338407,0.75,perception,1,2,1
9,2,1,3,2.365321289,0.517215488,0.75,perception,1,2,0
9,1,2,2,2.648911866,0.817430283,0.278992124,perception,1,2,0
9,1,1,4,1.233560123,0.450239443,0.05,perception,1,2,1
9,1,1,4,1.149942541,0.500539954,0.05,perception,1,2,1
9,1,1,4,0.937540513,0.416920446,0.05,perception,1,2,1
9,2,1,3,1.82968997,0.950880427,0.655075848,perception,1,2,0
9,1,1,3,1.690064438,0.683801491,0.092757043,perception,1,2,1
9,1,1,4,1.508749428,0.650644785,0.092757043,perception,1,2,1
9,1,1,4,1.332431433,0.450496671,0.092757043,perception,1,2,1
9,1,2,1,2.367412787,0.850788088,0.638820073,perception,1,2,0
9,1,1,3,1.213259347,1.651375414,0.092757043,perception,1,2,1
9,2,2,2,2.090709304,0.717369697,0.092757043,perception,1,2,1
9,1,1,4,1.224334568,0.400462368,0.092757043,perception,1,2,1
9,1,1,1,2.074233585,1.017571662,0.621798188,perception,1,2,1
9,1,2,3,1.533781654,0.317069298,0.621798188,perception,1,2,0
9,2,2,4,1.172486201,0.316822014,0.092757043,perception,1,2,1
9,2,2,4,1.547609082,0.416989725,0.092757043,perception,1,2,1
9,1,1,4,1.448748036,0.383550133,0.092757043,perception,1,2,1
9,2,1,2,2.072732877,0.417152978,0.603974086,perception,1,2,0
9,2,2,4,1.109103966,0.416920767,0.092757043,perception,1,2,1
9,1,1,4,1.536196771,0.583934948,0.092757043,perception,1,2,1
9,2,2,4,1.74213828,0.800753786,0.092757043,perception,1,2,1
9,1,2,1,2.069625939,0.383811209,0.585309959,perception,1,2,0
9,1,1,4,1.13994851,0.350441216,0.092757043,perception,1,2,1
9,2,2,3,2.126779225,0.433822098,0.092757043,perception,1,2,1
9,2,2,4,1.59589058,0.65066018,0.092757043,perception,1,2,1
9,1,1,1,2.365143924,0.400473273,0.56576622,perception,1,2,1
9,2,2,2,2.356605057,1.367888113,0.56576622,perception,1,2,1
9,2,2,1,2.420077739,0.683828112,0.56576622,perception,1,2,1
9,1,2,2,1.973412541,0.350445385,0.75,perception,1,2,0
9,2,1,3,1.907285476,1.15106735,0.477675967,perception,1,2,0
9,1,1,4,0.988096326,0.450510783,0.05,perception,1,2,1
9,1,1,4,1.127724745,0.400455312,0.05,perception,1,2,1
9,2,2,3,0.976020419,0.416901202,0.05,perception,1,2,1
9,2,2,2,1.808073869,0.400197122,0.523872128,perception,1,2,1
9,1,1,1,2.483820478,0.483855759,0.523872128,perception,1,2,1
9,1,2,1,2.202719108,0.767395019,0.523872128,perception,1,2,0
9,1,1,4,1.209435892,0.317069298,0.05,perception,1,2,1
9,1,1,4,0.822313439,0.350421972,0.05,perception,1,2,1
9,1,1,4,1.059621003,0.350424538,0.05,perception,1,2,1
9,1,1,1,2.341068123,0.800760521,0.501432913,perception,1,2,1
9,1,2,3,1.837601163,0.400477763,0.501432913,perception,1,2,0
9,2,2,4,0.821213325,0.350284378,0.05,perception,1,2,1
9,2,2,4,1.007823954,0.516984882,0.05,perception,1,2,1
9,2,2,4,0.813627035,0.450501161,0.05,perception,1,2,1
9,1,2,3,2.227612456,1.434356439,0.489819793,perception,1,2,0
9,1,1,4,1.725184991,0.450495388,0.05,perception,1,2,1
9,1,1,4,1.091188799,0.533695056,0.05,perception,1,2,1
9,1,1,4,1.084303951,0.650662105,0.05,perception,1,2,1
9,1,1,1,2.50549816,0.600606634,0.47793617,perception,1,2,1
9,2,2,2,2.384972903,0.800756673,0.47793617,perception,1,2,1
9,1,1,2,1.90539187,0.75071788,0.47793617,perception,1,2,1
9,2,2,2,2.711913713,0.400475198,0.713104587,perception,1,2,1
9,2,2,1,2.387861101,0.550353271,0.713104587,perception,1,2,1
9,1,1,3,1.35924597,0.784079213,0.713104587,perception,1,2,1
9,2,1,2,1.950420497,0.750752519,0.75,perception,1,2,0
9,1,2,2,2.070525915,0.600614331,0.545074785,perception,1,2,0
9,2,2,4,1.254061679,0.333745796,0.12,perception,1,3,1
9,2,2,2,2.373940339,0.333745475,0.721719566,perception,1,3,1
9,2,1,2,2.001846137,1.13438925,0.75,perception,1,3,0
9,1,1,3,2.130919563,0.467785126,0.278992124,perception,1,3,1
9,2,1,3,2.746544827,1.651366113,0.278992124,perception,1,3,0
9,2,2,4,1.147571364,0.517215488,0.05,perception,1,3,1
9,2,2,4,0.752926766,0.300403065,0.05,perception,1,3,1
9,1,1,4,1.141432219,0.36710328,0.05,perception,1,3,1
9,1,1,4,1.64926371,0.667322886,0.655075848,perception,1,3,1
9,1,2,3,0.863208783,0.634028265,0.655075848,perception,1,3,0
9,2,2,4,1.286158363,0.400455633,0.092757043,perception,1,3,1
9,2,2,2,2.519709506,0.416908579,0.092757043,perception,1,3,1
9,2,2,4,1.738204173,0.550558861,0.092757043,perception,1,3,1
9,2,2,3,1.614741324,0.583933665,0.638820073,perception,1,3,1
9,1,2,4,1.265503177,0.400255496,0.638820073,perception,1,3,0
9,2,2,4,1.111608888,0.90065144,0.092757043,perception,1,3,1
9,1,1,4,1.391216286,0.450504368,0.092757043,perception,1,3,1
9,2,2,4,1.116316282,0.333549507,0.092757043,perception,1,3,1
9,1,1,2,1.917143837,0.333747399,0.621798188,perception,1,3,1
9,1,1,1,2.037674226,0.934171215,0.621798188,perception,1,3,1
9,1,2,2,1.325041751,0.333752852,0.621798188,perception,1,3,0
9,2,2,4,0.93555646,0.300396329,0.092757043,perception,1,3,1
9,1,1,4,2.012499916,0.383581885,0.092757043,perception,1,3,1
9,2,2,4,1.342674353,0.400469424,0.092757043,perception,1,3,1
9,2,1,4,2.185081375,0.86746234,0.603974086,perception,1,3,0
9,2,2,4,0.934013736,0.317069298,0.092757043,perception,1,3,1
9,1,1,4,0.839997036,0.333760229,0.092757043,perception,1,3,1
9,2,2,4,1.459979775,0.417141431,0.092757043,perception,1,3,1
9,1,2,3,0.968428997,1.050982709,0.585309959,perception,1,3,0
9,2,2,4,1.144525365,0.400279551,0.092757043,perception,1,3,1
9,2,2,4,1.317556812,0.300397933,0.092757043,perception,1,3,1
9,1,1,3,1.188944921,0.300369709,0.092757043,perception,1,3,1
9,1,2,2,2.422951825,0.650417065,0.56576622,perception,1,3,0
9,1,1,4,1.021348931,0.333872164,0.092757043,perception,1,3,1
9,2,2,4,1.539914704,1.284435066,0.092757043,perception,1,3,1
9,1,1,4,1.25944197,0.417152978,0.092757043,perception,1,3,1
9,2,2,1,1.494714165,0.95085541,0.545301412,perception,1,3,1
9,2,2,1,3.215644957,0.750716918,0.545301412,perception,1,3,1
9,2,1,2,1.082016485,0.683768776,0.545301412,perception,1,3,0
9,2,2,4,1.22768847,0.283711172,0.092757043,perception,1,3,1
9,1,1,2,1.214031671,0.550579067,0.092757043,perception,1,3,1
9,1,1,4,1.684771387,0.367102639,0.092757043,perception,1,3,1
9,2,1,1,2.681663487,0.533921814,0.523872128,perception,1,3,0
9,2,2,4,1.458022022,0.416920767,0.092757043,perception,1,3,1
9,1,1,4,1.438324223,0.333571958,0.092757043,perception,1,3,1
9,1,1,4,1.160077694,0.333753814,0.092757043,perception,1,3,1
9,1,1,2,1.935312382,0.516952808,0.512781685,perception,1,3,1
9,1,1,2,1.385832787,0.633963798,0.512781685,perception,1,3,1
9,1,1,1,2.137144664,0.417151695,0.512781685,perception,1,3,1
9,2,2,3,1.400700993,0.333747079,0.738348273,perception,1,3,1
9,1,1,1,1.012958243,0.533885571,0.738348273,perception,1,3,1
9,1,2,2,1.795306782,0.31706545,0.738348273,perception,1,3,0
9,1,2,2,1.801235847,0.567010203,0.512781685,perception,1,3,0
9,2,2,4,1.044969933,0.383597922,0.092757043,perception,1,3,1
9,1,1,4,0.862396367,0.300181759,0.092757043,perception,1,3,1
9,1,1,4,1.30704127,0.350426142,0.092757043,perception,1,3,1
9,1,1,1,2.387778352,0.433819532,0.501432913,perception,1,3,1
9,2,2,1,2.032750017,0.366962158,0.501432913,perception,1,3,1
9,1,1,2,1.879214308,0.650623937,0.501432913,perception,1,3,1
9,1,1,3,1.131835255,0.350433198,0.726017007,perception,1,3,1
9,2,2,4,1.467966981,0.416884845,0.12,perception,1,4,1
9,2,2,2,2.070413659,0.800775596,0.721719566,perception,1,4,1
9,1,2,2,1.322438685,0.300386066,0.75,perception,1,4,0
9,1,1,3,1.710109912,0.333768568,0.278992124,perception,1,4,1
9,2,1,2,2.015041081,1.067630982,0.278992124,perception,1,4,0
9,2,2,4,1.259462176,0.333770813,0.05,perception,1,4,1
9,2,2,4,0.856533373,0.317094636,0.05,perception,1,4,1
9,2,2,4,0.713985325,0.366909237,0.05,perception,1,4,1
9,1,1,4,0.968915548,0.283726888,0.655075848,perception,1,4,1
9,1,2,1,2.06790617,0.467998734,0.655075848,perception,1,4,0
9,2,2,3,1.285754561,1.701423829,0.092757043,perception,1,4,1
9,1,1,4,1.600628444,0.483875003,0.092757043,perception,1,4,1
9,2,2,4,1.306815153,0.333564582,0.092757043,perception,1,4,1
9,1,1,3,1.816953995,0.467209731,0.638820073,perception,1,4,1
9,2,1,2,2.066515473,0.700691596,0.638820073,perception,1,4,0
9,1,1,4,0.945831453,0.4004675,0.092757043,perception,1,4,1
9,1,1,4,1.077324486,0.40047167,0.092757043,perception,1,4,1
9,2,2,4,1.145637666,0.350436405,0.092757043,perception,1,4,1
9,2,2,1,1.905158376,0.367098148,0.621798188,perception,1,4,1
9,1,2,1,1.946299402,0.38378106,0.621798188,perception,1,4,0
9,1,1,4,1.257084585,0.367106487,0.092757043,perception,1,4,1
9,1,1,3,1.381534648,0.450514952,0.092757043,perception,1,4,1
9,1,1,4,1.442060118,0.333517113,0.092757043,perception,1,4,1
9,1,2,4,1.438054807,0.400277626,0.603974086,perception,1,4,0
9,1,1,4,1.049092952,0.33373906,0.092757043,perception,1,4,1
9,1,1,4,0.874691335,0.3671206,0.092757043,perception,1,4,1
9,2,2,4,0.774041242,0.366925273,0.092757043,perception,1,4,1
9,1,2,3,0.916704754,0.600605992,0.585309959,perception,1,4,0
9,1,1,4,1.422823853,0.367150107,0.092757043,perception,1,4,1
9,1,1,4,1.774047336,0.3504255,0.092757043,perception,1,4,1
9,2,2,4,0.90568085,0.317081166,0.092757043,perception,1,4,1
9,2,1,1,1.399919047,0.300408838,0.56576622,perception,1,4,0
9,2,2,4,0.738486097,0.517219016,0.092757043,perception,1,4,1
9,1,1,4,1.132460363,0.350433518,0.092757043,perception,1,4,1
9,2,2,4,0.764846797,0.317064167,0.092757043,perception,1,4,1
9,2,2,3,1.655988833,0.333745796,0.545301412,perception,1,4,1
9,1,1,2,1.910255781,0.367124128,0.545301412,perception,1,4,1
9,1,2,1,0.907760481,0.350284057,0.545301412,perception,1,4,0
9,2,2,4,1.037218786,0.367139523,0.092757043,perception,1,4,1
9,2,2,4,1.091647447,1.250859163,0.092757043,perception,1,4,1
9,1,1,4,1.511897099,0.467193374,0.092757043,perception,1,4,1
9,2,2,4,1.253069332,0.383786833,0.523872128,perception,1,4,1
9,2,1,2,2.494778311,0.400201933,0.523872128,perception,1,4,0
9,2,2,4,0.913050646,0.300402423,0.092757043,perception,1,4,1
9,2,2,4,1.157836735,0.333773058,0.092757043,perception,1,4,1
9,2,2,4,0.992398956,0.350268982,0.092757043,perception,1,4,1
9,2,2,2,1.063306543,0.283734586,0.512781685,perception,1,4,1
9,2,1,3,0.97749611,0.333749644,0.512781685,perception,1,4,0
9,1,1,4,1.326939848,0.433812476,0.092757043,perception,1,4,1
9,1,1,4,1.319585767,0.4338407,0.092757043,perception,1,4,1
9,2,2,4,1.080124804,0.35043865,0.092757043,perception,1,4,1
9,2,2,2,1.841008627,0.367320737,0.501432913,perception,1,4,1
9,2,2,2,2.763117727,0.650668519,0.501432913,perception,1,4,1
9,2,1,3,1.933339876,0.750693184,0.501432913,perception,1,4,0
9,2,2,4,0.890881601,0.900830409,0.092757043,perception,1,4,1
9,1,1,4,1.070524311,0.400486423,0.092757043,perception,1,4,1
9,2,2,4,1.270356504,0.350430953,0.092757043,perception,1,4,1
9,1,1,3,1.083599301,0.28374517,0.489819793,perception,1,4,1
9,2,2,2,1.638752658,1.017588019,0.489819793,perception,1,4,1
9,2,1,2,1.602401133,0.400480009,0.489819793,perception,1,4,0
10,1,1,4,1.336973577,0.600345047,0.12,perception,1,1,1
10,1,2,4,1.630736679,0.633753518,0.721719566,perception,1,1,0
10,1,1,4,1.27366003,0.717363219,0.197430461,perception,1,1,1
10,1,2,2,1.577762047,0.984002987,0.197430461,perception,1,1,0
10,2,2,4,1.633841721,0.78391812,0.05,perception,1,1,1
10,2,2,4,0.752607581,0.48385609,0.05,perception,1,1,1
10,1,1,2,2.186003928,1.017610955,0.655075848,perception,1,1,1
10,1,2,2,3.06288376,0.567258595,0.655075848,perception,1,1,0
10,2,2,3,1.487693692,1.034035509,0.092757043,perception,1,1,1
10,1,1,3,0.940918241,1.51796184,0.092757043,perception,1,1,1
10,1,2,2,2.511782867,0.367106695,0.638820073,perception,1,1,0
10,1,1,4,0.787103667,0.383781102,0.092757043,perception,1,1,1
10,2,2,4,1.04296864,0.834109407,0.092757043,perception,1,1,1
10,1,2,2,1.93985404,0.433820681,0.621798188,perception,1,1,0
10,1,1,4,0.854379261,0.800702539,0.092757043,perception,1,1,1
10,2,2,4,0.971993359,0.800752253,0.092757043,perception,1,1,1
10,1,1,2,1.443729168,0.50028321,0.603974086,perception,1,1,1
10,1,1,2,2.622386325,0.500291869,0.603974086,perception,1,1,1
10,1,2,3,1.321304355,0.533899197,0.75,perception,1,1,0
10,1,2,2,1.534439316,0.433836076,0.427283087,perception,1,1,0
10,2,2,4,0.803403455,0.533892461,0.05,perception,1,1,1
10,2,2,4,0.808771287,0.967552132,0.05,perception,1,1,1
10,1,2,3,2.465139879,1.351680912,0.56576622,perception,1,1,0
10,1,1,3,1.409299475,1.834582171,0.05,perception,1,1,1
10,1,1,4,0.904144611,0.85082551,0.05,perception,1,1,1
10,2,2,2,2.207367812,0.233506809,0.545301412,perception,1,1,1
10,2,1,4,1.776885349,0.30038886,0.545301412,perception,1,1,0
10,2,2,4,1.588726397,0.533727603,0.05,perception,1,1,1
10,2,2,3,1.284192028,0.850808511,0.05,perception,1,1,1
10,1,1,2,1.715234496,0.700684963,0.523872128,perception,1,1,1
10,1,1,3,1.194146445,1.250860534,0.523872128,perception,1,1,1
10,2,1,2,2.566954538,0.483862825,0.75,perception,1,1,0
10,2,2,2,1.951770012,1.084296716,0.501184421,perception,1,1,1
10,1,1,2,1.845081454,1.951621191,0.501184421,perception,1,1,1
10,2,1,2,1.606241452,0.61727893,0.738217863,perception,1,1,0
10,1,1,3,1.426425157,1.451230855,0.501184421,perception,1,1,1
10,2,1,2,1.732576354,1.251147913,0.501184421,perception,1,1,0
10,2,2,4,0.980105086,0.817470922,0.05,perception,1,1,1
10,2,2,4,1.331268009,1.201051243,0.05,perception,1,1,1
10,2,1,1,2.420475831,0.68403397,0.489819793,perception,1,1,0
10,1,1,4,1.17859333,0.433824529,0.05,perception,1,1,1
10,2,2,4,0.893064796,0.51721196,0.05,perception,1,1,1
10,1,2,2,2.200105073,1.317798393,0.47793617,perception,1,1,0
10,2,2,4,0.855593246,0.567055569,0.05,perception,1,1,1
10,2,2,4,0.786345768,0.700697151,0.05,perception,1,1,1
10,2,2,2,2.069859762,0.934199469,0.465775741,perception,1,1,1
10,2,2,3,3.045773153,0.950636532,0.465775741,perception,1,1,1
10,2,1,1,2.230856249,0.483889767,0.699583622,perception,1,1,0
10,2,2,2,1.902973925,1.384608921,0.465775741,perception,1,1,1
10,1,2,1,2.873355909,0.483625802,0.465775741,perception,1,1,0
10,2,2,4,1.106521134,0.800752895,0.05,perception,1,1,1
10,2,2,4,1.150677458,0.734036664,0.05,perception,1,1,1
10,1,2,2,1.720799261,0.667354752,0.45333206,perception,1,1,0
10,1,1,4,1.12467317,0.96753802,0.05,perception,1,1,1
10,2,2,4,1.402400771,0.617018172,0.05,perception,1,1,1
10,1,1,2,1.483619066,0.850805624,0.440598527,perception,1,1,1
10,2,1,3,2.041743429,0.733831072,0.440598527,perception,1,1,0
10,2,2,4,0.816234807,0.734046927,0.05,perception,1,1,1
10,2,2,4,1.058691103,0.934189206,0.05,perception,1,1,1
10,1,2,2,1.133975788,0.500319453,0.427568393,perception,1,1,0
10,1,1,4,2.779396388,0.93421262,0.12,perception,1,2,1
10,2,2,2,1.6577237,1.000923398,0.721719566,perception,1,2,1
10,1,1,3,1.751960337,1.034256175,0.75,perception,1,2,1
10,1,1,2,2.287743855,0.567250256,0.75,perception,1,2,1
10,2,1,3,1.177820357,1.351163565,0.75,perception,1,2,0
10,1,2,3,1.651453638,1.568042152,0.278992124,perception,1,2,0
10,1,1,4,1.142126965,0.45053101,0.05,perception,1,2,1
10,1,1,4,0.716995656,0.483851279,0.05,perception,1,2,1
10,1,1,3,1.399210734,0.467182966,0.655075848,perception,1,2,1
10,2,1,1,3.143134717,1.250846742,0.655075848,perception,1,2,0
10,2,2,4,1.683011785,0.433839925,0.092757043,perception,1,2,1
10,1,1,3,1.001524457,2.201788935,0.092757043,perception,1,2,1
10,2,1,2,1.968444419,0.467172061,0.638820073,perception,1,2,0
10,2,2,4,0.993054469,0.517005406,0.092757043,perception,1,2,1
10,2,2,4,0.735086432,0.783812919,0.092757043,perception,1,2,1
10,1,1,3,1.345204937,1.451190122,0.621798188,perception,1,2,1
10,2,2,2,2.633732029,1.117430317,0.621798188,perception,1,2,1
10,1,2,1,2.8513095,0.733999779,0.75,perception,1,2,0
10,2,2,3,0.999916288,0.500556797,0.40029177,perception,1,2,1
10,1,2,2,2.702720673,0.467179117,0.40029177,perception,1,2,0
10,1,1,4,1.240967121,0.500549741,0.05,perception,1,2,1
10,2,2,4,1.069224063,1.401188711,0.05,perception,1,2,1
10,2,2,3,1.021388901,0.383769555,0.585309959,perception,1,2,1
10,2,1,2,1.361587475,0.86748837,0.585309959,perception,1,2,0
10,1,1,4,0.748525578,0.583937492,0.05,perception,1,2,1
10,2,2,4,0.846138599,0.417149481,0.05,perception,1,2,1
10,1,1,2,2.384551188,1.76817962,0.56576622,perception,1,2,1
10,2,2,3,1.849403367,0.433818756,0.56576622,perception,1,2,1
10,2,2,3,1.999728978,1.301121741,0.75,perception,1,2,1
10,1,2,2,1.912607222,2.084824968,0.75,perception,1,2,0
10,1,2,3,3.138748015,0.517223507,0.453059594,perception,1,2,0
10,1,1,4,0.685509033,0.867477786,0.05,perception,1,2,1
10,2,2,4,1.129197147,1.134331163,0.05,perception,1,2,1
10,1,1,3,1.394409641,0.567245766,0.545301412,perception,1,2,1
10,1,2,1,2.470779375,0.433808813,0.545301412,perception,1,2,0
10,2,2,4,1.087084551,0.633964563,0.05,perception,1,2,1
10,1,1,4,1.030599789,0.517211639,0.05,perception,1,2,1
10,2,2,2,2.573206638,2.301611184,0.523872128,perception,1,2,1
10,1,1,3,2.788663084,2.652157332,0.523872128,perception,1,2,1
10,2,2,3,2.078014146,1.434563184,0.75,perception,1,2,1
10,2,1,4,1.327540419,0.967541227,0.75,perception,1,2,0
10,2,2,2,2.701593287,0.734036664,0.501184421,perception,1,2,1
10,2,2,3,1.521141614,1.634523605,0.501184421,perception,1,2,1
10,2,2,2,3.346148542,0.784063734,0.738217863,perception,1,2,1
10,1,2,3,0.914019421,0.600622484,0.738217863,perception,1,2,0
10,1,2,2,2.507248627,1.03425393,0.501184421,perception,1,2,0
10,2,2,4,1.286048767,0.767394779,0.05,perception,1,2,1
10,2,2,4,1.056257361,0.750714278,0.05,perception,1,2,1
10,1,2,2,2.245506172,0.734027683,0.489819793,perception,1,2,0
10,2,2,4,3.225746288,1.100759759,0.05,perception,1,2,1
10,2,2,4,0.726317518,0.517210677,0.05,perception,1,2,1
10,1,1,2,2.056853288,1.701160293,0.47793617,perception,1,2,1
10,1,2,4,0.840530215,0.784078167,0.47793617,perception,1,2,0
10,2,2,3,1.125351847,0.750723259,0.05,perception,1,2,1
10,1,1,4,2.108893937,0.967566886,0.05,perception,1,2,1
10,1,2,3,1.198956839,1.067616536,0.465775741,perception,1,2,0
10,1,1,4,0.782163696,0.734038268,0.05,perception,1,2,1
10,1,1,3,1.143901596,2.001688994,0.05,perception,1,2,1
10,2,2,1,3.160368487,0.800784006,0.45333206,perception,1,2,1
10,1,1,2,2.413784322,1.651437281,0.45333206,perception,1,2,1
10,2,2,4,1.686552707,0.683736648,0.12,perception,1,3,1
10,1,2,3,2.284618286,0.850749816,0.721719566,perception,1,3,0
10,2,2,3,0.96458661,1.367828029,0.197430461,perception,1,3,1
10,1,1,3,1.601327461,0.400466735,0.197430461,perception,1,3,1
10,1,1,3,1.449939253,1.668052352,0.708604613,perception,1,3,1
10,1,1,2,2.483558126,2.218518188,0.708604613,perception,1,3,1
10,2,1,3,2.231687275,2.251820496,0.75,perception,1,3,0
10,2,2,4,1.319589702,0.633959752,0.342433002,perception,1,3,1
10,2,2,3,0.914257728,2.251816005,0.342433002,perception,1,3,1
10,1,2,3,1.944391487,1.734631949,0.738217863,perception,1,3,0
10,1,1,3,1.056105011,2.401991191,0.342433002,perception,1,3,1
10,1,1,2,1.513969964,1.551093196,0.342433002,perception,1,3,1
10,2,2,1,1.692494977,1.30110827,0.725880451,perception,1,3,1
10,2,1,3,1.812174934,2.435358608,0.725880451,perception,1,3,0
10,2,2,4,1.008227191,0.48385641,0.342433002,perception,1,3,1
10,2,2,4,2.129043194,1.918229398,0.342433002,perception,1,3,1
10,2,2,4,1.377533491,0.750752446,0.712961595,perception,1,3,1
10,1,1,1,1.878351047,0.600628257,0.712961595,perception,1,3,1
10,2,2,3,2.683449589,1.100970803,0.75,perception,1,3,1
10,1,1,2,3.119101671,2.185286443,0.75,perception,1,3,1
10,2,1,3,1.062249024,0.684005745,0.75,perception,1,3,0
10,1,1,4,1.600101609,0.734073549,0.427283087,perception,1,3,1
10,2,1,2,2.910020489,1.434541374,0.427283087,perception,1,3,0
10,2,2,4,0.918644109,0.517343462,0.05,perception,1,3,1
10,1,1,4,2.05398976,3.402442787,0.05,perception,1,3,1
10,1,1,3,3.460333976,1.61777607,0.56576622,perception,1,3,1
10,1,1,4,0.768799602,0.93418247,0.56576622,perception,1,3,1
10,1,2,4,0.887339985,0.784077846,0.75,perception,1,3,0
10,2,2,2,2.03525655,2.035013112,0.453059594,perception,1,3,1
10,1,2,4,1.001775914,0.700684001,0.453059594,perception,1,3,0
10,2,2,4,0.984312817,0.517222224,0.05,perception,1,3,1
10,2,2,4,0.82628089,0.800591886,0.05,perception,1,3,1
10,1,1,1,3.3164497,1.784863328,0.545301412,perception,1,3,1
10,2,2,2,2.721925684,1.73501587,0.545301412,perception,1,3,1
10,2,1,4,1.243703958,0.517212602,0.75,perception,1,3,0
10,1,1,3,1.268844184,1.201042263,0.477675967,perception,1,3,1
10,1,1,1,3.406540506,2.318305156,0.477675967,perception,1,3,1
10,1,1,4,2.102143733,1.050962977,0.738217863,perception,1,3,1
10,2,2,1,1.876460951,0.850793115,0.738217863,perception,1,3,1
10,1,1,3,1.553396078,1.100968878,0.75,perception,1,3,1
10,2,2,3,1.965167142,0.950869707,0.75,perception,1,3,1
10,1,2,3,2.256664246,1.651389491,0.75,perception,1,3,0
10,1,1,2,3.286017977,1.217787873,0.501184421,perception,1,3,1
10,1,1,3,1.502606298,1.067624875,0.501184421,perception,1,3,1
10,1,1,3,1.978082847,0.967540586,0.738217863,perception,1,3,1
10,1,1,2,2.563383466,1.084290302,0.738217863,perception,1,3,1
10,1,2,2,1.751098199,2.101712985,0.75,perception,1,3,0
10,1,2,3,4.035839968,1.067627441,0.523634821,perception,1,3,0
10,1,2,1,1.366168222,0.483849034,0.092304863,perception,1,3,0
10,2,2,4,0.785828422,0.650637366,0.05,perception,1,3,1
10,2,2,4,0.986208365,0.717361295,0.05,perception,1,3,1
10,2,1,2,1.562090902,1.384625599,0.489819793,perception,1,3,0
10,2,2,4,1.094181149,0.817444301,0.05,perception,1,3,1
10,1,1,4,1.202280623,0.917500045,0.05,perception,1,3,1
10,2,1,4,2.337989026,1.184319425,0.47793617,perception,1,3,0
10,1,1,4,1.224132987,0.400457113,0.05,perception,1,3,1
10,1,1,4,2.258128725,2.218455324,0.05,perception,1,3,1
10,1,2,4,1.31444863,1.617768693,0.465775741,perception,1,3,0
10,1,1,4,0.749197519,0.433832868,0.05,perception,1,3,1
10,2,2,4,0.901888235,0.483858656,0.05,perception,1,3,1
10,1,1,4,1.230759066,1.284429693,0.12,perception,1,4,1
10,2,1,3,2.019760205,1.434551958,0.721719566,perception,1,4,0
10,2,2,3,1.552804,1.184424305,0.197430461,perception,1,4,1
10,2,1,4,1.181394956,0.633961355,0.197430461,perception,1,4,0
10,1,1,4,0.853293891,1.634561452,0.05,perception,1,4,1
10,1,1,4,1.476539467,0.883929602,0.05,perception,1,4,1
10,1,1,3,2.439607394,3.085750932,0.655075848,perception,1,4,1
10,2,2,3,1.649165189,1.184401533,0.655075848,perception,1,4,1
10,2,2,2,2.128396912,1.551165682,0.75,perception,1,4,1
10,1,2,3,1.058167983,1.117656115,0.75,perception,1,4,0
10,2,1,2,2.2690517,0.717365785,0.342433002,perception,1,4,0
10,2,2,4,0.820947697,0.46717623,0.05,perception,1,4,1
10,1,1,4,0.974235302,0.834109086,0.05,perception,1,4,1
10,1,2,3,1.351707533,0.350443193,0.621798188,perception,1,4,0
10,1,1,4,1.08432462,1.117451806,0.05,perception,1,4,1
10,2,2,4,1.220180882,0.900587331,0.05,perception,1,4,1
10,1,1,2,1.653238853,1.801543508,0.603974086,perception,1,4,1
10,2,1,2,2.454321144,2.168448781,0.603974086,perception,1,4,0
10,1,1,4,1.506277439,1.467918092,0.05,perception,1,4,1
10,2,2,4,0.710407103,0.884146099,0.05,perception,1,4,1
10,2,1,3,2.847370865,0.917508063,0.585309959,perception,1,4,0
10,2,2,4,2.676793362,0.550375389,0.05,perception,1,4,1
10,1,1,4,0.935351552,1.384519115,0.05,perception,1,4,1
10,1,2,4,2.034370678,2.018386815,0.56576622,perception,1,4,0
10,1,1,4,0.944622738,0.73390869,0.05,perception,1,4,1
10,1,1,4,0.986498631,0.417153009,0.05,perception,1,4,1
10,1,1,2,2.712901786,1.434581786,0.545301412,perception,1,4,1
10,1,1,4,1.546571785,1.868236646,0.545301412,perception,1,4,1
10,2,1,3,1.720129244,1.451264533,0.75,perception,1,4,0
10,1,1,3,2.057610224,0.834134424,0.477675967,perception,1,4,1
10,1,2,1,2.400470263,1.56798025,0.477675967,perception,1,4,0
10,1,1,4,0.9189193,0.700683039,0.05,perception,1,4,1
10,1,1,4,0.720724208,0.817471884,0.05,perception,1,4,1
10,1,1,3,1.58204451,1.18521556,0.523872128,perception,1,4,1
10,1,1,2,2.210878264,1.984954609,0.523872128,perception,1,4,1
10,2,2,4,1.417838421,1.701471086,0.75,perception,1,4,1
10,2,2,4,1.528109917,0.867487408,0.75,perception,1,4,1
10,2,2,2,2.464701434,2.168399388,0.75,perception,1,4,1
