Subj_idx,Stimulus,Response,Confidence,RT_dec,Load,Condition,Accuracy,Task,Block
5,1,1,4,1.05049776200008,3,0.5,1,wm,1
5,0,0,4,1.45677066300027,3,0.5,1,wm,1
5,0,0,4,1.21159685600014,3,0.5,1,wm,1
5,1,1,4,1.56729434199997,3,1,1,wm,1
5,0,1,4,1.1110200080002,3,0.5,0,wm,1
5,0,0,4,1.70214483600012,3,0.5,1,wm,1
5,1,0,4,1.68802477100007,3,1,0,wm,1
5,0,0,4,1.2894501400001,3,0.5,1,wm,1
5,1,0,4,1.2052713500002,3,0.5,0,wm,1
5,0,0,4,1.48139226800004,3,1,1,wm,1
5,1,1,4,1.96061747199997,3,1,1,wm,1
5,1,0,4,1.62194419000002,3,1,0,wm,1
5,0,0,4,1.26603466999995,3,0.5,1,wm,1
5,0,1,3,2.45580771499999,3,1,0,wm,1
5,0,1,4,1.48541225000008,3,0.5,0,wm,1
5,1,1,4,1.37665295000011,3,0.5,1,wm,1
5,0,0,4,1.11430248600004,3,0.5,1,wm,1
5,0,1,4,1.35711192400026,3,0.5,0,wm,1
5,0,0,4,1.39927803499995,3,1,1,wm,1
5,1,1,4,1.67163275000007,3,1,1,wm,1
5,0,0,4,1.17256955400012,3,1,1,wm,1
5,1,1,4,1.29601433399989,3,0.5,1,wm,1
5,1,1,4,1.17591989900006,3,1,1,wm,1
5,1,0,4,2.48113488600006,3,0.5,0,wm,1
5,0,1,4,1.29864787800011,3,0.5,0,wm,1
5,1,1,4,1.06866916500007,3,0.5,1,wm,1
5,0,0,3,1.1445301010001,3,0.5,1,wm,1
5,1,1,4,1.68981622900014,3,1,1,wm,1
5,0,1,4,1.35758593300011,3,0.5,0,wm,1
5,0,1,1,1.32797339100034,1,1,0,wm,2
5,0,0,3,1.36389973899986,1,0.5,1,wm,2
5,0,0,3,2.07258476000015,1,1,1,wm,2
5,1,1,3,1.92391282100016,1,1,1,wm,2
5,0,0,2,2.36161706500025,1,1,1,wm,2
5,0,0,2,2.22528000700004,1,1,1,wm,2
5,1,1,4,1.21082573100011,1,0.5,1,wm,2
5,1,1,4,0.993763316999775,1,1,1,wm,2
5,0,0,4,1.02331037900012,1,1,1,wm,2
5,0,0,3,2.28306950200022,1,0.5,1,wm,2
5,0,0,3,1.04937290499993,1,1,1,wm,2
5,1,1,4,0.988012485000127,1,1,1,wm,2
5,0,1,1,2.03256341800034,1,0.5,0,wm,2
5,0,0,3,0.919520609000301,1,1,1,wm,2
5,0,0,2,1.33915904900005,1,0.5,1,wm,2
5,1,1,3,0.936513731000105,1,0.5,1,wm,2
5,0,0,4,1.37923278800008,1,1,1,wm,2
5,0,0,4,3.11368854700049,1,0.5,1,wm,2
5,0,0,4,1.9655505300002,1,0.5,1,wm,2
5,1,0,4,0.898311031000048,1,0.5,0,wm,2
5,1,1,2,2.30775543800019,1,0.5,1,wm,2
5,0,0,3,1.91691246300024,1,1,1,wm,2
5,0,0,4,1.62428846000012,1,1,1,wm,2
5,1,1,4,1.39401434199999,1,1,1,wm,2
5,1,0,4,1.78701643600016,1,0.5,0,wm,2
5,1,1,4,1.13287058800006,1,0.5,1,wm,2
5,1,1,4,1.32626171299989,1,1,1,wm,2
5,1,1,4,1.05058045900023,1,1,1,wm,2
5,0,1,4,1.20987781500025,1,1,0,wm,2
5,1,1,4,1.55692434299999,1,1,1,wm,2
5,0,0,4,1.83034128200006,1,1,1,wm,2
5,0,0,4,1.5677525910005,1,0.5,1,wm,2
5,0,0,3,1.84429460399997,1,1,1,wm,2
5,1,1,1,4.82448862000047,1,0.5,1,wm,2
5,1,0,4,3.08572523200019,1,1,0,wm,2
5,1,1,4,1.56955914800028,1,1,1,wm,2
5,0,1,4,1.83854351899981,1,1,0,wm,2
5,0,0,4,1.83316829900014,1,1,1,wm,2
5,0,0,4,1.92837711700031,1,1,1,wm,2
5,1,1,4,1.68664754700012,1,1,1,wm,2
5,0,0,4,2.03702489200032,1,1,1,wm,2
5,0,0,4,1.86372918200004,1,1,1,wm,2
5,1,0,4,1.82000504500002,1,1,0,wm,2
5,1,0,4,1.65574142900005,1,1,0,wm,2
5,1,1,4,1.25884609500008,1,0.5,1,wm,2
5,1,1,4,1.30662990400015,1,0.5,1,wm,2
5,1,1,4,1.8576785500004,1,0.5,1,wm,2
5,0,1,4,1.94031861299982,1,0.5,0,wm,2
5,0,0,4,1.87085326199986,1,0.5,1,wm,2
5,0,0,4,4.375958223,1,1,1,wm,2
5,1,0,4,1.33970201200009,1,0.5,0,wm,2
5,1,1,4,1.70058215800009,1,1,1,wm,2
5,0,0,4,2.01708264599984,1,1,1,wm,2
5,0,0,4,1.96521743199992,1,1,1,wm,2
5,0,0,4,1.52881294100007,1,1,1,wm,2
5,1,1,4,2.95508463600027,1,0.5,1,wm,2
5,0,0,4,1.75581586299995,1,0.5,1,wm,2
5,0,1,4,3.18811580700049,1,0.5,0,wm,2
5,0,0,4,1.28674089300011,1,0.5,1,wm,2
5,0,0,4,1.65198580200013,1,1,1,wm,2
5,1,0,1,2.69844043800049,3,0.5,0,wm,3
5,0,1,4,1.73520052000003,3,1,0,wm,3
5,1,0,4,2.05874502500001,3,1,0,wm,3
5,1,1,4,1.34111421499983,3,1,1,wm,3
5,1,0,4,1.92053850100001,3,1,0,wm,3
5,1,1,4,1.72607608899989,3,0.5,1,wm,3
5,0,1,4,1.22111751300008,3,1,0,wm,3
5,0,1,4,2.04339502899984,3,1,0,wm,3
5,1,0,4,1.70459372899995,3,0.5,0,wm,3
5,0,0,4,1.20772459300042,3,1,1,wm,3
5,0,0,4,2.10340728900019,3,0.5,1,wm,3
5,0,0,4,1.20941702600021,3,1,1,wm,3
5,1,1,4,1.12433338500023,3,0.5,1,wm,3
5,1,1,4,2.76137113999994,3,0.5,1,wm,3
5,0,0,4,2.12261094099995,3,0.5,1,wm,3
5,1,0,4,1.42195826199986,3,1,0,wm,3
5,0,0,4,1.99042957199981,3,0.5,1,wm,3
5,0,1,4,2.11748239799999,3,0.5,0,wm,3
5,1,0,4,1.3397106110001,3,0.5,0,wm,3
5,0,1,4,1.79562769299991,3,0.5,0,wm,3
5,0,1,4,1.31190326200021,3,1,0,wm,3
5,1,1,4,1.28206010599979,3,0.5,1,wm,3
5,1,1,4,0.980116179000106,3,1,1,wm,3
5,0,0,4,1.57512616099984,3,0.5,1,wm,3
5,0,1,4,2.62619532300005,3,0.5,0,wm,3
5,0,1,4,1.58481687800031,3,0.5,0,wm,3
5,1,0,4,1.52555616000018,3,1,0,wm,3
5,0,1,4,3.98528657800034,3,0.5,0,wm,3
5,0,1,4,1.46641281299981,3,0.5,0,wm,3
5,0,0,4,1.1653295279998,3,0.5,1,wm,3
5,0,0,4,1.57102167500034,3,0.5,1,wm,3
5,0,0,4,1.26089813299996,3,1,1,wm,3
5,0,0,4,1.50158011400026,3,1,1,wm,3
5,1,0,4,1.67601163400013,3,1,0,wm,3
5,1,0,4,1.53833285000019,3,1,0,wm,3
5,1,0,4,1.89865907800049,3,1,0,wm,3
5,1,1,4,1.99203296400037,3,1,1,wm,3
5,0,0,4,2.1025491370001,3,0.5,1,wm,3
5,1,1,4,2.10299950300032,3,1,1,wm,3
5,1,1,4,2.70477155500021,3,0.5,1,wm,3
5,0,0,4,2.14966200299978,3,1,1,wm,3
5,0,0,4,1.91437830800032,3,1,1,wm,3
5,0,0,4,1.74908751299972,3,1,1,wm,3
5,1,1,4,1.62982847800004,3,1,1,wm,3
5,0,1,4,1.56090673400013,3,0.5,0,wm,3
5,1,0,4,1.51503037700013,3,1,0,wm,3
5,0,0,4,1.86731224899995,3,0.5,1,wm,3
5,0,0,4,2.15232573400044,3,0.5,1,wm,3
5,0,0,4,1.43687358699981,3,0.5,1,wm,3
5,0,0,4,1.46205529800045,3,1,1,wm,3
5,0,1,4,1.65540759500027,3,0.5,0,wm,3
5,0,0,4,1.48609840500012,3,1,1,wm,3
5,0,0,2,3.44333199200037,3,1,1,wm,3
5,1,1,4,1.38994470199987,3,1,1,wm,3
5,0,1,4,1.64892590999989,3,1,0,wm,3
5,1,1,4,1.60177573900046,3,0.5,1,wm,3
5,1,1,4,1.50160222400018,3,1,1,wm,3
5,0,0,4,1.83206947300005,3,0.5,1,wm,3
5,0,0,4,1.71487600300043,3,0.5,1,wm,3
5,1,1,4,1.6428177050002,3,1,1,wm,3
5,1,1,4,1.44269874500014,1,1,1,wm,4
5,0,0,4,1.40527894200022,1,1,1,wm,4
5,0,0,4,1.35710865200008,1,0.5,1,wm,4
5,0,0,4,1.98315514100022,1,0.5,1,wm,4
5,0,0,4,2.13206416899993,1,0.5,1,wm,4
5,0,0,4,1.06528418500011,1,0.5,1,wm,4
5,1,0,4,1.30895319199999,1,1,0,wm,4
5,1,1,4,1.48127602000022,1,0.5,1,wm,4
5,0,0,4,1.07514875400011,1,0.5,1,wm,4
5,1,1,4,0.937821856000028,1,0.5,1,wm,4
5,0,1,4,2.18310635300031,1,1,0,wm,4
5,0,1,4,1.58666165000022,1,0.5,0,wm,4
5,1,1,4,1.82955513000024,1,0.5,1,wm,4
5,0,0,4,1.49926102200016,1,1,1,wm,4
5,0,0,4,1.14961480400007,1,1,1,wm,4
5,1,1,4,1.57987172000003,1,0.5,1,wm,4
5,1,0,4,1.61627157600014,1,0.5,0,wm,4
5,0,0,4,1.706431909,1,1,1,wm,4
5,1,1,4,1.42879429799996,1,1,1,wm,4
5,1,1,4,1.46309604899989,1,0.5,1,wm,4
5,1,1,4,4.70659961499996,1,0.5,1,wm,4
5,1,1,4,1.14584451100018,1,0.5,1,wm,4
5,1,1,4,1.24184213000035,1,1,1,wm,4
5,1,1,4,1.27309130699996,1,1,1,wm,4
5,1,0,4,1.42316738199997,1,1,0,wm,4
5,1,1,4,1.81800926100004,1,0.5,1,wm,4
5,0,0,4,2.15118583699996,1,1,1,wm,4
5,0,0,4,1.62750582299986,1,1,1,wm,4
5,0,1,4,1.22222281700033,1,1,0,wm,4
5,1,0,4,1.5550706580002,1,1,0,wm,4
5,0,0,4,1.58149319599988,1,1,1,wm,4
5,1,1,4,1.27531497600012,1,0.5,1,wm,4
5,0,0,4,1.29528671300022,1,0.5,1,wm,4
5,0,0,4,1.11456002200021,1,1,1,wm,4
5,1,1,4,1.69600439599981,1,0.5,1,wm,4
5,1,1,4,2.90573867100011,1,0.5,1,wm,4
5,1,1,4,1.77015452100022,1,1,1,wm,4
5,1,1,3,1.15714406000006,1,0.5,1,wm,4
5,0,0,3,1.49779662200035,1,0.5,1,wm,4
5,0,0,3,1.75110322800037,1,1,1,wm,4
5,1,1,2,8.62808626600008,1,1,1,wm,4
5,1,1,4,1.2196141899999,1,1,1,wm,4
5,1,1,4,2.23283663300026,1,1,1,wm,4
5,1,1,4,1.67670718099998,1,0.5,1,wm,4
5,1,1,4,2.86587250900038,1,1,1,wm,4
5,0,0,4,1.06141544400043,1,0.5,1,wm,4
5,0,0,4,1.11735741100028,1,0.5,1,wm,4
5,0,1,3,1.53682277799999,1,0.5,0,wm,4
5,1,1,3,1.73193689000027,1,0.5,1,wm,4
5,0,0,3,1.87856268300038,1,1,1,wm,4
5,1,1,3,2.93607746600037,1,1,1,wm,4
5,1,1,4,1.27286207099996,1,0.5,1,wm,4
5,1,0,4,1.56867445399985,1,1,0,wm,4
5,0,1,4,2.98443688200041,1,0.5,0,wm,4
5,1,1,4,1.44952906400022,1,0.5,1,wm,4
5,1,0,3,1.55124654700012,1,1,0,wm,4
5,0,0,4,1.32948175499996,1,1,1,wm,4
5,0,0,3,2.71366772800002,1,1,1,wm,4
5,0,0,4,2.06669241000009,1,1,1,wm,4
5,0,1,3,1.87657899700025,1,0.5,0,wm,4
5,45,-45,3,4.22680532600043,NaN,0.5,0,percept,2
5,-45,-45,4,3.01133394999943,NaN,0.5,1,percept,2
5,45,45,4,1.91242861900082,NaN,1,1,percept,2
5,45,45,3,0.841789744999915,NaN,0.5,1,percept,2
5,-45,45,3,3.84365394500037,NaN,0.5,0,percept,2
5,-45,-45,3,1.14778070100056,NaN,1,1,percept,2
5,-45,-45,3,0.956595235999885,NaN,0.5,1,percept,2
5,45,45,3,0.882418502999826,NaN,0.5,1,percept,2
5,-45,-45,4,0.823158019000402,NaN,1,1,percept,2
5,45,45,4,0.946432265000112,NaN,1,1,percept,2
5,-45,-45,4,0.636649482000394,NaN,1,1,percept,2
5,-45,-45,4,0.547281416999795,NaN,1,1,percept,2
5,45,45,4,0.524901341000259,NaN,1,1,percept,2
5,-45,-45,4,0.647140670000226,NaN,1,1,percept,2
5,-45,-45,4,0.731739005999771,NaN,1,1,percept,2
5,-45,-45,4,0.632372050999948,NaN,0.5,1,percept,2
5,-45,-45,4,0.782889332000195,NaN,0.5,1,percept,2
5,-45,45,4,0.820262234000438,NaN,0.5,0,percept,2
5,-45,45,3,0.733343423999941,NaN,1,0,percept,2
5,45,45,3,0.636427690999881,NaN,1,1,percept,2
5,-45,-45,4,0.701805765000245,NaN,0.5,1,percept,2
5,-45,45,2,0.593398152000191,NaN,1,0,percept,2
5,45,45,3,0.76589978300035,NaN,1,1,percept,2
5,-45,-45,4,0.794813561999945,NaN,0.5,1,percept,2
5,-45,45,3,1.38644917900001,NaN,0.5,0,percept,2
5,45,-45,3,0.794787734999773,NaN,1,0,percept,2
5,45,45,3,0.747454260999803,NaN,0.5,1,percept,2
5,45,45,3,0.694427800000085,NaN,0.5,1,percept,2
5,45,45,3,1.43674453499989,NaN,0.5,1,percept,2
5,-45,-45,3,0.726192040000569,NaN,1,1,percept,2
5,45,-45,3,0.731599798000389,NaN,1,0,percept,2
5,45,-45,3,2.81480469300004,NaN,1,0,percept,2
5,-45,-45,3,2.07686955700046,NaN,0.5,1,percept,2
5,45,45,3,1.61145767000016,NaN,1,1,percept,2
5,-45,45,3,0.698225541999818,NaN,1,0,percept,2
5,45,45,3,0.653466564000155,NaN,1,1,percept,2
5,-45,45,3,0.697378062999633,NaN,0.5,0,percept,2
5,-45,45,3,0.763927818999946,NaN,1,0,percept,2
5,-45,45,3,1.47346367300088,NaN,0.5,0,percept,2
5,-45,-45,3,1.25997750199986,NaN,1,1,percept,2
5,45,-45,3,0.773608266000338,NaN,0.5,0,percept,2
5,45,-45,3,1.66858035800033,NaN,1,0,percept,2
5,45,45,3,1.08181016799972,NaN,0.5,1,percept,2
5,45,45,3,1.25139812999987,NaN,1,1,percept,2
5,45,45,3,1.71805905300062,NaN,0.5,1,percept,2
5,-45,-45,1,5.36408056599976,NaN,1,1,percept,2
5,45,-45,1,0.91866285299966,NaN,0.5,0,percept,2
5,-45,-45,1,1.80865860400081,NaN,1,1,percept,2
5,45,45,1,1.36015055300049,NaN,1,1,percept,2
5,-45,45,1,3.41754247300014,NaN,1,0,percept,2
5,45,45,1,0.917006091000076,NaN,0.5,1,percept,2
5,-45,-45,1,1.13372956000057,NaN,0.5,1,percept,2
5,45,-45,1,0.823586547000559,NaN,1,0,percept,2
5,-45,-45,1,0.624931909999759,NaN,0.5,1,percept,2
5,45,-45,1,1.49994689699997,NaN,1,0,percept,2
5,-45,-45,1,1.21925576800095,NaN,0.5,1,percept,2
5,-45,-45,1,0.740879064999717,NaN,0.5,1,percept,2
5,45,45,2,1.07423167700017,NaN,0.5,1,percept,2
5,45,45,2,0.72972702000061,NaN,1,1,percept,2
5,-45,45,2,0.82566774299994,NaN,0.5,0,percept,2
5,-45,-45,1,1.56446353899992,NaN,0.5,1,percept,2
5,-45,-45,1,0.715015652000147,NaN,1,1,percept,2
5,-45,45,2,0.79320628700043,NaN,0.5,0,percept,2
5,-45,45,1,0.940190782000172,NaN,0.5,0,percept,2
5,-45,-45,1,1.66109607399994,NaN,1,1,percept,2
5,45,45,2,0.853377737000301,NaN,0.5,1,percept,2
5,-45,45,1,0.879014819000076,NaN,1,0,percept,2
5,-45,45,1,0.68844306200026,NaN,1,0,percept,2
5,-45,45,1,0.648088799000107,NaN,0.5,0,percept,2
5,45,45,1,0.611092490999908,NaN,1,1,percept,2
5,45,-45,2,0.746626969000317,NaN,1,0,percept,2
5,-45,-45,2,0.57236783999997,NaN,1,1,percept,2
5,45,-45,2,1.74170410599982,NaN,0.5,0,percept,2
5,45,45,2,1.10223172899987,NaN,0.5,1,percept,2
5,45,-45,2,0.749498746000427,NaN,0.5,0,percept,2
5,-45,-45,1,0.790726559999712,NaN,1,1,percept,2
5,-45,4,2,1.88052035400051,NaN,0.5,0,percept,2
5,-45,45,1,1.04693312000018,NaN,0.5,0,percept,2
5,45,45,1,0.489260296000793,NaN,0.5,1,percept,2
5,45,-45,2,0.676705102000597,NaN,0.5,0,percept,2
5,45,-45,1,0.61312533399996,NaN,1,0,percept,2
5,45,45,1,0.9853938440001,NaN,1,1,percept,2
5,-45,45,1,0.779778179999994,NaN,0.5,0,percept,2
5,-45,45,1,0.614421853000749,NaN,0.5,0,percept,2
5,45,45,1,0.579350281999723,NaN,1,1,percept,2
5,-45,45,1,0.577188828000544,NaN,1,0,percept,2
5,-45,45,1,0.578591493000204,NaN,1,0,percept,2
5,45,45,1,0.626525433001007,NaN,1,1,percept,2
5,45,45,1,0.734197648999725,NaN,0.5,1,percept,2
5,-45,45,1,1.21085114000016,NaN,1,0,percept,2
5,45,-45,1,2.02179222500035,NaN,1,0,percept,2
5,-45,-45,1,0.752402869000434,NaN,0.5,1,percept,2
5,45,-45,1,0.937638293999953,NaN,1,0,percept,2
5,45,-45,1,0.879238694000378,NaN,0.5,0,percept,2
5,-45,-45,1,1.11114294100025,NaN,1,1,percept,2
5,45,-45,1,0.731659065000713,NaN,0.5,0,percept,2
5,-45,-45,1,0.606623188999947,NaN,0.5,1,percept,2
5,45,-45,1,0.411629172000175,NaN,0.5,0,percept,2
5,45,-45,1,0.428689209999902,NaN,0.5,0,percept,2
5,45,-45,1,0.594294105000699,NaN,0.5,0,percept,2
5,45,-45,1,0.531590616000358,NaN,0.5,0,percept,2
5,-45,45,1,0.870287472999735,NaN,0.5,0,percept,2
5,45,45,1,0.654253715000777,NaN,0.5,1,percept,2
5,-45,45,1,0.831860007000614,NaN,1,0,percept,2
5,-45,-45,1,1.10919015899981,NaN,0.5,1,percept,2
5,45,-45,1,0.712987310000244,NaN,0.5,0,percept,2
5,-45,-45,1,0.562468256000102,NaN,0.5,1,percept,2
5,45,45,1,0.816339162000077,NaN,1,1,percept,2
5,-45,45,1,0.441436852000152,NaN,0.5,0,percept,2
5,-45,-45,1,0.358143868000298,NaN,1,1,percept,2
5,-45,-45,1,0.42919559100028,NaN,0.5,1,percept,2
5,45,-45,1,1.66465424699982,NaN,1,0,percept,2
5,-45,45,1,1.07784625899967,NaN,0.5,0,percept,2
5,-45,45,1,1.64584342600028,NaN,1,0,percept,2
5,-45,45,1,1.01086210999983,NaN,0.5,0,percept,2
5,45,-45,1,1.69098261599993,NaN,0.5,0,percept,2
5,-45,-45,1,0.847104577000209,NaN,1,1,percept,2
5,45,-45,1,0.5574782220001,NaN,0.5,0,percept,2
5,45,-45,1,1.33639533899986,NaN,0.5,0,percept,2
5,45,-45,1,0.68725003200052,NaN,0.5,0,percept,2
5,45,-45,1,0.797976783999729,NaN,0.5,0,percept,2
5,45,-45,1,1.14588659999936,NaN,1,0,percept,2
5,45,-45,1,0.705217724000249,NaN,1,0,percept,2
5,45,-45,1,0.32132277799974,NaN,0.5,0,percept,2
5,-45,-45,1,0.976978709000832,NaN,1,1,percept,2
5,-45,-45,1,0.637883585999589,NaN,1,1,percept,2
5,-45,-45,1,0.395049872000527,NaN,0.5,1,percept,2
5,45,-45,1,0.32715371500035,NaN,1,0,percept,2
5,45,-45,1,0.354335753000669,NaN,1,0,percept,2
5,45,-45,1,0.300043635999828,NaN,0.5,0,percept,2
5,-45,-45,1,0.450011095000264,NaN,1,1,percept,2
5,45,-45,1,0.444737775000249,NaN,0.5,0,percept,2
5,-45,-45,1,0.405224143999476,NaN,0.5,1,percept,2
5,-45,45,1,0.83749347399953,NaN,1,0,percept,2
5,45,45,1,0.418900652999582,NaN,0.5,1,percept,2
5,45,45,1,0.605310799999643,NaN,1,1,percept,2
5,-45,45,1,0.572561019999739,NaN,0.5,0,percept,2
5,45,45,1,0.549855031999869,NaN,0.5,1,percept,2
5,45,-45,1,0.415450344000419,NaN,1,0,percept,2
5,-45,-45,1,0.354616292000173,NaN,0.5,1,percept,2
5,45,-45,1,0.357765538999956,NaN,1,0,percept,2
5,-45,-45,1,1.14077699000063,NaN,1,1,percept,2
5,-45,-45,1,0.840942566000194,NaN,0.5,1,percept,2
5,-45,45,1,0.747029820000535,NaN,1,0,percept,2
5,45,45,1,0.307809203000033,NaN,1,1,percept,2
5,-45,45,1,0.107466669000132,NaN,1,0,percept,2
5,45,45,1,0.531676903000516,NaN,1,1,percept,2
5,45,-45,1,0.406310293999923,NaN,0.5,0,percept,2
5,-45,-45,1,0.306478643000446,NaN,0.5,1,percept,2
5,-45,-45,1,0.489169460000085,NaN,0.5,1,percept,2
5,-45,45,1,0.272822816999906,NaN,1,0,percept,2
5,-45,45,1,0.254903711000225,NaN,1,0,percept,2
5,-45,-45,1,0.242660598000839,NaN,1,1,percept,2
5,45,-45,1,0.218862518000606,NaN,0.5,0,percept,2
5,-45,-45,1,0.132383760000266,NaN,1,1,percept,2
5,45,3,1,0.0823380299998462,NaN,1,0,percept,2
5,45,-45,1,0.280369650000466,NaN,1,0,percept,2
5,45,-45,1,1.20575243900021,NaN,0.5,0,percept,2
5,-45,45,1,0.949018511000759,NaN,1,0,percept,2
5,-45,45,1,1.19671792500048,NaN,0.5,0,percept,2
6,45,45,2,1.09603960499953,NaN,1,1,percept,1
6,45,-45,2,0.879472991000512,NaN,0.5,0,percept,1
6,45,45,2,0.820358992001275,NaN,1,1,percept,1
6,45,-45,2,1.22939960700023,NaN,0.5,0,percept,1
6,45,45,3,0.698240287001681,NaN,0.5,1,percept,1
6,45,45,3,0.576357051000741,NaN,1,1,percept,1
6,45,45,3,0.592644585000016,NaN,0.5,1,percept,1
6,45,45,3,0.567404190000161,NaN,1,1,percept,1
6,45,45,2,0.612001451001561,NaN,0.5,1,percept,1
6,-45,-45,1,0.710504053000477,NaN,1,1,percept,1
6,-45,-45,3,0.783020318000126,NaN,1,1,percept,1
6,-45,45,3,0.751942222999787,NaN,1,0,percept,1
6,45,45,2,0.793775525000456,NaN,1,1,percept,1
6,-45,-45,3,0.814683946000514,NaN,1,1,percept,1
6,-45,-45,4,0.594004071001109,NaN,1,1,percept,1
6,-45,-45,3,0.760996166000041,NaN,0.5,1,percept,1
6,-45,45,4,0.609558857999218,NaN,0.5,0,percept,1
6,-45,-45,4,0.562683431999176,NaN,1,1,percept,1
6,45,45,4,0.712072488999183,NaN,1,1,percept,1
6,-45,-45,3,0.695454048998727,NaN,1,1,percept,1
6,-45,-45,3,0.641251572000328,NaN,1,1,percept,1
6,45,45,4,0.703424915000141,NaN,1,1,percept,1
6,45,45,2,0.915299702000993,NaN,0.5,1,percept,1
6,-45,-45,3,0.709379982001337,NaN,1,1,percept,1
6,-45,-45,3,0.546053673000642,NaN,1,1,percept,1
6,-45,-45,3,0.541121227000986,NaN,1,1,percept,1
6,45,45,3,0.603059041000961,NaN,0.5,1,percept,1
6,45,45,3,0.59476868800084,NaN,1,1,percept,1
6,45,45,2,0.748271098000259,NaN,1,1,percept,1
6,-45,-45,3,0.934174557001825,NaN,0.5,1,percept,1
6,-45,-45,3,0.606141419999403,NaN,0.5,1,percept,1
6,-45,-45,3,0.589089044000502,NaN,0.5,1,percept,1
6,45,-45,2,0.662022730000899,NaN,1,0,percept,1
6,-45,-45,2,0.64645813199968,NaN,1,1,percept,1
6,-45,-45,2,0.749886493000304,NaN,0.5,1,percept,1
6,45,-45,1,0.76112169299995,NaN,1,0,percept,1
6,45,45,3,0.6568299999999,NaN,1,1,percept,1
6,-45,-45,2,0.611275489000036,NaN,1,1,percept,1
6,45,45,3,0.528001594999296,NaN,1,1,percept,1
6,45,45,3,0.647512392000863,NaN,0.5,1,percept,1
6,-45,-45,2,0.792333544999565,NaN,0.5,1,percept,1
6,45,45,3,0.594884947999162,NaN,0.5,1,percept,1
6,-45,-45,3,0.631239858001209,NaN,0.5,1,percept,1
6,45,45,3,0.497549909001464,NaN,1,1,percept,1
6,45,45,3,0.619845787001395,NaN,1,1,percept,1
6,-45,45,2,0.905827573000352,NaN,1,0,percept,1
6,-45,45,2,0.740904297999805,NaN,1,0,percept,1
6,-45,45,2,0.68987484399986,NaN,0.5,0,percept,1
6,45,45,2,0.499685859000238,NaN,0.5,1,percept,1
6,-45,45,3,0.649665586999618,NaN,0.5,0,percept,1
6,45,45,3,0.492859157000566,NaN,1,1,percept,1
6,-45,-45,2,0.720596129001933,NaN,1,1,percept,1
6,45,45,3,0.662179131999437,NaN,1,1,percept,1
6,-45,-45,3,0.610842812000556,NaN,0.5,1,percept,1
6,45,45,3,0.547023106000779,NaN,0.5,1,percept,1
6,-45,-45,2,0.872782974000074,NaN,1,1,percept,1
6,45,45,3,0.556196620000264,NaN,0.5,1,percept,1
6,45,45,3,0.598646999002085,NaN,1,1,percept,1
6,-45,45,2,0.777551033999771,NaN,1,0,percept,1
6,-45,-45,2,0.711135733999981,NaN,0.5,1,percept,1
6,-45,-45,2,0.739749639000365,NaN,0.5,1,percept,1
6,45,45,3,0.540768652001134,NaN,1,1,percept,1
6,45,45,3,0.626666569001827,NaN,1,1,percept,1
6,45,45,3,0.657433468000818,NaN,0.5,1,percept,1
6,45,45,3,0.511555232002138,NaN,1,1,percept,1
6,45,45,2,0.662266141000146,NaN,0.5,1,percept,1
6,45,45,2,0.536793441000555,NaN,1,1,percept,1
6,45,45,2,0.365111990000514,NaN,1,1,percept,1
6,45,45,2,0.57401307300097,NaN,0.5,1,percept,1
6,45,45,1,0.578752708999673,NaN,0.5,1,percept,1
6,-45,45,1,0.769692452000527,NaN,0.5,0,percept,1
6,-45,45,1,0.669876825000756,NaN,1,0,percept,1
6,-45,-45,3,0.572859623998738,NaN,0.5,1,percept,1
6,-45,45,1,1.02676988200074,NaN,1,0,percept,1
6,-45,-45,2,0.810246344999541,NaN,1,1,percept,1
6,45,45,2,0.876999933001571,NaN,0.5,1,percept,1
6,45,45,2,0.807153550000294,NaN,1,1,percept,1
6,-45,-45,3,0.506847168000604,NaN,1,1,percept,1
6,-45,-45,3,0.616016403000685,NaN,1,1,percept,1
6,45,45,2,0.638579239001047,NaN,1,1,percept,1
6,-45,-45,3,0.665932151001471,NaN,1,1,percept,1
6,-45,-45,3,0.612502520001726,NaN,0.5,1,percept,1
6,-45,-45,2,0.724893558000986,NaN,1,1,percept,1
6,45,45,2,0.612838811999609,NaN,0.5,1,percept,1
6,-45,-45,4,0.634423071000128,NaN,1,1,percept,1
6,45,45,3,0.818385014001251,NaN,1,1,percept,1
6,-45,-45,4,0.918548653000471,NaN,0.5,1,percept,1
6,45,45,4,0.679286627000693,NaN,0.5,1,percept,1
6,45,45,4,0.590297505999843,NaN,0.5,1,percept,1
6,-45,-45,4,0.586226671999611,NaN,1,1,percept,1
6,-45,-45,3,0.805405613000403,NaN,0.5,1,percept,1
6,-45,45,2,0.728156925000803,NaN,1,0,percept,1
6,-45,45,1,0.811314813001445,NaN,0.5,0,percept,1
6,45,45,1,0.687003209999602,NaN,0.5,1,percept,1
6,45,45,2,0.666921969001123,NaN,1,1,percept,1
6,45,45,3,0.708779426000547,NaN,1,1,percept,1
6,45,-45,2,1.27623757699985,NaN,0.5,0,percept,1
6,-45,-45,2,0.580607638999936,NaN,0.5,1,percept,1
6,-45,45,3,0.822234314000525,NaN,0.5,0,percept,1
6,45,45,3,0.55581477800115,NaN,0.5,1,percept,1
6,-45,-45,2,0.805690301000141,NaN,1,1,percept,1
