Subject,memory_scores,memory_rates,memory_dprime,memory_metad,memory_criterion,memory_mratio,memory_mdiff,visual_scores,visual_rates,visual_dprime,visual_metad,visual_criterion,visual_mratio,visual_mdiff,motor_scores,motor_rates,motor_dprime,motor_metad,motor_criterion,motor_mratio,motor_mdiff,visuomotor_scores,visuomotor_rates,visuomotor_dprime,visuomotor_metad,visuomotor_criterion,visuomotor_mratio,visuomotor_mdiff
31,"(56, 32, 22, 75)","(0.6363636363636364, 0.2268041237113402)",1.0848688920363432,1.5613089738997148,0.20032871073509825,1.4391683505359565,0.4764400818633716,"(47, 39, 13, 81)","(0.5465116279069767, 0.13829787234042554)",1.1864121926739586,1.82655890768123,0.4855729050097115,1.5395651856581958,0.6401467150072715,"(66, 25, 31, 70)","(0.7252747252747253, 0.3069306930693069)",1.0904454541704154,-0.5902038951970401,-0.047007190740088634,-0.5412502688142737,-1.6806493493674555,"(70, 31, 24, 67)","(0.693069306930693, 0.26373626373626374)",1.1232166050585075,-0.4919122017851235,0.06364982138482711,-0.437949545590541,-1.615128806843631
32,"(76, 17, 17, 81)","(0.8172043010752689, 0.17346938775510204)",1.8198516504218776,2.7736692095101314,0.017890736087087022,1.5241183031963843,0.9538175590882538,"(39, 38, 14, 89)","(0.5064935064935064, 0.13592233009708737)",1.0989838201390767,0.92882171471504,0.541273445084854,0.8451641395389219,-0.17016210542403665,,,,,,,,,,,,,,
34,"(58, 24, 38, 60)","(0.7073170731707317, 0.3877551020408163)",0.8205284692319417,1.0271359730803438,-0.1301944567387331,1.2517980930531243,0.2066075038484021,"(66, 19, 27, 68)","(0.7764705882352941, 0.28421052631578947)",1.3133732732287282,1.9114791256449835,-0.09497455272259786,1.455396698416059,0.5981058524162552,"(64, 26, 25, 77)","(0.7111111111111111, 0.24509803921568626)",1.2320044102942869,0.14714127120296305,0.06668168589578594,0.1194324224600914,-1.0848631390913237,"(69, 33, 22, 68)","(0.6764705882352942, 0.24444444444444444)",1.1362483121842728,1.0230792769119013,0.11711260280075905,0.9004011411424493,-0.11316903527237154
35,"(61, 27, 23, 76)","(0.6931818181818182, 0.23232323232323232)",1.2211978098081773,1.9063283597906266,0.11316381455955771,1.5610315908526466,0.6851305499824494,"(81, 7, 44, 48)","(0.9204545454545454, 0.4782608695652174)",1.4308445412511308,1.250580188546572,-0.6768083631499937,0.8740154171137727,-0.18026435270455887,"(52, 39, 36, 65)","(0.5714285714285714, 0.3564356435643564)",0.5422647813120008,0.9547744672200372,0.09399512072331337,1.7607163513550999,0.4125096859080364,"(74, 27, 36, 55)","(0.7326732673267327, 0.3956043956043956)",0.8757960561203022,0.39466552151720874,-0.1780884556144338,0.45063633109464035,-0.48113053460309346
36,"(57, 31, 10, 83)","(0.6477272727272727, 0.10752688172043011)",1.592250493763376,1.3478729603989323,0.43029818310757784,0.8465206735236469,-0.24437753336444357,"(65, 30, 22, 63)","(0.6842105263157895, 0.25882352941176473)",1.1124514554961917,0.8290815295485214,0.08373549597651075,0.7452743447386857,-0.2833699259476703,"(65, 26, 25, 75)","(0.7142857142857143, 0.25)",1.225830343790392,1.723569012080032,0.0542704641316093,1.406042052075968,0.4977386682896401,"(76, 24, 24, 67)","(0.76, 0.26373626373626374)",1.322074622488548,1.0319601456385354,-0.0372168165861238,0.780561193812246,-0.29011447685001257
37,"(70, 23, 23, 70)","(0.7526881720430108, 0.24731182795698925)",1.3489795003921634,1.323850761024392,-0.0,0.9813720376325464,-0.02512873936777149,"(79, 31, 24, 46)","(0.7181818181818181, 0.34285714285714286)",0.9703014603116995,1.4561613569046896,-0.08638541273142669,1.5007308722764496,0.4858598965929901,"(65, 28, 26, 73)","(0.6989247311827957, 0.26262626262626265)",1.1432493661470833,1.553903256256453,0.0569796408339886,1.3591988784505808,0.4106538901093697,"(75, 24, 31, 62)","(0.7575757575757576, 0.3333333333333333)",1.116164840773377,0.973904653004986,-0.13389920552480125,0.8725455393579493,-0.1422601877683911
38,"(77, 15, 14, 82)","(0.8369565217391305, 0.14583333333333334)",2.0060682790765334,2.7626779955152827,0.03622314173027058,1.3771605006321341,0.7566097164387493,"(58, 33, 24, 65)","(0.6373626373626373, 0.2696629213483146)",0.9535457735527921,0.8690891508128847,0.13120734627119776,0.9114288741218656,-0.0844566227399074,"(84, 21, 31, 56)","(0.8, 0.3563218390804598)",1.1954862297766018,0.7985605881786297,-0.23665667723975187,0.6679797460551722,-0.39692564159797206,"(66, 21, 31, 74)","(0.7586206896551724, 0.29523809523809524)",1.2250372694626959,1.4732170923186063,-0.08186324945888657,1.2025896101632587,0.24817982285591045
39,"(79, 17, 14, 88)","(0.8229166666666666, 0.13725490196078433)",1.9906309960723572,2.6218478772527902,0.0830991147353452,1.3170938674349313,0.6312168811804331,,,,,,,,"(72, 27, 28, 65)","(0.7272727272727273, 0.3010752688172043)",1.1130034777519922,0.04661933729963484,-0.041637459187309045,0.0418860661547932,-1.0663841404523573,"(66, 27, 25, 74)","(0.7096774193548387, 0.25252525252525254)",1.204778854298124,0.5568083527258681,0.057060837275564824,0.46216643887749154,-0.6479705015722558
40,"(63, 21, 10, 91)","(0.75, 0.09900990099009901)",1.9302321489088639,1.943168458143828,0.30636199131062386,1.0067019447594823,0.012936309234964138,"(62, 29, 21, 68)","(0.6813186813186813, 0.23595505617977527)",1.1757571300322398,0.10304809192553335,0.12399259174997443,0.08764402893538713,-1.0727090381067064,"(65, 29, 26, 72)","(0.6914893617021277, 0.2653061224489796)",1.114213619683281,0.12145222344094814,0.0634976393567655,0.10900263764095017,-0.992761396242333,"(64, 34, 21, 73)","(0.6530612244897959, 0.22340425531914893)",1.1404493199687034,-0.32994079974012613,0.1835740289871687,-0.28930772631718565,-1.4703901197088296
41,"(77, 25, 23, 65)","(0.7549019607843137, 0.26136363636363635)",1.3130720956602933,1.1181070274450589,-0.025424970131155133,0.8515199059826232,-0.1949650682152344,"(54, 31, 22, 73)","(0.6352941176470588, 0.23157894736842105)",1.0662390070819532,0.9604733948204391,0.1938743710910332,0.9008049681553391,-0.10576561226151404,"(46, 52, 64, 30)","(0.46938775510204084, 0.6808510638297872)",-0.5407889317843518,-2.1141261942787426,-0.19663550528967721,3.9093370260058946,-1.5733372624943907,"(34, 60, 77, 21)","(0.3617021276595745, 0.7857142857142857)",-1.1318112775975453,-2.3785720961248784,-0.21886291803923166,2.1015624629344454,-1.2467608185273331
33,,,,,,,,"(65, 27, 25, 63)","(0.7065217391304348, 0.2840909090909091)",1.100400712870996,0.6390263621802087,0.013739790471117286,0.5807215087247258,-0.46137435069078736,,,,,,,,,,,,,,
